chr,start,end,distanceToTSS,geneId,SYMBOL,category
chr2,37430661,37431139,0,241322,Zbtb6,Both
chr2,38925257,38926340,0,14536,Nr6a1,Both
chr2,39190203,39191002,0,320271,Scai,Both
chr2,44926563,44927796,0,227835,Gtdc1,Both
chr2,48948963,48949341,0,26428,Orc4,Both
chr2,49451012,49452743,0,227867,Epc2,Both
chr2,53190977,53192516,0,56194,Prpf40a,Both
chr2,59160665,59162066,0,227933,Ccdc148,Both
chr2,65238066,65239233,0,319876,Cobll1,Both
chr2,66256359,66256843,0,73668,Ttc21b,Both
chr2,69205858,69206295,0,66442,Spc25,Both
chr2,71055552,71056279,0,228019,Mettl8,Both
chr2,71872917,71873825,0,228026,Pdk1,Both
chr2,73386327,73386908,0,68526,Gpr155,Both
chr2,73891894,73893090,0,11909,Atf2,Both
chr2,75658688,75660031,0,229279,Hnrnpa3,Both
chr2,75703586,75704951,0,18024,Nfe2l2,Both
chr2,76647565,76648459,0,23992,Prkra,Both
chr2,77945834,77946218,0,80744,Cwc22,Both
chr2,79635067,79636265,0,70599,Itprid2,Both
chr2,84714579,84715525,0,228136,Zdhhc5,Both
chr2,91236639,91237146,0,107986,Ddb2,Both
chr2,91264997,91265590,0,77038,Arfgap2,Both
chr2,91710199,91711006,0,241547,Harbi1,Both
chr2,94157596,94158274,0,56348,Hsd17b12,Both
chr2,103073378,103073940,0,27402,Pdhx,Both
chr2,103566151,103567422,0,99382,Abtb2,Both
chr2,104590228,104591119,0,228410,Cstf3,Both
chr2,105675188,105675605,0,18508,Pax6,Both
chr2,105676053,105676670,0,18508,Pax6,Both
chr2,109917558,109918372,0,107515,Lgr4,Both
chr2,113327376,113327814,0,14260,Fmn1,Both
chr2,114654665,114654980,0,66632,Dph6,Both
chr2,118388342,118388877,0,27103,Eif2ak4,Both
chr2,119208582,119209036,0,69408,Dnajc17,Both
chr2,119547471,119547988,0,241624,Exd1,Both
chr2,120403888,120404259,0,211499,Tmem87a,Both
chr2,120567562,120568044,0,20619,Snap23,Both
chr2,120629064,120629270,0,668880,Stard9,Both
chr2,120849915,120850874,0,100502700,AV039307,Both
chr2,121413518,121414456,0,14827,Pdia3,Both
chr2,121449023,121450074,0,378702,Serf2,Both
chr2,121955799,121956772,0,17147,Mageb3,Both
chr2,122028148,122029310,0,100042807,Eif3j2,Both
chr2,122118167,122118471,0,214585,Spg11,Both
chr2,124609840,124610930,0,214968,Sema6d,Both
chr2,125723206,125723658,0,271849,Shc4,Both
chr2,126707136,126707658,0,84092,Usp8,Both
chr2,127247484,127248719,0,26371,Ciao1,Both
chr2,128125625,128128313,0,12125,Bcl2l11,Both
chr2,128818186,128818534,0,72477,Tmem87b,Both
chr2,128967018,128967731,0,78751,Zc3h6,Both
chr2,129129397,129129848,0,66170,Chchd5,Both
chr2,129296978,129297296,0,70466,Ckap2l,Both
chr2,130664301,130664667,0,77006,Ddrgk1,Both
chr2,131159928,131160570,0,67326,Adissp,Both
chr2,131210066,131210421,0,69596,Ap5s1,Both
chr2,131262245,131262878,0,74450,Pank2,Both
chr2,132029074,132029328,0,215653,Rassf2,Both
chr2,132252581,132253554,0,18538,Pcna,Both
chr2,132262953,132263752,0,110911,Cds2,Both
chr2,136890970,136891306,0,59030,Mkks,Both
chr2,140066396,140066950,0,75812,Tasp1,Both
chr2,143914805,143915832,0,56431,Dstn,Both
chr2,144010003,144011636,0,81910,Rrbp1,Both
chr2,144556209,144556574,0,27054,Sec23b,Both
chr2,145934364,145935089,0,66877,Crnkl1,Both
chr2,146511726,146512360,0,241694,Ralgapa2,Both
chr2,147012760,147013799,0,24128,Xrn2,Both
chr2,148672581,148672875,0,56488,Nxt1,Both
chr2,148732096,148732473,0,17957,Napb,Both
chr2,152396728,152399000,0,20667,Sox12,Both
chr2,152830857,152831819,0,12048,Bcl2l1,Both
chr2,152847975,152848240,0,72119,Tpx2,Both
chr2,153345424,153346759,0,228790,Asxl1,Both
chr2,154790680,154792163,0,19383,Raly,Both
chr2,154892232,154893035,0,67204,Eif2s2,Both
chr2,155236468,155236906,0,67068,Dynlrb1,Both
chr2,155517874,155518363,0,207182,Ggt7,Both
chr2,155691846,155692448,0,56407,Trpc4ap,Both
chr2,156179356,156180438,0,170791,Rbm39,Both
chr2,156196538,156197224,0,228829,Phf20,Both
chr2,157078239,157079868,0,320706,Soga1,Both
chr2,158794640,158795062,0,71715,Dhx35,Both
chr2,160645668,160646951,0,21969,Top1,Both
chr2,161108518,161109676,0,71389,Chd6,Both
chr2,163644701,163645273,0,26943,Serinc3,Both
chr2,164460802,164461692,0,52840,Dbndd2,Both
chr2,164769626,164770104,0,68612,Ube2c,Both
chr2,164785608,164786389,0,101113,Snx21,Both
chr2,164804633,164804974,0,170789,Acot8,Both
chr2,165287401,165287882,0,228875,Slc35c2,Both
chr2,165326173,165326655,0,140579,Elmo2,Both
chr2,165492858,165493445,0,381406,Trp53rka,Both
chr2,166905915,166906629,0,110750,Cse1l,Both
chr2,166995696,166996441,0,20853,Stau1,Both
chr2,167062517,167063280,0,68949,Zfas1,Both
chr2,167348898,167349851,0,56336,B4galt5,Both
chr2,168601193,168602100,0,18019,Nfatc2,Both
chr2,168954889,168955596,0,22722,Zfp64,Both
chr2,172345329,172345900,0,67017,Fam210b,Both
chr2,172370596,172371333,0,67337,Cstf1,Both
chr2,173659402,173660339,0,100043911,Ppp4r1l-ps,Both
chr2,180119181,180119906,0,228983,Osbpl2,Both
chr2,180256996,180257849,0,100526556,Mir3091,Both
chr3,5575795,5576577,0,19302,Pex2,Both
chr3,8666662,8667747,0,15213,Hey1,Both
chr3,8923456,8923964,0,66230,Mrps28,Both
chr3,14578450,14579227,0,13559,E2f5,Both
chr3,14611032,14611738,0,69126,Rbis,Both
chr3,16182947,16183830,0,229096,Ythdf3,Both
chr3,19188029,19188573,0,67472,Mtfr1,Both
chr3,19894634,19895495,0,70808,4632415L05Rik,Both
chr3,27182877,27183286,0,320024,Nceh1,Both
chr3,27938473,27939115,0,18805,Pld1,Both
chr3,28263361,28263691,0,665113,Tnik,Both
chr3,28805313,28805759,0,68028,Rpl22l1,Both
chr3,30602350,30603016,0,80732,Mynn,Both
chr3,30995675,30996205,0,18759,Prkci,Both
chr3,32396872,32397940,0,18706,Pik3ca,Both
chr3,32510331,32510917,0,67778,Zfp639,Both
chr3,32529379,32529841,0,67414,Mfn1,Both
chr3,32708371,32709402,0,56456,Actl6a,Both
chr3,32736300,32737547,0,66046,Ndufb5,Both
chr3,33799710,33800589,0,67120,Ttc14,Both
chr3,34648829,34651366,0,20674,Sox2,Both
chr3,36000423,36000679,0,654424,Mccc1os,Both
chr3,36151114,36151512,0,241944,Zfp267,Both
chr3,36475547,36475970,0,11747,Anxa5,Both
chr3,36571391,36572316,0,12428,Ccna2,Both
chr3,37312371,37312802,0,14173,Fgf2,Both
chr3,37419151,37420945,0,229228,Nudt6,Both
chr3,38484377,38485349,0,99696,Ankrd50,Both
chr3,40745019,40745862,0,18415,Hspa4l,Both
chr3,40846515,40847132,0,100039027,Gm2011,Both
chr3,40893822,40894519,0,100039027,Gm2011,Both
chr3,41082420,41083669,0,70804,Pgrmc2,Both
chr3,51224454,51225511,0,12457,Noct,Both
chr3,51339765,51341474,0,69257,Elf2,Both
chr3,51483779,51484689,0,19338,Rab33b,Both
chr3,53041360,53041805,0,108927,Lhfpl6,Both
chr3,53463062,53464009,0,212114,Nhlrc3,Both
chr3,57574868,57576564,0,97064,Wwtr1,Both
chr3,57735620,57736346,0,24017,Rnf13,Both
chr3,58525245,58526146,0,229317,Eif2a,Both
chr3,65527714,65529467,0,71004,4931440P22Rik,Both
chr3,69004820,69006319,0,70099,Smc4,Both
chr3,69316275,69318046,0,242083,Ppm1l,Both
chr3,69721871,69722735,0,97112,Nmd3,Both
chr3,75556341,75556896,0,56426,Pdcd10,Both
chr3,75956176,75957134,0,73124,Golim4,Both
chr3,79628595,79629374,0,66841,Etfdh,Both
chr3,84582339,84583167,0,99889,Arfip1,Both
chr3,87999753,88000469,0,12032,Bcan,Both
chr3,88177745,88178051,0,76642,1700113A16Rik,Both
chr3,88296880,88297643,0,12462,Cct3,Both
chr3,88552932,88553220,0,83409,Lamtor2,Both
chr3,88685440,88686597,0,74200,Khdc4,Both
chr3,88949895,88951000,0,192195,Ash1l,Both
chr3,89101566,89102191,0,110196,Fdps,Both
chr3,89177413,89177670,0,24045,Scamp3,Both
chr3,89418026,89418350,0,54124,Cks1b,Both
chr3,90247994,90248423,0,30791,Slc39a1,Both
chr3,90433355,90433800,0,229543,Ints3,Both
chr3,94309980,94310342,0,75778,Them4,Both
chr3,94412490,94413511,0,72634,Tdrkh,Both
chr3,95014806,95016246,0,78266,Zfp687,Both
chr3,95160311,95161596,0,20360,Sema6c,Both
chr3,95434343,95434705,0,11863,Arnt,Both
chr3,95818652,95819902,0,75137,Rprd2,Both
chr3,95881904,95882938,0,229599,Ciart,Both
chr3,95893949,95894316,0,226548,Aph1a,Both
chr3,95929201,95930411,0,66471,Anp32e,Both
chr3,96269676,96270106,0,319189,H2bc18,Both
chr3,96601046,96601299,0,280411,Lix1l,Both
chr3,97158586,97159427,0,66659,Acp6,Both
chr3,97658047,97658795,0,108097,Prkab2,Both
chr3,97767843,97768145,0,83679,Pde4dip,Both
chr3,99140955,99141669,0,70560,Wars2,Both
chr3,100921999,100922560,0,229644,Trim45,Both
chr3,100969403,100969705,0,74044,Ttf2,Both
chr3,103020324,103021122,0,229663,Csde1,Both
chr3,103809014,103809590,0,140917,Dclre1b,Both
chr3,103914157,103915120,0,229675,Rsbn1,Both
chr3,104511415,104512158,0,269473,Lrig2,Both
chr3,105052675,105053071,0,80281,Cttnbp2nl,Both
chr3,106721605,106722498,0,321000,Lrif1,Both
chr3,107331962,107334117,0,229700,Rbm15,Both
chr3,107695898,107696722,0,229709,Ahcyl1,Both
chr3,108210145,108210908,0,72522,Atxn7l2,Both
chr3,108562164,108562572,0,67495,Tmem167b,Both
chr3,108571613,108571862,0,99730,Taf13,Both
chr3,108721738,108722412,0,76123,Gpsm2,Both
chr3,108839984,108840658,0,20912,Stxbp3,Both
chr3,113629646,113630274,0,67225,Rnpc3,Both
chr3,116007224,116007852,0,58193,Extl2,Both
chr3,116423201,116423957,0,229776,Cdc14a,Both
chr3,116807932,116808331,0,77559,Agl,Both
chr3,121291628,121292123,0,66789,Alg14,Both
chr3,121723318,121723846,0,14066,F3,Both
chr3,123508115,123508911,0,69895,Snhg8,Both
chr3,126596603,126597611,0,108058,Camk2d,Both
chr3,127552972,127553685,0,28036,Larp7,Both
chr3,130709097,130709460,0,66357,Ostc,Both
chr3,130729866,130730551,0,68436,Rpl34,Both
chr3,131564555,131565228,0,23971,Papss1,Both
chr3,135437832,135439788,0,319587,4930539J05Rik,Both
chr3,136669471,136671682,0,19055,Ppp3ca,Both
chr3,137864037,137865781,0,51788,H2az1,Both
chr3,138143237,138144135,0,108943,Trmt10a,Both
chr3,138442658,138443447,0,11532,Adh5,Both
chr3,138526990,138528136,0,13684,Eif4e,Both
chr3,142395069,142395774,0,56376,Pdlim5,Both
chr3,142701092,142701302,0,229905,Kyat3,Both
chr3,142881150,142882528,0,109333,Pkn2,Both
chr3,144204596,144205861,0,16911,Lmo4,Both
chr3,144569538,144570979,0,23908,Hs2st1,Both
chr3,145118468,145119062,0,52184,Odf2l,Both
chr3,145924001,145924994,0,12042,Bcl10,Both
chr3,146450386,146450652,0,74245,Ctbs,Both
chr3,148987630,148990644,0,99633,Adgrl2,Both
chr3,153944252,153944586,0,11364,Acadm,Both
chr3,155093198,155093621,0,74435,Lrriq3,Both
chr4,3574584,3575142,0,116940,Tgs1,Both
chr4,3937509,3939319,0,56711,Plag1,Both
chr4,9668611,9669416,0,65973,Asph,Both
chr4,11007046,11008230,0,71801,Plekhf2,Both
chr4,11156138,11156762,0,60599,Trp53inp1,Both
chr4,11321721,11322311,0,381510,Dpy19l4,Both
chr4,11485725,11486328,0,66185,Virma,Both
chr4,11965884,11966967,0,100503636,1700123M08Rik,Both
chr4,12087725,12087930,0,329795,Tmem67,Both
chr4,12906838,12907238,0,208820,Triqk,Both
chr4,15265511,15266706,0,100201,Tmem64,Both
chr4,19574983,19575450,0,66302,Rmdn1,Both
chr4,20778001,20778605,0,269513,Nkain3,Both
chr4,21727555,21727838,0,51813,Ccnc,Both
chr4,21847928,21848554,0,66625,Pnisr,Both
chr4,22357541,22357945,0,269514,Fbxl4,Both
chr4,25281505,25281928,0,67490,Ufl1,Both
chr4,26346409,26346989,0,242362,Manea,Both
chr4,32238406,32240295,0,12014,Bach2,Both
chr4,32615167,32615776,0,26885,Casp8ap2,Both
chr4,33247482,33248746,0,108767,Pnrc1,Both
chr4,34687020,34687476,0,24060,Slc35a1,Both
chr4,40269517,40269890,0,100504309,Smim27,Both
chr4,40703052,40703371,0,66408,Aptx,Both
chr4,40722233,40723250,0,15502,Dnaja1,Both
chr4,40853510,40854604,0,14595,B4galt1,Both
chr4,40947952,40948731,0,12017,Bag1,Both
chr4,41135143,41136326,0,67615,Ube2r2,Both
chr4,41275025,41275765,0,68926,Ubap2,Both
chr4,41464556,41465299,0,109242,Kif24,Both
chr4,42949720,42950369,0,56323,Dnajb5,Both
chr4,42999712,43000650,0,269523,Vcp,Both
chr4,43442128,43443684,0,21754,Tesk1,Both
chr4,43492789,43493730,0,19782,Rmrp,Both
chr4,43562057,43562784,0,12913,Creb3,Both
chr4,43656100,43656535,0,68917,Hint2,Both
chr4,44072312,44072846,0,50798,Gne,Both
chr4,44167370,44168501,0,73469,Rnf38,Both
chr4,44233352,44234284,0,73469,Rnf38,Both
chr4,44756498,44756999,0,319885,Zcchc7,Both
chr4,45011741,45012423,0,230119,Zbtb5,Both
chr4,45184551,45185385,0,666060,Frmpd1,Both
chr4,45529581,45531015,0,230126,Shb,Both
chr4,45972128,45972847,0,100121,Tdrd7,Both
chr4,46195843,46196399,0,22590,Xpa,Both
chr4,47352408,47353954,0,21812,Tgfbr1,Both
chr4,47473929,47474397,0,56737,Alg2,Both
chr4,48044734,48045725,0,18124,Nr4a3,Both
chr4,48279256,48280058,0,16348,Invs,Both
chr4,49631849,49632463,0,109331,Rnf20,Both
chr4,52438898,52439450,0,14211,Smc2,Both
chr4,53011803,53012331,0,66536,Nipsnap3b,Both
chr4,55349617,55350776,0,19359,Rad23b,Both
chr4,57955626,57956636,0,22166,Txn1,Both
chr4,59805711,59806548,0,209131,Snx30,Both
chr4,62208319,62208792,0,22696,Zfp37,Both
chr4,62360201,62360786,0,20529,Slc31a1,Both
chr4,62408671,62408990,0,70052,Prpf4,Both
chr4,62519594,62520176,0,17025,Alad,Both
chr4,62524695,62525573,0,214106,4933430I17Rik,Both
chr4,62583387,62583685,0,50780,Rgs3,Both
chr4,70410101,70410673,0,214444,Cdk5rap2,Both
chr4,70534251,70535408,0,230316,Megf9,Both
chr4,72199645,72201675,0,21885,Tle1,Both
chr4,82504346,82506555,0,18028,Nfib,Both
chr4,83323598,83324336,0,69863,Ttc39b,Both
chr4,83417522,83418164,0,77634,Snapc3,Both
chr4,86748322,86749246,0,329877,Dennd4c,Both
chr4,86856753,86857753,0,20104,Rps6,Both
chr4,88094496,88095069,0,230393,Focad,Both
chr4,94614398,94614640,0,67694,Ift74,Both
chr4,95049985,95053224,0,16476,Jun,Both
chr4,98922812,98924544,0,230484,Usp1,Both
chr4,99929380,99930163,0,67733,Itgb3bp,Both
chr4,101647611,101648034,0,230514,Leprot,Both
chr4,102760069,102760321,0,73094,Sgip1,Both
chr4,103113924,103114882,0,242584,Dnai4,Both
chr4,103313673,103314175,0,67013,Oma1,Both
chr4,107066512,107067447,0,230582,Cyb5rl,Both
chr4,107178222,107179349,0,56374,Tmem59,Both
chr4,107253287,107254095,0,72938,Ift25,Both
chr4,107314177,107314399,0,230584,Yipf1,Both
chr4,107367757,107368295,0,72787,Ndc1,Both
chr4,107802489,107803693,0,16975,Lrp8,Both
chr4,107889687,107890217,0,74098,Czib,Both
chr4,108328045,108328456,0,69893,Coa7,Both
chr4,108833263,108833800,0,70533,Btf3l4,Both
chr4,109000330,109001078,0,230598,Nrdc,Both
chr4,109201834,109202340,0,100273,Osbpl9,Both
chr4,109977332,109978615,0,242620,Dmrta2,Both
chr4,114999951,115000409,0,20460,Stil,Both
chr4,116053699,116053959,0,72181,Nsun4,Both
chr4,116075366,116076612,0,230654,Lrrc41,Both
chr4,116220843,116221838,0,18710,Pik3r3,Both
chr4,116557032,116558118,0,77110,Gpbp1l1,Both
chr4,116720755,116721309,0,230661,Tesk2,Both
chr4,116807460,116807882,0,68276,Toe1,Both
chr4,117550215,117550636,0,140546,Eri3,Both
chr4,119173964,119174255,0,195522,Zfp691,Both
chr4,119232367,119233464,0,230696,AU022252,Both
chr4,119293683,119294994,0,22608,Ybx1,Both
chr4,120569531,120570704,0,51797,Ctps1,Both
chr4,120825099,120825889,0,18046,Nfyc,Both
chr4,120951370,120951904,0,381549,Zfp69,Both
chr4,122885824,122886128,0,12331,Cap1,Both
chr4,123411410,123412441,0,11426,Macf1,Both
chr4,124850233,124851474,0,230734,Yrdc,Both
chr4,126103917,126104425,0,74178,Stk40,Both
chr4,126202284,126203023,0,230753,Thrap3,Both
chr4,126752960,126754112,0,100317,AU040320,Both
chr4,127077035,127077578,0,100177,Zmym6,Both
chr4,129334605,129335995,0,19646,Rbbp4,Both
chr4,129461335,129461918,0,100383,Bsdc1,Both
chr4,129513515,129514562,0,17357,Marcksl1,Both
chr4,129640532,129641195,0,109658,Txlna,Both
chr4,129741279,129742829,0,20218,Khdrbs1,Both
chr4,129819767,129820920,0,19244,Ptp4a2,Both
chr4,130359877,130360421,0,619605,Zcchc17,Both
chr4,132422003,132422738,0,100169,Phactr4,Both
chr4,132922102,132922982,0,230789,Fam76a,Both
chr4,133130364,133130866,0,242687,Wasf2,Both
chr4,133338826,133339662,0,230796,Wdtc1,Both
chr4,133756586,133756944,0,93760,Arid1a,Both
chr4,134186471,134187365,0,70012,Cep85,Both
chr4,134534401,134535494,0,76824,Mtfr1l,Both
chr4,134703019,134704721,0,230815,Man1c1,Both
chr4,134852470,134854198,0,66146,Maco1,Both
chr4,135272183,135273228,0,29876,Clic4,Both
chr4,135352376,135353707,0,51796,Srrm1,Both
chr4,136310469,136311737,0,74326,Hnrnpr,Both
chr4,137468338,137469230,0,15530,Hspg2,Both
chr4,137593666,137594789,0,170707,Usp48,Both
chr4,137681527,137681896,0,110351,Rap1gap,Both
chr4,139574215,139575731,0,212632,Iffo2,Both
chr4,140961221,140961669,0,67680,Sdhb,Both
chr4,141060105,141061133,0,230872,Crocc,Both
chr4,141139220,141139895,0,213491,Szrd1,Both
chr4,141536261,141538862,0,56381,Spen,Both
chr4,141793389,141794029,0,12371,Casp9,Both
chr4,147868367,147868668,0,28010,Miip,Both
chr4,148038364,148039241,0,17769,Mthfr,Both
chr4,148159635,148160791,0,230903,Fbxo44,Both
chr4,148287455,148288257,0,242748,Disp3,Both
chr4,148448197,148448868,0,56717,Mtor,Both
chr4,148626273,148627156,0,230908,Tardbp,Both
chr4,149307092,149308226,0,16561,Kif1b,Both
chr4,149426062,149426863,0,63958,Ube4b,Both
chr4,149518174,149518585,0,67087,Ctnnbip1,Both
chr4,149954151,149955085,0,74646,Spsb1,Both
chr4,150236643,150237472,0,13806,Eno1,Both
chr4,150281120,150281719,0,68703,Rere,Both
chr4,150854863,150855682,0,73348,1700045H11Rik,Both
chr4,151057443,151058213,0,22319,Vamp3,Both
chr4,151861030,151862873,0,100072,Camta1,Both
chr4,151994656,151997010,0,230936,Phf13,Both
chr4,154960617,154961702,0,15208,Hes5,Both
chr4,154964006,154964786,0,269614,Pank4,Both
chr4,155066907,155067202,0,668173,Pex10,Both
chr4,155563727,155564293,0,192185,Nadk,Both
chr4,155601254,155602243,0,320541,Slc35e2,Both
chr4,155668793,155669506,0,76580,Mib2,Both
chr4,155734827,155735595,0,381582,Tmem240,Both
chr4,156109831,156110384,0,230996,9430015G10Rik,Both
chr4,156196679,156198055,0,11603,Agrn,Both
chr4_GL456216_random,15727,17216,0,236082,Dhrsx,Both
chr5,3595971,3596682,0,269623,Rbm48,Both
chr5,4756413,4758245,0,14362,Fzd1,Both
chr5,8056390,8056751,0,109552,Sri,Both
chr5,8996968,8997494,0,74114,Crot,Both
chr5,14514954,14515552,0,26875,Pclo,Both
chr5,20881475,20882771,0,212090,Tmem60,Both
chr5,21055181,21056026,0,19248,Ptpn12,Both
chr5,21701205,21701888,0,242864,Napepld,Both
chr5,23432944,23434919,0,269630,5031425E22Rik,Both
chr5,24029958,24030612,0,84652,Hycc1,Both
chr5,24423490,24423800,0,12568,Cdk5,Both
chr5,24576845,24577573,0,27407,Abcf2,Both
chr5,24685599,24686046,0,53312,Nub1,Both
chr5,24841869,24843254,0,19744,Rheb,Both
chr5,25529347,25530391,0,73571,1700096K18Rik,Both
chr5,27790888,27791823,0,55982,Paxip1,Both
chr5,28070975,28071794,0,231070,Insig1,Both
chr5,29568977,29569795,0,100763,Ube3c,Both
chr5,30232464,30233020,0,28042,Selenoi,Both
chr5,30666879,30667215,0,12615,Cenpa,Both
chr5,30888743,30889160,0,231093,Agbl5,Both
chr5,30949878,30950098,0,57742,Abhd1,Both
chr5,31048257,31048709,0,330064,Slc5a6,Both
chr5,31179574,31180265,0,71752,Gtf3c2,Both
chr5,31192686,31193778,0,13667,Eif2b4,Both
chr5,31201998,31202356,0,101023,Zfp513,Both
chr5,32134922,32136838,0,14284,Fosl2,Both
chr5,32458790,32459765,0,19046,Ppp1cb,Both
chr5,33018415,33019443,0,22629,Ywhah,Both
chr5,33378451,33379000,0,71101,Uvssa,Both
chr5,33629015,33629950,0,74504,Fam53a,Both
chr5,33651871,33652808,0,20492,Slbp,Both
chr5,33657577,33658835,0,21335,Tacc3,Both
chr5,33935854,33936693,0,24116,Nelfa,Both
chr5,34169152,34169708,0,231123,Haus3,Both
chr5,34187045,34188248,0,17122,Mxd4,Both
chr5,34336026,34337040,0,19822,Rnf4,Both
chr5,34369580,34370704,0,231128,Fam193a,Both
chr5,34573412,34574182,0,102466999,Mir7036b,Both
chr5,34659863,34661044,0,14772,Grk4,Both
chr5,35105423,35105823,0,16976,Lrpap1,Both
chr5,35893170,35893597,0,70292,Afap1,Both
chr5,36464694,36465521,0,17713,Grpel1,Both
chr5,36581523,36582470,0,100855,Tbc1d14,Both
chr5,41707739,41708287,0,100972,Rab28,Both
chr5,43232664,43235198,0,231207,Cpeb2,Both
chr5,45449899,45450647,0,110391,Qdpr,Both
chr5,45669419,45670322,0,54392,Ncapg,Both
chr5,45856370,45858010,0,209707,Lcorl,Both
chr5,52834033,52834278,0,52206,Anapc4,Both
chr5,53588995,53590544,0,19664,Rbpj,Both
chr5,57717239,57720500,0,319216,4932441J04Rik,Both
chr5,63968352,63969136,0,100532,Rell1,Both
chr5,65107353,65108122,0,71778,Klhl5,Both
chr5,65435303,65436067,0,22235,Ugdh,Both
chr5,67847119,67847628,0,11980,Atp8a1,Both
chr5,72913953,72915179,0,75991,Slain2,Both
chr5,73255404,73256844,0,72313,Fryl,Both
chr5,73490559,73492636,0,100737,Dcun1d4,Both
chr5,74092912,74093520,0,70036,Dancr,Both
chr5,76529305,76529652,0,69940,Exoc1,Both
chr5,76951056,76952022,0,231327,Ppat,Both
chr5,77309037,77310856,0,231329,Polr2b,Both
chr5,84417174,84417603,0,13839,Epha5,Both
chr5,86065168,86065829,0,12617,Cenpc1,Both
chr5,88553761,88554718,0,65961,Utp3,Both
chr5,88764837,88765463,0,13178,Dck,Both
chr5,92137626,92138420,0,56041,Uso1,Both
chr5,92434543,92435309,0,269113,Nup54,Both
chr5,92505196,92505869,0,12492,Scarb2,Both
chr5,93267493,93268606,0,12452,Ccng2,Both
chr5,96997052,96998110,0,140780,Bmp2k,Both
chr5,99252452,99253233,0,320292,Rasgef1b,Both
chr5,100038372,100040322,0,50926,Hnrnpdl,Both
chr5,100429192,100429927,0,100503199,5430416N02Rik,Both
chr5,100518114,100518927,0,26891,Cops4,Both
chr5,103424667,103425789,0,19249,Ptpn13,Both
chr5,104046507,104047198,0,74167,Nudt9,Both
chr5,106695920,106696816,0,52397,Zfp644,Both
chr5,108132085,108132989,0,73130,Tmed5,Both
chr5,108448630,108448906,0,243197,Slc49a3,Both
chr5,109555411,109557155,0,57914,Crlf2,Both
chr5,109558579,109559201,0,57914,Crlf2,Both
chr5,110285938,110286525,0,18973,Pole,Both
chr5,110770051,110771137,0,100504049,Gm15559,Both
chr5,110809578,110810222,0,22241,Ulk1,Both
chr5,110839442,110839856,0,100900,Hscb,Both
chr5,112276156,112277100,0,22022,Tpst2,Both
chr5,113908093,113909163,0,23790,Coro1c,Both
chr5,114130344,114131638,0,22256,Ung,Both
chr5,114443760,114444482,0,17855,Mvk,Both
chr5,115157734,115158897,0,109154,Mlec,Both
chr5,117119755,117120797,0,330177,Taok3,Both
chr5,118244853,118245425,0,269695,Rnft2,Both
chr5,120612520,120613473,0,100764,Rita1,Both
chr5,122422125,122422933,0,56317,Anapc7,Both
chr5,122820915,122821336,0,59008,Anapc5,Both
chr5,122849906,122850625,0,80751,Rnf34,Both
chr5,123344072,123345695,0,77045,Bcl7a,Both
chr5,123394466,123395387,0,208104,Mlxip,Both
chr5,123720173,123720926,0,70650,Zcchc8,Both
chr5,123749145,123749713,0,208606,Rsrc2,Both
chr5,123907065,123907486,0,68184,Denr,Both
chr5,124111929,124112476,0,66627,Ogfod2,Both
chr5,124327601,124328227,0,269702,Mphosph9,Both
chr5,124439821,124440388,0,67956,Kmt5a,Both
chr5,124629132,124629371,0,21871,Atp6v0a2,Both
chr5,129787027,129787719,0,100678,Psph,Both
chr5,129941528,129942624,0,69568,Vkorc1l1,Both
chr5,130144210,130145203,0,212919,Kctd7,Both
chr5,134183946,134184651,0,114674,Gtf2ird2,Both
chr5,134313443,134315050,0,14886,Gtf2i,Both
chr5,134688222,134689139,0,16885,Limk1,Both
chr5,135008866,135009832,0,68758,Abhd11,Both
chr5,135149131,135149947,0,27368,Tbl2,Both
chr5,135186688,135188188,0,22385,Baz1b,Both
chr5,135488854,135489439,0,215114,Hip1,Both
chr5,135544926,135545300,0,215114,Hip1,Both
chr5,135688655,135689466,0,18984,Por,Both
chr5,135777890,135779152,0,17448,Mdh2,Both
chr5,135934098,135934708,0,22628,Ywhag,Both
chr5,135994792,135995197,0,74198,Dtx2,Both
chr5,137502245,137503014,0,74097,Pop7,Both
chr5,137600255,137601078,0,68929,Mospd3,Both
chr5,137628930,137629572,0,100316903,Gm20605,Both
chr5,137785605,137786950,0,231803,Mepce,Both
chr5,137787640,137788510,0,231803,Mepce,Both
chr5,138170878,138172188,0,11781,Ap4m1,Both
chr5,138279870,138280582,0,50878,Stag3,Both
chr5,138619444,138619770,0,24135,Zfp68,Both
chr5,139149880,139150851,0,19085,Prkar1b,Both
chr5,139200371,139201276,0,77053,Sun1,Both
chr5,140419201,140419877,0,27979,Eif3b,Both
chr5,140704432,140705237,0,231841,Brat1,Both
chr5,140829898,140830634,0,14673,Gna12,Both
chr5,142905576,142906846,0,11461,Actb,Both
chr5,143909446,143910295,0,18861,Pms2,Both
chr5,146832829,146833472,0,19933,Rpl21,Both
chr5,148552180,148552982,0,24109,Ubl3,Both
chr5,148928382,148929226,0,231912,Katnal1,Both
chr5,149184113,149185115,0,15289,Hmgb1,Both
chr5,149635836,149636811,0,15505,Hsph1,Both
chr5,150665130,150665692,0,381695,N4bp2l2,Both
chr5,151368422,151369010,0,625175,1700028E10Rik,Both
chr6,4600767,4601299,0,213819,Casd1,Both
chr6,5496015,5496279,0,27273,Pdk4,Both
chr6,8258938,8259647,0,100036521,Umad1,Both
