"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","82/9653","189/28891",0.00262743802985087,0.00536159504769002,0.00178082684974315,"107566/23892/13385/56013/11421/211323/16590/56717/67916/20779/12161/14585/56716/13838/216869/11551/15205/13640/218397/53310/21803/21936/12519/20354/14573/52023/13543/16878/11603/76303/109246/110524/19246/12484/18606/16402/98878/16195/22339/11820/14184/16975/11308/29875/11538/16412/14179/50754/11350/18003/192656/11539/19699/19271/17319/233328/22059/16846/21937/19283/13869/15182/15200/18186/21802/78757/18595/16452/14600/17311/16194/12931/14360/18591/20963/329165/19219/16800/22416/22248/19247/15208",82
"GO:0051607","GO:0051607","defense response to virus","134/9653","328/28891",0.00274112048707539,0.00558669703069245,0.00185559334212005,"80985/18521/18673/26939/110558/70428/16201/231093/20846/217069/94089/93687/67065/20834/15979/211007/224647/12034/21357/80795/15975/12261/72935/56491/19720/13211/27998/192119/67040/53859/80287/12177/15519/66369/23947/230738/19043/74747/74244/244548/27041/66854/56496/21929/72179/66597/77040/56208/12048/67005/15481/68350/338467/27103/223752/59079/170742/17101/20847/20480/338364/58801/68493/235626/70796/26943/21849/13204/78929/66878/327799/224703/20466/69192/19280/12909/93765/22230/16155/52513/242691/104721/67917/12675/16523/16362/16363/74136/11793/12913/17973/16396/66315/56085/22670/69807/67070/14732/72354/319955/109075/74019/67486/72162/193670/56213/67933/93679/12043/18983/28185/66874/14082/13052/212085/11640/22034/27056/14063/270151/56045/12493/27401/107569/18854/76952/67664/15976/22038/66799/15980/209200/56200/218442",134
"GO:0014904","GO:0014904","myotube cell development","28/9653","53/28891",0.00274119681493627,0.00558669703069245,0.00185559334212005,"20190/18019/19056/72330/208727/18810/16795/231602/18858/54720/22410/19055/214585/79221/26556/14775/17938/18021/57784/69726/20481/74777/17927/319757/232685/329828/12043/11474",28
"GO:0046148","GO:0046148","pigment biosynthetic process","28/9653","53/28891",0.00274119681493627,0.00558669703069245,0.00185559334212005,"12560/216792/11977/12892/11655/24136/226139/76089/68066/14664/22276/11306/54198/67903/20674/13603/50518/72993/64602/14297/22418/53328/18174/14151/17918/66154/22063/73822",28
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","28/9653","53/28891",0.00274119681493627,0.00558669703069245,0.00185559334212005,"235623/50781/18984/13115/71780/12161/20280/20655/17886/22417/13360/20787/192663/67815/110196/18216/11517/110524/12724/14792/20788/233571/18033/11816/18799/12156/18441/226144",28
"GO:0006040","GO:0006040","amino sugar metabolic process","25/9653","46/28891",0.00274980187403579,0.00560247279019992,0.00186083318135746,"76969/76055/245847/107652/53374/74245/109785/17308/227620/13478/54342/26384/14584/50798/97884/67311/56174/15212/14583/67980/54371/234356/74091/17309/56773",25
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"22784/68427/17750/17748/69048/227059/192236/22782/213053/20510/11979/106957/217356/11774/109108/14977/67547",17
"GO:0015740","GO:0015740","C4-dicarboxylate transport","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"55963/20512/22228/67863/241296/18753/68267/18216/231549/100604/237831/20510/27376/78830/20496/20511/50799",17
"GO:0035020","GO:0035020","regulation of Rac protein signal transduction","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"11845/70497/319974/18015/68585/13430/56486/108058/319939/211255/99167/19417/216831/100040531/20401/260299/74769",17
"GO:0043931","GO:0043931","ossification involved in bone maturation","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"23892/237928/20190/71982/235611/20354/18605/233651/16846/11474/14042/233781/105722/108153/12156/329628/73121",17
"GO:0046039","GO:0046039","GTP metabolic process","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"104215/18950/93685/14904/23918/101592/171567/109674/11717/19335/18103/67414/19384/79059/11639/56248/74143",17
"GO:0051291","GO:0051291","protein heterooligomerization","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"66590/14810/232087/18763/215210/23874/14812/20135/72306/234309/68219/330189/20133/14979/269061/432508/218544",17
"GO:0099558","GO:0099558","maintenance of synapse structure","17/9653","28/28891",0.00277279351233597,0.00563691177962655,0.00187227191861819,"11845/319387/12404/23829/116838/111173/104418/238988/54725/19339/12405/20661/243743/16412/72993/94190/192167",17
"GO:0015844","GO:0015844","monoamine transport","54/9653","117/28891",0.00278703701536625,0.0056640912187484,0.00188129943272895,"94245/16854/54526/18693/80976/20907/50873/17069/60510/57320/58994/20980/20315/108068/12495/14573/19339/16500/12918/243328/68585/64652/17257/19224/22433/110058/13488/54393/332110/71279/27062/269642/18430/18799/15566/54524/11438/99296/68943/16649/11461/11441/15567/14758/17918/11540/20963/18441/12801/110355/214084/11541/14685/54525",54
"GO:0046631","GO:0046631","alpha-beta T cell activation","94/9653","221/28891",0.00280307412635928,0.00569489762160956,0.00189153162461796,"11847/14462/20848/16453/58208/240354/11776/11977/18950/16842/14964/18089/15289/11909/66592/56717/17173/27060/11486/230738/12608/17869/54644/21803/12519/14284/22637/56501/12053/21813/22724/93685/19156/208650/19698/54721/15015/56468/20535/252838/12522/18761/14961/12144/15505/207952/12703/12484/109880/23882/16362/381305/19883/243910/20185/108655/11350/319817/16396/19401/192656/59009/12399/240095/16190/214162/14634/57765/17283/12043/18762/11774/12394/12400/20230/65113/230126/16452/320404/11352/21414/65960/16194/14972/15284/15013/432763/11540/20963/19219/17863/381812/80859/53314",94
"GO:0034103","GO:0034103","regulation of tissue remodeling","42/9653","87/28891",0.00284187100639531,0.00577191037055719,0.00191711102214399,"23892/246256/17242/620235/20779/15111/23854/20377/18015/23849/13609/19016/13010/19055/20535/16998/107173/109934/100201/12484/226551/22339/14184/16971/353047/22042/16410/12988/19877/22059/16846/15932/16974/14463/234515/69660/21943/19878/20963/13649/19219/54525",42
"GO:0032526","GO:0032526","response to retinoic acid","44/9653","92/28891",0.00287114954112421,0.00582954892732644,0.00193625537910533,"12912/18504/19713/21380/56637/13837/228790/11920/66354/16600/246257/21676/19411/14545/12581/11303/13082/17294/24045/21385/20674/13036/20682/13619/16004/19401/269254/232174/20181/14547/57816/12394/14463/23999/11352/17761/17260/104015/109065/225998/69301/12748/243866/20899",44
"GO:0032104","GO:0032104","regulation of response to extracellular stimulus","21/9653","37/28891",0.00294137657647734,0.00596279686961202,0.00198051301348177,"59030/433938/22337/13115/56717/67378/66354/20583/19014/109648/53322/12028/20181/16846/21848/12043/102774/14600/235041/14118/66208",21
"GO:0032107","GO:0032107","regulation of response to nutrient levels","21/9653","37/28891",0.00294137657647734,0.00596279686961202,0.00198051301348177,"59030/433938/22337/13115/56717/67378/66354/20583/19014/109648/53322/12028/20181/16846/21848/12043/102774/14600/235041/14118/66208",21
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","21/9653","37/28891",0.00294137657647734,0.00596279686961202,0.00198051301348177,"22352/66214/192119/216869/22417/21803/11479/30951/14062/54683/26427/67557/328572/226551/20289/21809/14061/210719/18591/17863/12159",21
"GO:0045920","GO:0045920","negative regulation of exocytosis","21/9653","37/28891",0.00294137657647734,0.00596279686961202,0.00198051301348177,"19338/50873/15368/11551/21463/14678/100503659/73205/18128/218460/94090/109934/15227/109880/56715/11981/19349/20912/215449/14265/20479",21
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","21/9653","37/28891",0.00294137657647734,0.00596279686961202,0.00198051301348177,"27374/192170/11758/17975/20637/107701/12696/22722/15372/230753/66354/108013/19655/70248/15481/28000/101214/19656/20462/19652/72486",21
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","57/9653","125/28891",0.00302609646258052,0.00613070683775691,0.00203628346554916,"20271/57138/12286/232975/16511/279561/19056/20529/12287/192113/16515/69048/238384/270028/227059/12288/11928/19055/63873/110891/15166/20541/13383/620592/69847/20276/11933/20278/16523/232341/22782/16513/213053/232333/16522/106957/11554/20499/20496/110893/11932/19058/226999/171286/14360/18174/75607/69806/277973/67547/16514/68667/11931/107723/330953/114774/74051",57
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","57/9653","125/28891",0.00302609646258052,0.00613070683775691,0.00203628346554916,"20271/57138/12286/232975/16511/279561/19056/20529/12287/192113/16515/69048/238384/270028/227059/12288/11928/19055/63873/110891/15166/20541/13383/620592/69847/20276/11933/20278/16523/232341/22782/16513/213053/232333/16522/106957/11554/20499/20496/110893/11932/19058/226999/171286/14360/18174/75607/69806/277973/67547/16514/68667/11931/107723/330953/114774/74051",57
"GO:0000027","GO:0000027","ribosomal large subunit assembly","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"66448/110954/11837/68077/68193/59014/224619/268449/67025/100019/110109/67239/19988/100503670/235036/12181",16
"GO:0010829","GO:0010829","negative regulation of glucose transmembrane transport","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"11421/104215/14783/17869/50721/52906/16592/18605/23921/13982/16846/20912/606496/216190/19062/110355",16
"GO:0010866","GO:0010866","regulation of triglyceride biosynthetic process","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"67800/76574/13350/382030/228859/20787/20778/26457/17691/81601/22260/16835/14732/21416/14245/93759",16
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"23892/13548/11421/211323/20779/11682/16542/16001/22339/29875/11350/11302/14083/12305/16337/13649",16
"GO:0039529","GO:0039529","RIG-I signaling pathway","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"18673/12034/12261/68077/20480/81702/22230/242691/67917/74136/80913/67070/80912/270151/67664/14479",16
"GO:0150146","GO:0150146","cell junction disassembly","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"11845/232227/23829/13838/212307/72349/18708/20583/12568/16412/21812/26921/12260/21809/106042/54712",16
"GO:1903975","GO:1903975","regulation of glial cell migration","16/9653","26/28891",0.00303586908971057,0.00613707659713482,0.00203839914911453,"20312/22352/51886/269951/14810/18015/12929/18208/16971/21844/12977/66922/19283/76893/11932/18438",16
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","69/9653","156/28891",0.00309806190054629,0.00626084788819473,0.00207950916141242,"80985/56417/16923/70312/20563/432940/211007/74256/213541/229096/50873/83945/13211/19268/23939/74337/227331/18472/77128/66381/73945/19255/22030/16600/108960/19014/68350/59004/19016/106025/20847/12539/19766/12484/53323/15257/16195/56715/78688/223723/24088/16177/12977/21906/192656/26987/69807/67070/15251/20698/193670/23938/12767/21937/22418/18983/14082/319190/263876/14063/266692/16196/56045/69922/434341/20963/19876/19053/18600",69
"GO:0001782","GO:0001782","B cell homeostasis","24/9653","44/28891",0.00311523885885787,0.00628743473982602,0.0020883398505663,"12042/20662/11486/12328/21929/11622/20663/381305/11350/319817/72049/18605/59032/12028/15251/23921/17319/12043/57916/12367/12125/17260/75974/210293",24
"GO:0035886","GO:0035886","vascular associated smooth muscle cell differentiation","24/9653","44/28891",0.00311523885885787,0.00628743473982602,0.0020883398505663,"73181/18741/16590/20586/18019/18018/15205/17130/19317/13433/18128/214384/15214/14180/22339/12387/18021/93840/20807/18569/67155/239719/18591/24051",24
"GO:0043647","GO:0043647","inositol phosphate metabolic process","24/9653","44/28891",0.00311523885885787,0.00628743473982602,0.0020883398505663,"20280/76500/17886/27399/19211/14173/227399/18216/11517/69718/233011/18795/18803/327655/233571/75678/228550/18797/18799/320404/16332/18441/320129/20975",24
"GO:0031646","GO:0031646","positive regulation of nervous system process","27/9653","51/28891",0.00311606856724598,0.00628743473982602,0.0020883398505663,"387216/15387/116837/116838/93670/192119/72514/23966/230598/15171/18216/235086/18053/245880/20665/78830/72948/216856/230822/50849/21333/56508/13138/22249/225908/93742/114774",27
"GO:0061028","GO:0061028","establishment of endothelial barrier","27/9653","51/28891",0.00311606856724598,0.00628743473982602,0.0020883398505663,"22350/219181/13610/27375/192119/14104/238871/218518/76089/21873/22330/16456/19280/22339/18795/21872/19877/207728/21937/68268/14739/107746/14063/15442/17356/19684/19878",27
"GO:0140546","GO:0140546","defense response to symbiont","134/9653","329/28891",0.00311882501806537,0.0062910379527176,0.00208953663961986,"80985/18521/18673/26939/110558/70428/16201/231093/20846/217069/94089/93687/67065/20834/15979/211007/224647/12034/21357/80795/15975/12261/72935/56491/19720/13211/27998/192119/67040/53859/80287/12177/15519/66369/23947/230738/19043/74747/74244/244548/27041/66854/56496/21929/72179/66597/77040/56208/12048/67005/15481/68350/338467/27103/223752/59079/170742/17101/20847/20480/338364/58801/68493/235626/70796/26943/21849/13204/78929/66878/327799/224703/20466/69192/19280/12909/93765/22230/16155/52513/242691/104721/67917/12675/16523/16362/16363/74136/11793/12913/17973/16396/66315/56085/22670/69807/67070/14732/72354/319955/109075/74019/67486/72162/193670/56213/67933/93679/12043/18983/28185/66874/14082/13052/212085/11640/22034/27056/14063/270151/56045/12493/27401/107569/18854/76952/67664/15976/22038/66799/15980/209200/56200/218442",134
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","39/9653","80/28891",0.00317455441057317,0.00640145834938541,0.00212621221944196,"11674/104263/17448/18655/18563/58226/50781/57028/18648/14651/213350/12161/17449/269951/21351/15926/16548/103711/216134/22417/57320/14433/11671/98711/11532/12724/13806/27376/56752/21881/11647/68180/109801/11669/12156/13885/56847/58810/56695",39
"GO:0031960","GO:0031960","response to corticosteroid","51/9653","110/28891",0.0031974608806608,0.00644564353578932,0.002140888107048,"51810/225872/18984/15289/243853/56637/78921/13684/18491/74747/77128/12371/22695/74551/14815/18708/21803/14284/14573/75547/72508/16601/26395/12192/11502/269997/12583/110784/328572/20606/20276/13685/20278/83383/69726/17927/12193/20181/20393/11647/12043/233893/606496/15566/16452/50996/20608/77559/14608/12159/15495",51
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","32/9653","63/28891",0.003220830927959,0.0064907354614746,0.00215586516354941,"13429/380714/54609/11803/212111/117148/11486/14772/216869/67298/12323/14678/26385/30878/54401/381853/19055/12952/244585/14773/105171/13430/11820/19735/18806/17237/109689/16765/20608/24012/110355/320129",32
"GO:0003323","GO:0003323","type B pancreatic cell development","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"11865/19744/12161/19726/53626/12015/18607/319757/12558/22418/12753/14561/12571/214597/12159",15
"GO:0014075","GO:0014075","response to amine","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"15370/18227/14811/14680/14810/15452/11548/11419/19049/13488/20510/18430/11540/214084/13491",15
"GO:0018230","GO:0018230","peptidyl-L-cysteine S-palmitoylation","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"238331/503610/57437/70796/71146/70605/68268/75965/102193/332175/70546/108672/27801/320150/224454",15
"GO:0018231","GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"238331/503610/57437/70796/71146/70605/68268/75965/102193/332175/70546/108672/27801/320150/224454",15
"GO:0036303","GO:0036303","lymph vessel morphogenesis","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"19056/18018/18763/14173/17300/22339/238328/19250/14234/13836/11481/12168/320924/56048/22341",15
"GO:0042026","GO:0042026","protein refolding","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"15526/14828/15519/15510/15512/56812/110920/15481/193740/243912/15507/15502/15511/67466/56445",15
"GO:0045116","GO:0045116","protein neddylation","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"233805/14339/22200/67921/19823/22192/56438/100737/67025/15251/102323/13819/100503670/76863/12578",15
"GO:0046037","GO:0046037","GMP metabolic process","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"237823/18950/11564/231327/11486/15452/11534/23918/105446/14923/109674/14450/11821/14544/76952",15
"GO:0048333","GO:0048333","mesodermal cell differentiation","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"18504/20472/216850/22289/14048/14182/15227/18119/20319/14234/15364/17125/12159/22416/12166",15
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"76464/100041286/108911/16468/12237/105837/22137/14841/12615/101994/70385/12236/217449/26951/226026",15
"GO:0097284","GO:0097284","hepatocyte apoptotic process","15/9653","24/28891",0.00330249588048174,0.00662314512846448,0.00219984436899924,"56417/11845/11909/56637/227753/110829/12370/12048/223922/56274/16001/58231/56428/12633/108079",15
"GO:0002063","GO:0002063","chondrocyte development","20/9653","35/28891",0.00330288613720062,0.00662314512846448,0.00219984436899924,"19227/14172/17702/338366/72043/58994/373864/21813/19411/240396/20682/13666/269941/20319/12393/12406/14042/12168/73121/242291",20
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","20/9653","35/28891",0.00330288613720062,0.00662314512846448,0.00219984436899924,"18091/18741/20662/21388/22761/18128/54485/20677/15214/16007/107823/319757/18121/22418/16974/18129/14463/12156/12168/77446",20
"GO:0006862","GO:0006862","nucleotide transport","20/9653","35/28891",0.00330288613720062,0.00662314512846448,0.00219984436899924,"70556/11740/230125/192287/239273/227731/73095/241296/16423/66972/11416/100502841/73132/100604/20524/73333/73836/27416/11739/11732",20
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion","20/9653","35/28891",0.00330288613720062,0.00662314512846448,0.00219984436899924,"16923/16451/26395/353310/18753/12527/18761/16456/12484/11735/19091/16852/432628/233405/16452/16194/20720/19684/21943/20963",20
"GO:0050951","GO:0050951","sensory perception of temperature stimulus","20/9653","35/28891",0.00330288613720062,0.00662314512846448,0.00219984436899924,"101772/93670/13864/14806/216869/11551/270190/17391/20315/99512/18216/224671/18605/11539/12767/381359/21333/208922/17035/114774",20
"GO:0050728","GO:0050728","negative regulation of inflammatory response","75/9653","172/28891",0.0033232421747282,0.00666190304188477,0.00221271761515919,"14462/20848/20312/17242/232983/18133/432940/74256/26440/17855/12702/20085/11486/20655/229644/11516/19261/19015/22695/15937/353187/54616/19255/19172/14289/21929/217166/56501/17127/19016/106025/63953/11863/56468/338364/109934/15227/14775/12484/11622/14792/23871/14154/56715/329731/67389/19883/109648/16835/216963/11539/109815/14870/102657/18033/21937/192195/210029/11816/23959/65113/17470/16154/270151/22174/11441/18168/52392/11540/14359/67547/19219/67027/64339/52065",75
"GO:0033363","GO:0033363","secretory granule organization","34/9653","68/28891",0.00339082672715557,0.00679528386477899,0.00225701938516198,"94245/12912/108012/11777/19205/11776/19294/18472/19725/235627/11767/76303/192236/17101/69376/11765/11303/11778/15247/207352/232286/232664/237336/100317/11774/102607/233405/77031/20170/252903/12807/20720/666173/232946",34
"GO:0000244","GO:0000244","spliceosomal tri-snRNP complex assembly","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"192159/56844/28000/53890/68879/27756/68988/22258",8
"GO:0000301","GO:0000301","retrograde transport, vesicle recycling within Golgi","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"13047/27277/338337/102339/238123/76332/67542/233824",8
"GO:0001731","GO:0001731","formation of translation preinitiation complex","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"22121/217869/26905/66405/67204/218629/68184/16865",8
"GO:0006020","GO:0006020","inositol metabolic process","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"71780/27399/227399/17257/327655/228550/55980/114663",8
"GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"69920/15312/71101/71991/319955/13871/13872/22592",8
"GO:0006388","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"76265/381802/66078/104721/98985/68045/66637/28088",8
"GO:0009650","GO:0009650","UV protection","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"13870/50505/14775/22590/13871/13872/22592/12359",8
"GO:0010501","GO:0010501","RNA secondary structure unwinding","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"13211/20589/13205/239528/214150/53817/236511/72162",8
"GO:0021603","GO:0021603","cranial nerve formation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"18504/18014/16658/18844/18846/54670/11859/21418",8
"GO:0021684","GO:0021684","cerebellar granular layer formation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"12404/14804/22241/22421/11941/94190/18032/76484",8
"GO:0021707","GO:0021707","cerebellar granule cell differentiation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"12404/14804/22241/22421/11941/94190/18032/76484",8
"GO:0022027","GO:0022027","interkinetic nuclear migration","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"18536/18508/225523/21335/320191/16560/57752/320165",8
"GO:0033131","GO:0033131","regulation of glucokinase activity","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"50873/59090/80915/19386/15376/12015/18640/18639",8
"GO:0033152","GO:0033152","immunoglobulin V(D)J recombination","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"21423/22632/108138/319583/78412/108655/18970/14056",8
"GO:0035646","GO:0035646","endosome to melanosome transport","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"11776/12512/11767/11765/18457/17828/67844/232946",8
"GO:0035907","GO:0035907","dorsal aorta development","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"19664/54485/15214/18053/20807/15213/18095/12166",8
"GO:0043485","GO:0043485","endosome to pigment granule transport","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"11776/12512/11767/11765/18457/17828/67844/232946",8
"GO:0045876","GO:0045876","positive regulation of sister chromatid cohesion","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"71514/226151/68549/19357/14156/26914/105377/226026",8
"GO:0048702","GO:0048702","embryonic neurocranium morphogenesis","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"15531/70300/22158/14179/59024/14634/21809/270685",8
"GO:0048757","GO:0048757","pigment granule maturation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"11776/12512/11767/11765/18457/17828/67844/232946",8
"GO:0051775","GO:0051775","response to redox state","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"11865/58994/11532/246154/18143/109815/20191/12753",8
"GO:0060022","GO:0060022","hard palate development","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"21380/320910/13383/110805/14362/57265/20666/240047",8
"GO:0060136","GO:0060136","embryonic process involved in female pregnancy","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"16477/17684/20683/18119/114606/26357/50790/13731",8
"GO:0071028","GO:0071028","nuclear mRNA surveillance","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"27998/66446/112403/24127/109075/319885/50912/72544",8
"GO:0071362","GO:0071362","cellular response to ether","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"73181/12567/76709/230738/73158/18795/108655/66629",8
"GO:0071481","GO:0071481","cellular response to X-ray","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"14462/11920/20377/98415/12444/14375/20319/71175",8
"GO:0097119","GO:0097119","postsynaptic density protein 95 clustering","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"18190/12558/19699/216856/228880/192167/192198/56320",8
"GO:0099525","GO:0099525","presynaptic dense core vesicle exocytosis","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"20614/54526/116837/19339/382018/27062/22249/20910",8
"GO:0140245","GO:0140245","regulation of translation at postsynapse","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"192170/13631/13684/68966/15572/100715/14265/20430",8
"GO:0140928","GO:0140928","inhibition of non-skeletal tissue mineralization","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"12912/11486/18605/11539/23959/11647/11732/11540",8
"GO:1900103","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"67878/19255/18708/22433/12028/51800/226641/78943",8
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"13361/75747/18024/230784/23876/11517/13857/14528",8
"GO:1901984","GO:1901984","negative regulation of protein acetylation","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"66277/56637/57320/12189/68917/57741/15182/93759",8
"GO:1902965","GO:1902965","regulation of protein localization to early endosome","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"22350/18016/22339/20660/19684/19878/17309/209200",8
"GO:1902966","GO:1902966","positive regulation of protein localization to early endosome","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"22350/18016/22339/20660/19684/19878/17309/209200",8
"GO:1904851","GO:1904851","positive regulation of establishment of protein localization to telomere","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"21454/12465/12468/12461/245474/12462/12469/216853",8
"GO:1904959","GO:1904959","regulation of cytochrome-c oxidase activity","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"11977/12034/52892/56632/12856/70207/68020/17918",8
"GO:1905274","GO:1905274","regulation of modification of postsynaptic actin cytoskeleton","8/9653","10/28891",0.00345663177719851,0.00684670860269669,0.00227409985342007,"77579/108100/545156/21844/17118/16443/14083/20430",8
"GO:0071604","GO:0071604","transforming growth factor beta production","23/9653","42/28891",0.00352859450793575,0.00698711304794733,0.00232073448429048,"12912/20312/22411/12560/224109/11909/70495/17127/18550/320910/12484/16410/12488/244152/15251/114128/434215/17128/17470/14114/17863/241639/12166",23
"GO:0048821","GO:0048821","erythrocyte development","26/9653","49/28891",0.00354284137785645,0.00700676074760075,0.00232726036898847,"16923/16969/11655/238247/17684/107817/13829/12053/19014/59003/16598/226844/11733/50875/67017/16596/20807/20104/13871/17089/14381/20679/230257/18174/237339/104416",26
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","26/9653","49/28891",0.00354284137785645,0.00700676074760075,0.00232726036898847,"16453/76055/19324/117148/11305/76308/20652/19288/170441/56321/13010/239528/328572/170789/16432/12387/18795/235534/21416/12043/15200/246179/56175/16337/64294/114774",26
"GO:1990089","GO:1990089","response to nerve growth factor","26/9653","49/28891",0.00354284137785645,0.00700676074760075,0.00232726036898847,"12064/11845/12721/13660/15205/235661/76089/84092/234663/78618/13383/13555/81907/27050/18212/27008/83767/77480/23991/18033/18213/50791/21333/107746/20404/18049",26
"GO:1990090","GO:1990090","cellular response to nerve growth factor stimulus","26/9653","49/28891",0.00354284137785645,0.00700676074760075,0.00232726036898847,"12064/11845/12721/13660/15205/235661/76089/84092/234663/78618/13383/13555/81907/27050/18212/27008/83767/77480/23991/18033/18213/50791/21333/107746/20404/18049",26
"GO:0010842","GO:0010842","retina layer formation","14/9653","22/28891",0.00356271670824789,0.00700757723403781,0.00232753156085518,"50769/56297/20147/19213/16795/15257/14221/20510/19274/15258/270120/214058/237979/269831",14
