"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045324","GO:0045324","late endosome to vacuole transport","16/6846","27/28891",8.09689126861387e-05,0.000334526733767125,0.000143465788694402,"20479/105513/68942/77975/75608/67064/70160/27681/68953/104831/71817/208092/116733/230514/20844/56208",16
"GO:0060443","GO:0060443","mammary gland morphogenesis","28/6846","60/28891",8.24330542304762e-05,0.000340358558309624,0.000145966836362836,"21420/18854/20850/75605/12578/22337/12034/13836/19227/22417/22418/21803/18612/12234/19206/14183/20563/104156/16011/105782/12028/21385/17702/14633/12305/18667/14634/11839",28
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining","29/6846","63/28891",8.43597342006039e-05,0.000347648076610132,0.000149093033424601,"15364/22594/14375/78610/227622/14194/140917/107823/72836/73747/108138/71890/17350/225876/78412/16969/69885/71991/13870/319583/232811/27223/54380/59029/50505/225888/66911/70238/28000",29
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation","29/6846","63/28891",8.43597342006039e-05,0.000347648076610132,0.000149093033424601,"16918/18128/21683/22295/13047/16450/110253/14184/15213/14173/11921/16535/19712/224796/13388/19664/15208/14182/99683/97031/14581/20655/100503041/18472/105782/18998/11941/16449/15205",29
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","29/6846","63/28891",8.43597342006039e-05,0.000347648076610132,0.000149093033424601,"18854/12399/74256/12042/17000/17153/80707/12370/16453/67379/107449/83925/19713/13144/51792/19045/14084/56274/19165/15587/64294/21808/21859/11910/58801/14082/24105/19766/18015",29
"GO:0051055","GO:0051055","negative regulation of lipid biosynthetic process","30/6846","66/28891",8.55728502932785e-05,0.000352065890633864,0.000150987665779039,"11614/207952/22417/20698/11928/228775/320808/14170/211961/11816/17691/231070/19712/69116/230796/26457/74186/50781/71974/18591/15465/14581/20655/20613/12189/72999/18590/235344/11305/11363",30
"GO:0001541","GO:0001541","ovarian follicle development","33/6846","75/28891",8.55949993766719e-05,0.000352065890633864,0.000150987665779039,"18159/100040608/381677/110355/109689/19219/224045/55993/56484/13667/11516/11920/22339/11705/17300/22215/228980/93757/16848/216869/12608/16542/75410/17886/15387/12043/20655/226090/217715/12028/56436/19288/17390",33
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","33/6846","75/28891",8.55949993766719e-05,0.000352065890633864,0.000150987665779039,"18854/245000/21454/74108/98956/245474/68147/140917/18005/15519/11920/72836/332110/100090/12468/26400/21748/12462/18768/15381/19361/52530/51812/108689/26413/21749/70640/12469/21951/50505/234344/72400/106052",33
"GO:0006406","GO:0006406","mRNA export from nucleus","31/6846","69/28891",8.61376763621939e-05,0.000353848105437076,0.000151751989901917,"103468/74412/109095/54194/234865/231386/66118/227720/73666/234733/66511/20383/56488/225160/108989/103573/21681/107829/232341/28114/100042165/192170/223527/30959/268420/68278/17149/54196/59015/73826/73473",31
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","31/6846","69/28891",8.61376763621939e-05,0.000353848105437076,0.000151751989901917,"23892/232227/11465/50768/72349/22417/22339/212307/13837/17387/21838/20971/20194/18708/13144/16542/18606/17886/17127/20874/208177/107581/13829/14260/22330/64930/110829/16413/18186/16971/12631",31
"GO:1903825","GO:1903825","organic acid transmembrane transport","55/6846","145/28891",8.67070270468171e-05,0.000355960954944738,0.000152658110670191,"54338/20513/18216/68267/216225/72961/19300/243328/20512/14057/330836/55951/241296/80879/72055/20514/114644/17250/72401/17254/17869/14081/14580/54208/13723/65106/16513/26457/67760/30805/55963/215335/19735/11987/20502/26889/20525/14664/67863/52466/625098/27416/231549/11652/20509/18753/20503/102857/11666/384783/214663/240638/13358/105727/18627",55
"GO:0001935","GO:0001935","endothelial cell proliferation","64/6846","175/28891",8.67676133415173e-05,0.000355983803626897,0.000152667909600667,"18053/13383/17242/20850/12554/69683/56717/13836/12822/56426/14461/73230/22418/101540/329941/18570/15368/14184/20778/71093/23797/26903/22339/12766/15370/13722/21846/19378/20846/18760/22341/12168/11946/11816/14173/16542/15530/21812/11819/28106/238328/20848/66214/15289/67122/50501/24136/228852/20315/16476/14182/12161/19016/18591/13655/14254/11789/97165/20683/16413/11541/73754/18015/19274",64
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","106/6846","321/28891",8.737056438637e-05,0.000358230387566422,0.000153631383978701,"19224/14719/76615/18770/207952/20787/20768/26922/58805/22276/108156/107239/57320/70316/67618/20512/68801/170459/13244/72136/19659/16592/69719/19302/19317/20698/19079/238505/228775/70025/100678/320808/12036/11690/19378/231871/17001/14170/57742/59031/14660/235623/217166/665563/54608/27053/14718/104923/170439/71147/56690/231070/14415/11677/106861/69116/30049/230796/23801/17319/22235/70757/16993/26420/22260/17769/234309/76267/111175/68738/56847/71776/16418/66447/108079/71974/26433/23945/216136/20963/13615/67452/236539/107272/12189/96979/20250/27273/13361/328035/83603/106529/72999/11666/108099/57874/68041/69051/108037/54326/107476/104112/105727/26432/18627/11363",106
"GO:0030879","GO:0030879","mammary gland development","61/6846","165/28891",8.79213995262929e-05,0.000360260579439592,0.000154502056032338,"21420/18854/404710/68750/20850/21943/13666/75605/12578/22337/12034/13836/19227/22417/22418/21803/18612/12234/22339/12912/15902/20682/19206/545156/14183/21802/12608/14173/16367/16842/12583/20563/11855/232906/319757/102247/104156/12443/16011/12675/26413/16001/17701/15251/109305/216439/105782/11941/384783/12028/21385/68585/216233/17702/14462/14633/12305/13869/18667/14634/11839",61
"GO:0045766","GO:0045766","positive regulation of angiogenesis","66/6846","182/28891",9.10544344796281e-05,0.000372626306820489,0.000159805246039016,"16854/18751/17242/15364/69683/23892/21937/21872/16480/20319/246707/14461/73230/22418/20698/101540/18570/15368/23797/13036/22339/12766/21846/15277/18760/16451/12226/12562/13731/22341/11852/239528/14173/16542/232341/70560/28106/230738/20848/13388/11489/17125/15289/19303/13078/12394/387216/14465/12767/16600/18024/20866/21907/320910/14254/15251/12189/20683/18119/80898/18186/67154/243912/68585/14172/14463",66
"GO:1904018","GO:1904018","positive regulation of vasculature development","66/6846","182/28891",9.10544344796281e-05,0.000372626306820489,0.000159805246039016,"16854/18751/17242/15364/69683/23892/21937/21872/16480/20319/246707/14461/73230/22418/20698/101540/18570/15368/23797/13036/22339/12766/21846/15277/18760/16451/12226/12562/13731/22341/11852/239528/14173/16542/232341/70560/28106/230738/20848/13388/11489/17125/15289/19303/13078/12394/387216/14465/12767/16600/18024/20866/21907/320910/14254/15251/12189/20683/18119/80898/18186/67154/243912/68585/14172/14463",66
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","19/6846","35/28891",9.18367620343957e-05,0.000375116067148068,0.000160873009517987,"18128/57246/17292/21388/22418/107823/20677/18741/12168/228788/18121/22761/319757/21808/18091/20662/77446/14463/16007",19
"GO:0007020","GO:0007020","microtubule nucleation","19/6846","35/28891",9.18367620343957e-05,0.000375116067148068,0.000160873009517987,"219103/71276/13191/103733/76789/83431/54126/17997/259279/72948/18080/66296/17257/72119/328580/104318/83679/51885/216963",19
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","19/6846","35/28891",9.18367620343957e-05,0.000375116067148068,0.000160873009517987,"22393/13666/229317/216157/26943/269695/110616/52551/18708/20747/76892/51800/329795/224727/56085/17973/193670/12028/67878",19
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","23/6846","46/28891",9.40892249548122e-05,0.000383589971932977,0.000164507144881693,"116848/13666/56717/20586/20587/21429/216877/11911/68979/320595/72515/59035/18432/81898/105372/22385/217995/17975/17089/93762/103136/56200/192176",23
"GO:0030279","GO:0030279","negative regulation of ossification","23/6846","46/28891",9.40892249548122e-05,0.000383589971932977,0.000164507144881693,"18128/17130/17242/18442/23892/22337/12311/18605/64654/21803/84035/20682/73016/16998/75788/74499/14588/19664/12043/15251/11555/269941/210719",23
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","23/6846","46/28891",9.40892249548122e-05,0.000383589971932977,0.000164507144881693,"13638/382018/18212/20660/11307/19697/12367/104001/11816/23988/68581/239606/30948/17096/20167/20168/212167/13636/20683/13838/19878/68585/11305",23
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","50/6846","129/28891",9.45688278006126e-05,0.000385302465913075,0.000165241568396139,"14456/17242/227753/22393/20379/67996/56717/59004/12822/18049/14461/22411/18012/56484/15368/21803/56417/12380/12562/57875/216869/17869/16542/11921/59035/23830/20747/66214/51800/21929/64010/23939/22601/13665/18024/12043/16001/20661/108079/236266/11789/110829/216439/18091/22695/69807/67733/12028/14462/18667",50
"GO:0002520","GO:0002520","immune system development","88/6846","258/28891",9.47215624133695e-05,0.000385681880940529,0.000165404285066173,"21380/20474/58208/20850/13845/21943/26909/22632/66642/14375/320795/17000/21672/16453/226844/21414/21803/56417/11920/319817/107823/22042/225160/69170/14255/73747/12929/18741/12022/50931/15902/20822/108138/71675/71890/17350/19713/214133/78412/208650/22256/21812/16468/232077/16842/66362/15510/17127/12288/15289/12394/16658/21929/19165/17684/18861/14056/15223/14972/13870/12043/22778/26413/17096/319583/232811/27223/110557/11789/18091/72544/17120/12053/17863/225888/14082/110157/56436/12579/55982/14462/21908/26395/16396/229700/70238/234695/15205",88
"GO:0009612","GO:0009612","response to mechanical stimulus","68/6846","189/28891",9.48937236457052e-05,0.000386139869174662,0.000165600698795153,"18810/20289/17242/504186/227753/58234/18504/18189/13489/53404/18763/18706/19219/20512/16480/22411/18190/11928/11418/207728/18014/56541/16528/29810/237253/110789/19697/20682/110862/56637/17869/16795/14718/59030/16535/211499/19712/12798/18766/20674/14281/100317/18125/12767/20598/18441/14360/20315/16476/12675/12905/16485/14823/14581/791077/20720/100503041/23821/234839/11941/110157/76192/15566/192662/53871/14463/210719/17390",68
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","115/6846","354/28891",9.7349498184326e-05,0.000395883880108478,0.000169779534363613,"12144/20227/83766/16196/11776/13482/22410/74015/207952/13846/17242/12399/18124/13641/19273/20850/22034/21943/18950/74256/20588/21872/12042/14969/110351/12721/238871/16423/246707/20586/20587/16453/22418/54721/16194/17909/21803/20312/15519/19055/14924/12522/22042/20667/20677/26992/83797/78317/19697/12520/21838/16451/72049/70417/68094/83554/54371/16008/80795/67916/16842/74048/83945/56468/317757/66993/15510/19401/240354/15289/81601/192656/12394/328365/17684/20674/11534/108797/11735/14972/11987/63953/107527/14251/14204/93760/67155/211922/13848/243910/330817/13655/104831/239985/110557/20963/11774/12053/17973/234839/16362/18119/14082/12151/13642/20443/27205/14462/11492/320484/16852/14634/12400/234695/15205",115
"GO:0030832","GO:0030832","regulation of actin filament length","62/6846","169/28891",9.99193285284755e-05,0.000406079180640224,0.000174151910870842,"13383/227753/57028/26401/207495/56717/19230/211673/18706/104445/56431/14784/12721/76709/320827/29816/23999/72042/19240/74192/225288/231637/102774/207278/110380/14489/56699/80880/75477/59030/108100/268970/56320/242553/74117/237860/20563/56716/277360/14248/74392/232906/14158/13829/22003/14260/30948/68732/27360/14063/319262/13169/107351/65970/18753/101497/17973/235041/225115/12631/18754/234695",62
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","106/6846","322/28891",0.000100220217836915,0.000407037968208541,0.000174563098380821,"16196/106763/12402/13841/20850/19699/12702/23892/56717/21937/19219/21936/13385/110524/51789/50754/11302/19258/20319/18205/16975/16453/16194/56013/14184/21803/22339/13844/14179/107566/211323/15162/76303/13837/101490/11804/21838/16451/13543/16800/14183/18595/21802/14573/12750/16162/109246/11538/216869/13649/18016/16542/18606/19246/208650/11539/11682/67916/56468/16337/16878/17319/15975/19303/192656/56716/19165/14158/13829/15208/15587/14360/380705/108900/14182/17975/16001/12161/17096/18591/14254/20963/13636/18753/24056/15200/16362/208092/121021/11551/13548/13838/18186/18003/72065/12931/18590/231134/20354/22612/18754/12305/13869/22390/11839/15205",106
"GO:0035303","GO:0035303","regulation of dephosphorylation","49/6846","126/28891",0.000100281069756478,0.000407037968208541,0.000174563098380821,"69871/241289/14673/19049/13489/50768/100072/19777/12313/71474/14678/54401/21803/77116/108954/74521/54720/19205/21770/12562/170749/13003/23988/11539/74585/17127/52065/170826/228852/53332/107895/21808/14226/100336/382030/64930/101568/18753/67121/227059/19878/52036/110854/20354/56876/226591/17931/100503670/19062",49
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","24/6846","49/28891",0.000101369888867886,0.000409235826089915,0.000175505676006348,"12236/12237/235661/30949/67052/66442/107047/11920/107995/268697/108989/14841/75430/66977/56150/52696/26951/327799/16319/76464/11789/214444/22680/17120",24
"GO:0030517","GO:0030517","negative regulation of axon extension","24/6846","49/28891",0.000101369888867886,0.000409235826089915,0.000175505676006348,"20357/18846/214968/20352/22418/22129/12568/74117/213084/20563/20350/20359/19280/20562/171207/74132/26456/20353/18186/68585/20358/17756/20360/20354",24
"GO:0035774","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","24/6846","49/28891",0.000101369888867886,0.000409235826089915,0.000175505676006348,"26950/319613/101772/545192/109689/16847/67389/19015/11307/76303/69952/17886/50873/192185/71764/12918/53357/20909/11514/20927/66259/15251/16971/15161",24
"GO:0045740","GO:0045740","positive regulation of DNA replication","24/6846","49/28891",0.000101369888867886,0.000409235826089915,0.000175505676006348,"268936/18148/327762/13211/22589/68379/29815/12301/22404/217127/13010/13649/13804/14084/21927/16476/14182/108689/18591/93762/67177/15461/52679/14633",24
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","24/6846","49/28891",0.000101369888867886,0.000409235826089915,0.000175505676006348,"12236/12237/235661/30949/67052/66442/107047/11920/107995/268697/108989/14841/75430/66977/56150/52696/26951/327799/16319/76464/11789/214444/22680/17120",24
"GO:0015936","GO:0015936","coenzyme A metabolic process","13/6846","20/28891",0.000101391812862772,0.000409235826089915,0.000175505676006348,"78038/18605/70025/73095/211347/15357/68087/110959/75735/110446/71743/74450/269614",13
"GO:0032986","GO:0032986","protein-DNA complex disassembly","13/6846","20/28891",0.000101391812862772,0.000409235826089915,0.000175505676006348,"101612/20588/20586/20587/107771/83797/17869/68094/66993/319162/93760/65019/12611",13
"GO:0048712","GO:0048712","negative regulation of astrocyte differentiation","13/6846","20/28891",0.000101391812862772,0.000409235826089915,0.000175505676006348,"17190/15364/16835/14184/15904/217166/18121/18213/13389/15208/17257/21907/18015",13
"GO:1901673","GO:1901673","regulation of mitotic spindle assembly","13/6846","20/28891",0.000101391812862772,0.000409235826089915,0.000175505676006348,"20479/105513/108989/68942/75608/225898/67064/68953/74201/73420/13494/15511/208092",13
"GO:0071277","GO:0071277","cellular response to calcium ion","38/6846","91/28891",0.000102866549739059,0.000414929287289098,0.000177947384901011,"19415/54153/18189/19141/80976/15444/20271/192167/105675/234577/18019/16510/13605/110789/11690/110862/232341/66871/16478/20980/171180/233011/211232/14282/14281/13829/11514/229731/16476/108079/18018/65973/238276/233908/54526/266692/110058/94178",38
"GO:0061003","GO:0061003","positive regulation of dendritic spine morphogenesis","17/6846","30/28891",0.000105497741231273,0.000425012693503322,0.000182271774192591,"21844/70237/19699/12361/12323/13631/16975/66713/13844/545156/108100/74006/56320/74117/13169/18472/17118",17
"GO:0070536","GO:0070536","protein K63-linked deubiquitination","17/6846","30/28891",0.000105497741231273,0.000425012693503322,0.000182271774192591,"84092/74256/68149/110616/70527/73945/170711/269523/21929/360216/30940/59029/109359/108037/54644/71198/263876",17
"GO:0014896","GO:0014896","muscle hypertrophy","48/6846","123/28891",0.000106246518665814,0.000426868557901808,0.000183067683824805,"18128/74116/21844/110196/14381/18124/227753/17268/22632/56717/21937/19230/30926/16905/66277/14559/11546/19055/75547/101490/18585/56637/108058/14489/18438/23988/16468/11938/17127/17125/14056/11534/14465/19735/14464/106628/16011/19016/67731/22065/67655/28185/19878/230857/56376/14463/11554/56208",48
"GO:0019218","GO:0019218","regulation of steroid metabolic process","48/6846","123/28891",0.000106246518665814,0.000426868557901808,0.000183067683824805,"110196/11614/20787/20850/16835/170459/110524/22417/19302/11928/15376/12912/53975/19883/11307/14170/235623/217166/67815/11816/13653/231070/12642/13363/20788/19712/56424/12724/13074/18984/50781/74450/16001/12161/15465/22668/14581/29817/20655/20613/67800/11541/13360/72999/20280/14792/11305/11363",48
"GO:0038127","GO:0038127","ERBB signaling pathway","48/6846","123/28891",0.000106246518665814,0.000426868557901808,0.000183067683824805,"192192/12402/69601/100042150/12554/50877/64143/19141/72349/19349/14784/29816/106042/381126/215114/21803/29815/12328/211323/73711/20682/54725/21802/70294/13649/208650/56468/83961/217344/19165/14158/19664/11843/26413/15200/208092/12927/19268/110157/15461/19248/68585/20662/72543/26395/13650/13869/11839",48
"GO:0032456","GO:0032456","endocytic recycling","37/6846","88/28891",0.000106288291619755,0.000426868557901808,0.000183067683824805,"242274/268451/259300/17274/55988/57440/666173/19349/20660/13185/19326/67213/101490/11981/74053/54198/15239/100502841/27681/329260/215445/231876/18196/104831/228359/238276/105782/99696/231830/78618/13660/68365/245886/58244/17846/70829/27008",37
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","37/6846","88/28891",0.000106288291619755,0.000426868557901808,0.000183067683824805,"228880/67381/100270744/69790/101631/24116/69792/12454/57261/225160/69170/217127/77305/21681/107829/66172/216154/219158/72515/70802/98053/52609/12005/67279/66999/108098/14056/69562/22778/70208/381379/330474/13716/75613/20922/26395/70238",37
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","25/6846","52/28891",0.000107375257605563,0.000430966449570715,0.000184825113653039,"13871/18607/13666/14783/18706/14784/227331/18708/16008/16367/57330/16012/13870/16011/26413/16001/23938/18095/83946/110157/15461/20662/329828/26395/16009",25
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","36/6846","85/28891",0.000109491054991342,0.00043918606682826,0.000188350194770893,"18053/76041/69903/110596/320271/109689/233877/50768/17925/75547/94190/68760/16800/11816/11303/17207/244418/232906/98845/72729/21927/14251/14063/12558/107351/12053/319939/236920/18186/102098/75687/235041/77446/192662/71704/243362",36
"GO:0006359","GO:0006359","regulation of transcription by RNA polymerase III","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"56717/67772/15376/66653/18432/72308/81898/57432/22385/218333/93762/56200/13716/54683/17937",15
"GO:0021692","GO:0021692","cerebellar Purkinje cell layer morphogenesis","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"12286/19156/381293/16873/20239/20743/19883/13388/319953/73668/11977/11941/235439/67453/67269",15
"GO:0030325","GO:0030325","adrenal gland development","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"11614/17242/15364/17069/12921/18595/53626/17127/16337/12918/17684/26423/16001/12577/18015",15
"GO:0035459","GO:0035459","vesicle cargo loading","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"11776/338366/231070/20224/69162/11778/64933/99683/338320/11774/19324/20334/11777/77371/11775",15
"GO:0051457","GO:0051457","maintenance of protein location in nucleus","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"110355/18854/57320/338467/19387/68379/12021/107566/102774/56327/12568/63856/26423/77053/22166",15
"GO:0051788","GO:0051788","response to misfolded protein","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"11993/110616/30931/320011/67819/269523/70294/64136/56424/22230/15185/433693/224727/54197/193670",15
"GO:0072207","GO:0072207","metanephric epithelium development","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"18504/22417/242316/20682/20681/16878/22601/15208/18993/211401/18591/329628/22422/107515/15205",15
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","15/6846","25/28891",0.000111429593221631,0.000444755995153582,0.000190738925115894,"20474/22414/20472/18504/94275/23892/21803/22339/20682/14573/20681/58198/18121/319757/107515",15
"GO:0099054","GO:0099054","presynapse assembly","26/6846","55/28891",0.000112127111401165,0.000446988546374329,0.000191696381394734,"272381/13641/18189/233067/320772/192167/211323/54725/76965/12404/22421/74762/14735/171171/14362/18213/19280/219228/12405/26875/19266/225875/74342/12217/13642/386750",26
"GO:1901799","GO:1901799","negative regulation of proteasomal protein catabolic process","26/6846","55/28891",0.000112127111401165,0.000446988546374329,0.000191696381394734,"72330/382035/102122/57320/20588/80750/24086/14198/67903/52033/223870/94190/12328/52551/219158/15516/225896/59025/224727/17754/30940/75744/74374/74841/67025/77006",26
"GO:0051145","GO:0051145","smooth muscle cell differentiation","35/6846","82/28891",0.00011241180169898,0.000447773047010335,0.000192032823870372,"18128/14180/17130/17292/243931/22417/18205/20586/223701/19317/21417/21803/18019/22339/54720/18741/241226/20682/12845/15213/14183/73181/66993/66999/50501/14465/17257/67155/18591/18018/225518/21385/58859/22422/15205",35
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","47/6846","120/28891",0.000112462318607696,0.000447773047010335,0.000192032823870372,"16514/16854/13383/18189/12323/102193/13836/56334/20908/21803/13844/11773/13837/100017/17387/108058/18708/13649/12568/232341/74053/235574/18222/22350/74117/67830/69847/233977/20411/56294/67300/104215/72993/20909/53328/12995/238276/14694/13483/56374/279561/230972/116733/16971/12988/17846/74488",47
"GO:0050878","GO:0050878","regulation of body fluid levels","113/6846","348/28891",0.000113546464556509,0.000451811577909356,0.000193764796122844,"235627/20276/11553/94245/101772/14456/11830/22393/20850/18717/13666/18442/13489/22337/19219/21824/11747/21672/14678/208936/69605/246707/67443/93670/18605/17831/16194/20912/106042/18014/19055/22339/15376/13844/12304/12912/235431/15484/20278/27973/73182/22174/14683/12845/545156/13731/18595/109246/11816/13649/110784/232341/14724/11539/12496/53416/11677/14284/18429/117197/228355/12583/59048/69847/14729/22260/224794/11552/13829/15567/219181/18441/101613/63873/102247/18024/12443/12675/12733/241556/17096/18591/14063/246198/15251/19277/53883/15442/20963/20720/11555/18753/17101/11774/192176/11551/279561/11941/12495/16923/20443/216233/18590/77446/68365/71365/18162/18754/12527/12305/13869/11554/19062",113
"GO:0014009","GO:0014009","glial cell proliferation","34/6846","79/28891",0.000114979984447171,0.000456953623693609,0.000195970023925218,"18128/58234/56717/16847/18027/11516/20312/12912/20677/211323/22341/13555/17869/13649/18016/14580/18032/22352/13167/17257/104156/19047/17096/20927/269951/14254/76893/17863/20665/12579/56711/18015/11839/15205",34
"GO:0050432","GO:0050432","catecholamine secretion","34/6846","79/28891",0.000114979984447171,0.000456953623693609,0.000195970023925218,"19224/11438/108068/18751/94245/110355/16490/17069/13489/80976/12921/15565/99296/18429/20980/171180/12918/27062/214084/103988/17257/18441/20315/18799/12801/54526/11541/64652/12495/19339/68585/110058/14685/54393",34
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","27/6846","58/28891",0.000115683093074917,0.000459183811162402,0.000196926466480776,"12236/12237/235661/30949/67052/66442/107047/11920/107995/268697/108989/14841/75430/81601/66977/56150/101706/52696/26951/327799/16319/76464/11789/214444/22680/17120/56208",27
"GO:0048538","GO:0048538","thymus development","27/6846","58/28891",0.000115683093074917,0.000459183811162402,0.000196926466480776,"21380/20474/58208/13845/21672/11920/69170/12929/21812/16468/232077/16658/19165/17684/12043/22778/26413/11789/17120/17863/14082/110157/56436/14462/26395/234695/15205",27
"GO:0048645","GO:0048645","animal organ formation","33/6846","76/28891",0.000117117421408403,0.000464592100865952,0.000199245876170609,"21380/18128/22414/17292/21388/18504/22411/22418/14179/224640/18712/13731/14183/14573/14173/18121/66993/17684/14465/21375/19664/73713/14464/14182/26413/14633/21908/26395/14048/380718/24063/14634/15205",33
"GO:0071103","GO:0071103","DNA conformation change","28/6846","61/28891",0.000118124600806636,0.000468300347560624,0.000200836202093843,"12144/21969/117599/19691/109145/13211/78833/22427/17215/21976/21973/272551/72836/66044/15289/338359/19361/17216/72960/66634/21975/77987/71567/20024/21974/17219/17218/19704",28
"GO:0007160","GO:0007160","cell-matrix adhesion","81/6846","235/28891",0.000118433204689187,0.000469236273324581,0.000201237585045732,"21844/21683/16421/18607/14787/12554/12578/12032/12361/23892/11465/50768/72349/230661/244667/22417/16480/81877/195209/56838/22339/319480/50932/225631/235431/16475/230959/381921/83964/12817/241226/13837/56229/18720/17387/21838/12552/56637/13731/20971/20194/72434/18708/12568/13144/16542/18606/17886/17127/19303/20411/20874/208177/18074/14729/107581/13829/242409/74030/14260/22288/12043/22330/11502/16399/320910/15442/64930/110829/12053/16413/208777/18186/434204/16971/16449/58859/18015/12631/101401/12305",81
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","32/6846","73/28891",0.000118738425387142,0.000470157657438683,0.000201632731637252,"319613/11776/94245/213993/16572/100502766/67774/83431/20869/16561/212733/75665/14070/67095/117197/228355/77097/73689/11778/17257/64933/17828/73178/13426/18472/11774/19324/11777/17756/26395/11775/20615",32
"GO:0071482","GO:0071482","cellular response to light stimulus","46/6846","117/28891",0.000118922722719737,0.000470599398163117,0.000201822177427475,"19094/27015/18148/213990/26447/245000/13194/12575/56335/22632/80750/50754/76867/52033/12371/20869/73181/12925/18708/27103/60599/22590/208768/319162/57741/22591/26420/18971/12530/13665/15587/66915/13870/13663/65964/238384/17380/11652/13603/18753/50505/12028/14685/70238/235323/17390",46
"GO:0010171","GO:0010171","body morphogenesis","29/6846","64/28891",0.000119547361974903,0.000472782048886079,0.000202758233281332,"21380/13345/20289/101476/226844/106042/21803/70495/215418/78892/30953/13445/14683/234366/102693/18595/16842/18121/208177/74392/21808/17701/244349/18511/65973/70300/226442/72475/17390",29
"GO:0035315","GO:0035315","hair cell differentiation","31/6846","70/28891",0.000119750294290337,0.000473295298752888,0.00020297834662208,"16918/18128/13393/13871/21683/22295/13047/16450/110253/14184/15213/14173/11921/16535/19712/224796/13388/19664/15208/14182/99683/97031/14581/20655/100503041/18472/105782/18998/11941/16449/15205",31
"GO:0001709","GO:0001709","cell fate determination","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"17292/16450/104382/18504/17927/18205/20586/14461/19206/18508/13592/18424/11921/22421/13389/14465/20671/21385/14462/54713/15205",21
"GO:0099633","GO:0099633","protein localization to postsynaptic specialization membrane","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"73340/13383/245666/269788/13385/12300/226359/26422/227580/56637/545156/23888/14735/665113/11496/216963/15461/72978/26395/268566/13869",21
"GO:0099645","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"73340/13383/245666/269788/13385/12300/226359/26422/227580/56637/545156/23888/14735/665113/11496/216963/15461/72978/26395/268566/13869",21
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"17242/21754/68750/29873/110253/76709/12317/12929/20194/18606/330662/56320/13430/277360/18453/68732/110829/68813/192176/18186/18003",21
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"26427/22393/57320/12915/74126/110213/12913/52551/19246/12282/50873/77128/225896/22260/59025/30940/75744/109815/17973/77006/14792",21
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","21/6846","41/28891",0.00012094410276218,0.000476268012703167,0.000204253230535353,"18053/243961/14811/14813/110355/58234/19699/18189/13385/192167/116838/231637/56637/108100/22421/116837/56320/14810/207683/11555/19085",21
