chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr1,155736867,155737982,4.642420699903507,32.2712508039941,0.1438562368747396,0.2,both,endo_only,False,3,2,"5.380256029345296,5.178264679400632,3.3687413909645936","42.41245179796562,22.13004981002258",2637,1115,CpG:,1773,0,2,,10.5866;4.92522,155736202,155738839
chr2,74675196,74675530,3.14346560540155,25.39871902656419,0.1237647301076026,0.3333333333333333,both,endo_only,False,2,2,"2.133874862896894,7.2965219533077565,0.0","32.05197040903662,18.74546764409176",1401,334,CpG:,1154,0,2,,9.91712;6.48673,74675227,74676628
chr12,56532947,56535279,1.7451923075576534,14.966428014412852,0.116607136043217,0.3333333333333333,both,endo_only,False,2,2,"0.0,1.8421556907603394,3.393421231912621","18.267006685030093,11.665849343795609",1816,2332,CpG:,1016,0,2,,"5.09109;3.80178,3.61677",56533088,56534904
chr1,133163776,133164521,2.723296716434973,25.194976728948216,0.1080888760379759,1.0,endo_only,endo_only,False,1,2,"8.169890149304921,0.0,0.0","47.46163085813192,2.928322599764511",982,745,CpG:,1600,0,2,,8.7393;5.60356,133163257,133164239
chr6,52252739,52254111,3.082766479492188,30.22917265955608,0.1019798495384113,0.6666666666666666,endo_only,endo_only,False,1,2,"9.248299438476563,0.0,0.0","45.12174374389649,15.336601575215658",750,1372,CpG:,983,0,2,,5.22266;3.73203,52253598,52254348
chr3,54794247,54794472,3.691859419545601,36.41364430446251,0.101386705177794,0.2,both,endo_only,False,3,2,"1.6057209110090014,7.880833992983568,1.5890233546442314","47.12985253971528,25.697436069209733",561,225,CpG:,1003,0,2,,8.49072;4.96061,54794013,54794574
chr4,133518939,133519569,4.861946241897449,50.71757635317351,0.095863142356037,0.3333333333333333,both,endo_only,False,2,2,"10.519314304778451,4.066524420913897,0.0","52.350496091340716,49.084656615006296",304,630,CpG:,1603,0,2,,5.1984;5.18174,133519508,133519812
chr19,43600902,43601106,3.991424714730176,45.60949691315269,0.0875130177894846,0.3333333333333333,both,endo_only,False,2,2,"0.6642205849122466,11.31005355927828,0.0","55.50099047828703,35.71800334801835",534,204,CpG:,917,0,2,,9.31295;3.26442,43600504,43601038
chr1,184718485,184718804,3.43328492693979,44.8008338098587,0.0766343979558763,0.3333333333333333,both,endo_only,False,2,2,"4.801750035682467,5.498104745136904,0.0","21.993796822358803,67.6078707973586",938,319,CpG:,1994,0,2,,6.58464;9.51434,184717819,184718757
chr15,102966501,102966713,1.8120526950398967,24.467596224286737,0.0740592855313363,0.3333333333333333,both,endo_only,False,2,2,"1.182163293593199,4.253994791526494,0.0","26.49895515341771,22.436237295155763",762,212,CpG:,1370,0,2,,6.41136;2.92749,102966116,102966878
chr3,66973459,66973929,2.198050445922338,33.0217648997134,0.0665636876950031,0.6666666666666666,endo_only,endo_only,False,1,2,"6.594151337767014,0.0,0.0","37.60500411066082,28.438525688765992",911,470,CpG:,1095,0,2,,5.55059;7.66103,66973338,66974249
chr6,52240323,52240829,1.0661779746540592,40.35666337685707,0.0264188831642972,0.6666666666666666,endo_only,endo_only,False,1,2,"0.0,3.1985339239621773,0.0","57.79034604781713,22.922980705897015",624,506,CpG:,983,0,2,,11.7595;2.4449,52240173,52240797
chr12,24493515,24493726,0.0,54.73459693713066,0.0,1.0,endo_only,endo_only,False,0,2,"0.0,0.0,0.0","52.80090724504911,56.66828662921221",624,211,CpG:,771,0,2,,8.5176;5.59965,24493086,24493710
