chr,start,end,exo_signal,endo_signal,enrichment,genomic_region
chr4,114907118,114909560,0.4104899139595676,0.30724596499473456,0.4104899139595676,Foxd2 (protein_coding)
chrX,12006280,12007396,0.4101343943631673,0.3273646005499976,0.4101343943631673,Intergenic
chr6,40471323,40471715,0.4101326311880175,0.31025204516877414,0.4101326311880175,Ssbp1 (protein_coding)
chr7,114414929,114416585,0.4101219164347867,0.0214209146973157,0.4101219164347867,4933406I18Rik (lincRNA)
chr17,25474647,25474896,0.41006809199337707,0.0,0.41006809199337707,Tekt4 (protein_coding)
chr5,110363028,110363862,0.4100669755814357,0.2109715330867497,0.4100669755814357,Fbrsl1 (protein_coding)
chr2,127362915,127363630,0.4100001568384448,0.0704225042134379,0.4100001568384448,Adra2b (protein_coding)
chr11,61407999,61408727,0.4099945484638743,0.4335253280203325,0.4099945484638743,RP23-451A6.4 (lincRNA)
chr11,77489423,77490134,0.4099520000203207,0.0,0.4099520000203207,Ankrd13b (protein_coding)
chr10,80917873,80918303,0.4099107388249133,0.2757788277065527,0.4099107388249133,Lmnb2 (protein_coding)
chr7,99979742,99980503,0.40975278883524946,0.2354115626497342,0.40975278883524946,Rnf169 (protein_coding)
chr17,29889021,29889939,0.40972622877654663,0.2705662309893551,0.40972622877654663,Mdga1 (protein_coding)
chr12,116485731,116486504,0.4096756171991757,0.11159980348189019,0.4096756171991757,Ptprn2 (protein_coding)
chr10,84754839,84755076,0.40938733899731317,0.41860546253392206,0.40938733899731317,"Near Rfx4 (protein_coding), 986bp"
chr7,30664833,30665100,0.4092406305646762,0.0961509009685079,0.4092406305646762,Gm21982 (processed_transcript)
chr4,115784823,115785381,0.40911046864055256,0.1623798547170618,0.40911046864055256,Atpaf1 (protein_coding)
chr12,111574329,111575376,0.4090452830795932,0.0513832820321977,0.4090452830795932,2810029C07Rik (lincRNA)
chr7,25306028,25306324,0.4090157430914801,0.11903877709683261,0.4090157430914801,Tmem145 (protein_coding)
chr6,83349338,83349632,0.4089723017114571,0.16647323076186188,0.4089723017114571,Bola3 (protein_coding)
chr15,73645273,73645992,0.4089610211066746,0.10023037874810559,0.4089610211066746,Slc45a4 (protein_coding)
chr9,123924689,123925609,0.4088336393862919,0.4451395486253311,0.4088336393862919,Intergenic
chr12,9029921,9030503,0.40882959431718113,0.0650669034149444,0.40882959431718113,Ttc32 (protein_coding)
chr4,133574704,133575240,0.4087097579932588,0.2508216175081937,0.4087097579932588,Gpatch3 (protein_coding)
chr6,117168392,117169397,0.40865420094050453,0.0228447894309236,0.40865420094050453,Cxcl12 (protein_coding)
chr12,72760478,72761927,0.4086516864504361,0.3990704685498107,0.4086516864504361,Ppm1a (protein_coding)
chr9,29411750,29412756,0.40862593159705707,0.2756964368850085,0.40862593159705707,Ntm (protein_coding)
chr1,190928447,190928974,0.408529462380616,0.102377710232484,0.408529462380616,Angel2 (protein_coding)
chr8,106135915,106137136,0.40840979314751913,0.0747387231452825,0.40840979314751913,Esrp2 (protein_coding)
chrX,150459023,150459233,0.4082930507209212,0.3208909281186666,0.4082930507209212,Tmem29 (protein_coding)
chr1,36444875,36445308,0.4082467853093469,0.2825650256497231,0.4082467853093469,Lman2l (protein_coding)
chr9,109095082,109095976,0.4082430947339045,0.32804944810536807,0.4082430947339045,Gm7628 (antisense)
chr8,125012729,125013474,0.4082094853295339,0.522487208882442,0.4082094853295339,Tsnax (protein_coding)
chr13,58215251,58216067,0.40814425216905026,0.1975633607437701,0.40814425216905026,Ubqln1 (protein_coding)
chr8,105225067,105225417,0.4080412076977056,0.1319114246961156,0.4080412076977056,D230025D16Rik (protein_coding)
chr9,57261524,57262813,0.4078571648386916,0.2405699415501697,0.4078571648386916,1700017B05Rik (protein_coding)
chr4,116877004,116878087,0.4078209158309057,0.0636522954463226,0.4078209158309057,Zswim5 (protein_coding)
chr4,100776432,100778008,0.4077763542458387,0.23001320293243027,0.4077763542458387,Cachd1 (protein_coding)
chr17,88064153,88065900,0.4077342163499952,0.3096671830243155,0.4077342163499952,Fbxo11 (protein_coding)
chr4,126429224,126429822,0.4076342731778626,0.2222321334365876,0.4076342731778626,Ago3 (protein_coding)
chr4,58943527,58943818,0.4076093916949396,0.1274856266032268,0.4076093916949396,Zkscan16 (protein_coding)
chr12,21285891,21286626,0.4074349660098464,0.300465253658362,0.4074349660098464,Itgb1bp1 (protein_coding)
chr1,132880310,132880946,0.407290438461948,0.19381334510505413,0.407290438461948,Lrrn2 (protein_coding)
chr8,94434255,94434461,0.4072857918258629,0.16819074505521442,0.4072857918258629,9330175E14Rik (lincRNA)
chr1,190978248,190979451,0.4072527315972053,0.0574321029365627,0.4072527315972053,Vash2 (protein_coding)
chr14,61556299,61557395,0.4070407422230419,0.3127667105874653,0.4070407422230419,Spryd7 (protein_coding)
chr6,85431902,85432290,0.4069956281779332,0.0,0.4069956281779332,Smyd5 (protein_coding)
chr3,8666662,8667747,0.4069255499441123,0.1239681123108835,0.4069255499441123,Hey1 (protein_coding)
chr6,29985114,29985527,0.4069121730994242,0.10149133894223569,0.4069121730994242,Smkr-ps (lincRNA)
chr2,32712175,32713258,0.4068657295507951,0.44231546642534353,0.4068657295507951,Cdk9 (protein_coding)
chr3,108145798,108146286,0.4068462187749609,0.4139630708010297,0.4068462187749609,Gnai3 (protein_coding)
chr1,190911493,190911931,0.4067496728377542,0.0479045983451738,0.4067496728377542,Rps6kc1 (protein_coding)
chr8,111027645,111027897,0.40651234396660535,0.1859446590330249,0.40651234396660535,Ddx19b (protein_coding)
chr2,106695096,106695358,0.40649121453955195,0.2034131864798483,0.40649121453955195,Mpped2 (protein_coding)
chr8,48554983,48556080,0.40636491925522983,0.20501586026283652,0.40636491925522983,Tenm3 (protein_coding)
chr6,48554714,48554977,0.40625130413227484,0.604597302372536,0.40625130413227484,Lrrc61 (protein_coding)
chr14,34673369,34674780,0.40608419312495336,0.1317057734420068,0.40608419312495336,Wapl (protein_coding)
chr5,123014843,123015805,0.4060426254859944,0.1534170730969631,0.4060426254859944,Gm2479 (antisense)
chr15,34238040,34238769,0.406016074099374,0.2611188469188769,0.406016074099374,Laptm4b (protein_coding)
chr17,78916476,78916767,0.4060126338487664,0.32321106720460846,0.4060126338487664,Cebpzos (protein_coding)
chr7,144553371,144554022,0.4060048505379283,0.2222529484141664,0.4060048505379283,Ppfia1 (protein_coding)
chr14,103098752,103099853,0.4058396813637793,0.0,0.4058396813637793,Fbxl3 (protein_coding)
chr2,26351759,26352628,0.4058363101978662,0.2096589268357642,0.4058363101978662,Dnlz (protein_coding)
chr9,59617012,59617734,0.40582459580799607,0.4426142755100589,0.40582459580799607,Parp6 (protein_coding)
chr2,150688516,150688951,0.4057312993830181,0.0667626639657754,0.4057312993830181,Vsx1 (protein_coding)
chr10,76531329,76531728,0.40572748034400474,0.45394779385149236,0.40572748034400474,Lss (protein_coding)
chr9,59539536,59540042,0.4056961706982874,0.3491058549051088,0.4056961706982874,Hexa (protein_coding)
chr13,3537576,3538596,0.40567438052066934,0.17317530016213378,0.40567438052066934,Gdi2 (protein_coding)
chr16,93607795,93608245,0.40555250875016774,0.2674963987951015,0.40555250875016774,Cbr1 (protein_coding)
chr9,80164935,80165358,0.40543215793335524,0.2561807233528004,0.40543215793335524,Myo6 (protein_coding)
chr1,134235377,134235655,0.4053484887535497,0.19683124950850028,0.4053484887535497,Adora1 (protein_coding)
chr3,104967849,104968183,0.4052762943883991,0.1124880580539241,0.4052762943883991,"Near Wnt2b (protein_coding), 5928bp"
chr6,142756619,142757160,0.4052127031256339,0.4967095239853146,0.4052127031256339,Cmas (protein_coding)
chr17,48409010,48410280,0.4051652567469113,0.1622450702856682,0.4051652567469113,Nfya (protein_coding)
chr5,67426644,67428157,0.4050944886535468,0.092312756329319,0.4050944886535468,Bend4 (protein_coding)
chr17,35879640,35880165,0.4050864523620748,0.1826355634921155,0.4050864523620748,Dhx16 (protein_coding)
chr9,58822230,58824166,0.40507048912887444,0.0746905965239578,0.40507048912887444,Hcn4 (protein_coding)
chr3,66985596,66986137,0.4045202781955133,0.0341442494072918,0.4045202781955133,Rsrc1 (protein_coding)
chr10,95323488,95324002,0.4044295189167707,0.3227759048287325,0.4044295189167707,Cradd (protein_coding)
chr8,126945528,126946020,0.40430965662974305,0.3925999250205554,0.40430965662974305,Tomm20 (protein_coding)
chr2,30077571,30077975,0.404100723278561,0.2565150556808801,0.404100723278561,Pkn3 (protein_coding)
chr15,34082235,34083336,0.4040751791204586,0.6178906449152308,0.4040751791204586,Mtdh (protein_coding)
chr14,65343460,65344149,0.4040405641260238,0.6536673681265427,0.4040405641260238,Intergenic
chr7,28825224,28825477,0.40403963660638553,0.706924081363226,0.40403963660638553,Ech1 (protein_coding)
chr1,66175311,66175645,0.40395129129364904,0.0430255592712174,0.40395129129364904,Map2 (protein_coding)
chr11,21370442,21371489,0.4039094463602574,0.2482015634205385,0.4039094463602574,Ugp2 (protein_coding)
chr6,38353832,38354843,0.40377340851950094,0.4642677628845258,0.40377340851950094,Zc3hav1 (protein_coding)
chr7,63212047,63212650,0.4037627674072724,0.0684387811208581,0.4037627674072724,Chrna7 (protein_coding)
chr6,88465321,88465823,0.4037484885090044,0.16955088378715172,0.4037484885090044,Ruvbl1 (protein_coding)
chr4,124693360,124693603,0.40358586411272396,0.11716866138447848,0.40358586411272396,Utp11l (protein_coding)
chr8,110846500,110846804,0.4035784398075668,0.1906035469679862,0.4035784398075668,Sf3b3 (protein_coding)
chr8,110846996,110847291,0.4035784398075668,0.1906035469679862,0.4035784398075668,Cog4 (protein_coding)
chr2,147193859,147195194,0.4034776936327628,0.5770361581429277,0.4034776936327628,Nkx2-2 (protein_coding)
chrX,56731284,56732129,0.4034531708707121,0.4014982414669413,0.4034531708707121,Fhl1 (protein_coding)
chr18,75697675,75697888,0.4034216834380282,0.3773165072933135,0.4034216834380282,Ctif (protein_coding)
chr6,88446045,88446698,0.4034133519553127,0.0466626072528577,0.4034133519553127,Eefsec (protein_coding)
chr15,79658655,79659420,0.4033473879130499,0.3068167947651557,0.4033473879130499,Fam227a (protein_coding)
chr8,38660252,38660721,0.4032911667741967,0.1025228038019919,0.4032911667741967,Sgcz (protein_coding)
chr8,79029491,79030831,0.4032873053309991,0.49075801894704385,0.4032873053309991,Zfp827 (protein_coding)
chr2,84714579,84715525,0.4032496567482713,0.5312371571935284,0.4032496567482713,Zdhhc5 (protein_coding)
chr6,39205445,39207371,0.4030630494829743,0.1344256087981209,0.4030630494829743,Kdm7a (protein_coding)
chr2,6129611,6130306,0.4029832974559476,0.0498418255733418,0.4029832974559476,Proser2 (protein_coding)
chr11,100319667,100320531,0.40260153668644116,0.6072798592555138,0.40260153668644116,Eif1 (protein_coding)
chr14,122912883,122913319,0.4024805056772276,0.0,0.4024805056772276,Ggact (protein_coding)
chr18,67640842,67641784,0.40245060983863523,0.4283408033020689,0.40245060983863523,Cep76 (protein_coding)
chr3,152265393,152265931,0.402262830208111,0.4423667098544551,0.402262830208111,Nexn (protein_coding)
chr4,152130681,152132303,0.4021739088148827,0.6675014637806038,0.4021739088148827,Espn (protein_coding)
chr4,134245232,134245791,0.40212774778233906,0.48569761483653695,0.40212774778233906,Zfp593 (protein_coding)
chr1,128359337,128359856,0.4019143498154776,0.3217669450137294,0.4019143498154776,Mcm6 (protein_coding)
chr11,59839162,59839858,0.40186869535857334,0.2707667473691216,0.40186869535857334,Cops3 (protein_coding)
chr5,92602977,92603574,0.4015983831231583,0.0383670159878531,0.4015983831231583,Stbd1 (protein_coding)
chr17,33908464,33909829,0.40147525387758554,0.0891398454312598,0.40147525387758554,BC051226 (antisense)
chr6,38551042,38552133,0.7105437354941776,1.7703458285965643,0.40135871987082816,Luc7l2 (protein_coding)
chr17,66448436,66449896,0.401351427000146,0.0306826448514038,0.401351427000146,Mtcl1 (protein_coding)
chr2,25428494,25429077,0.4012810019928811,0.4108258843311905,0.4012810019928811,Abca2 (protein_coding)
chr9,43743678,43744707,0.4011454664640751,0.4766533007185025,0.4011454664640751,Nectin1 (protein_coding)
chr17,90454975,90455799,0.4010913083324071,0.0796094716450481,0.4010913083324071,Nrxn1 (protein_coding)
chr12,103241818,103242793,0.4010749081654029,0.14250047212717432,0.4010749081654029,Prima1 (protein_coding)
chr18,56975101,56975424,0.4010503293846643,0.2176530492237933,0.4010503293846643,C330018D20Rik (protein_coding)
chr2,168098447,168099088,0.4008252401295723,0.3713997935209235,0.4008252401295723,Pard6b (protein_coding)
chr2,57116354,57116857,0.4007202418540392,0.44347408556316675,0.4007202418540392,Nr4a2 (protein_coding)
chr4,56946691,56947530,0.40065742943944055,0.1429986110913498,0.40065742943944055,Tmem245 (protein_coding)
chr16,20672553,20673506,0.4006496880463139,0.39340873504512774,0.4006496880463139,Eif4g1 (protein_coding)
chr2,5713742,5715268,0.40063861594544603,0.098994583682873,0.40063861594544603,Camk1d (protein_coding)
chr18,14782917,14783711,0.4006060997320458,0.25106434804678346,0.4006060997320458,Taf4b (protein_coding)
chr18,75018650,75019296,0.4005734871053861,0.6860579480902457,0.4005734871053861,Dym (protein_coding)
chr7,123369426,123369630,0.40038142780459196,0.1033527998526514,0.40038142780459196,Arhgap17 (protein_coding)
chr11,58307031,58307679,0.4003333260133729,0.2761229233360762,0.4003333260133729,Zfp692 (protein_coding)
chr11,74522360,74523429,0.4001418303744876,0.0608194799185934,0.4001418303744876,Rap1gap2 (protein_coding)
chr6,57824468,57825228,0.40005241749666187,0.2445900403279344,0.40005241749666187,Vopp1 (protein_coding)
chr7,78846973,78847338,0.3999258288439458,0.4987559456144056,0.3999258288439458,Det1 (protein_coding)
chr9,55541736,55542895,0.39980059382046707,0.1331140874139552,0.39980059382046707,Isl2 (protein_coding)
chr2,164833897,164834185,0.3997354573861761,0.0949640553771303,0.3997354573861761,Ctsa (protein_coding)
chr11,69326279,69326842,0.3995314465417481,0.2341099840254383,0.3995314465417481,Kcnab3 (protein_coding)
chr10,78069113,78069840,0.3995123065475625,0.1529894208942813,0.3995123065475625,Icosl (protein_coding)
chr11,75213819,75214066,0.39946190330860776,0.2798861300937104,0.39946190330860776,Rtn4rl1 (protein_coding)
chr19,47579310,47579871,0.3993770157826353,0.2805719848768032,0.3993770157826353,Slk (protein_coding)
chr15,98871273,98872361,0.3993557745208282,0.1102121782684794,0.3993557745208282,"Near Kmt2d (protein_coding), 69bp"
chr5,43781622,43782475,0.3993065211533736,0.1871015730690185,0.3993065211533736,Fbxl5 (protein_coding)
chr9,107526629,107527023,0.3992826845644351,0.0373300585694737,0.3992826845644351,Cacna2d2 (protein_coding)
chr14,79300718,79301843,0.399250733605905,0.5117236702314506,0.399250733605905,Rgcc (protein_coding)
chr7,44496214,44497069,0.3991912305882193,0.3607032759189083,0.3991912305882193,Emc10 (protein_coding)
chr11,115491594,115491879,0.39913062670699123,0.27791240341172513,0.39913062670699123,Nt5c (protein_coding)
chr16,31200253,31201394,0.3990658589724956,0.1814745703574387,0.3990658589724956,Acap2 (protein_coding)
chr6,51468854,51471252,0.39899967649707657,0.3660911667474783,0.39899967649707657,Hnrnpa2b1 (protein_coding)
chrX,105120300,105121742,0.39888256962215196,0.173209805790863,0.39888256962215196,Magee1 (protein_coding)
chr14,121035063,121036380,0.39888132664090825,0.3043676992079836,0.39888132664090825,Farp1 (protein_coding)
chr7,65370400,65371262,0.3988401157192503,0.3068489745523931,0.3988401157192503,Tjp1 (protein_coding)
chr1,58795582,58795852,0.3988363697470388,0.0922879166771796,0.3988363697470388,Casp8 (protein_coding)
chr19,45233499,45235664,0.39878828789271115,0.2018054824740785,0.39878828789271115,Lbx1 (protein_coding)
chr15,76904006,76904671,0.398756124754896,0.3335612658723619,0.398756124754896,Rpl8 (protein_coding)
chr2,37359044,37359355,0.3987069657125361,0.1167270179013301,0.3987069657125361,Pdcl (protein_coding)
chr2,71211781,71212304,0.398436452495318,0.1177383401850802,0.398436452495318,Dync1i2 (protein_coding)
chr15,36496265,36496901,0.3983980223685123,0.1309756082497055,0.3983980223685123,Ankrd46 (protein_coding)
chr10,23796934,23797208,0.39837988334220753,0.46209016030885064,0.39837988334220753,Slc18b1 (protein_coding)
chr1,180942243,180942939,0.39834048056514426,0.0616699600201496,0.39834048056514426,Tmem63a (protein_coding)
chr12,81026704,81027202,0.3983358638279744,0.5460956529460173,0.3983358638279744,Smoc1 (protein_coding)
chr6,116673568,116673770,0.3983064800815563,0.09134267428415649,0.3983064800815563,Rassf4 (protein_coding)
chr10,80386626,80387907,0.3983049052239361,0.0521449128214355,0.3983049052239361,Mex3d (protein_coding)
chr2,18688720,18690513,0.3981699421358612,0.253441735882211,0.3981699421358612,"Near Bmi1 (protein_coding), 2091bp"
chr1,161250817,161251278,0.3981021530467531,0.3013178803726408,0.3981021530467531,Prdx6 (protein_coding)
chr7,120842729,120843703,0.39805732870158933,0.1976594535236397,0.39805732870158933,Eef2k (protein_coding)
chr13,54302674,54303444,0.3979998006809887,0.4345963947478957,0.3979998006809887,Intergenic
chr9,18473544,18473789,0.3979573399931238,0.2206805121786907,0.3979573399931238,Zfp558 (protein_coding)
chr2,61805053,61805900,0.39794858703166097,0.1616598165851226,0.39794858703166097,Tbr1 (protein_coding)
chr7,64373798,64374124,0.39786739110489094,0.2987874692145856,0.39786739110489094,Fan1 (protein_coding)
chr9,119339620,119340000,0.39774231579890207,0.1603818277578679,0.39774231579890207,Slc22a14 (protein_coding)
chr15,76229146,76229943,0.397731001471966,0.1693575238197969,0.397731001471966,Plec (protein_coding)
chr11,103132301,103133111,0.3976626926478425,0.48435982152069657,0.3976626926478425,Hexim2 (protein_coding)
chr2,33468108,33468722,0.3975876995742327,0.5592228655978575,0.3975876995742327,Zbtb43 (protein_coding)
chr6,52306029,52306293,0.39738169170792165,0.08055612554538491,0.39738169170792165,"Near Evx1os (antisense), 2096bp"
chr3,88554046,88554299,0.3973659894894621,0.0469337779834339,0.3973659894894621,Ubqln4 (protein_coding)
chr19,45235943,45236264,0.3973489632466306,0.0,0.3973489632466306,"Near Lbx1 (protein_coding), 131bp"
chr2,90889415,90890446,0.397304803771033,0.15380798953618,0.397304803771033,C1qtnf4 (protein_coding)
chr6,49073757,49074325,0.39730110222168036,0.3189370192258727,0.39730110222168036,Malsu1 (protein_coding)
chr5,5514307,5515012,0.39726904130285906,0.3896430386130828,0.39726904130285906,Cldn12 (protein_coding)
chr6,87009802,87010228,0.39723457725502853,0.3110425068320054,0.39723457725502853,Nfu1 (protein_coding)
chr4,151994656,151997010,0.39717570335818175,0.2715313110891247,0.39717570335818175,Phf13 (protein_coding)
chr2,112367726,112368064,0.39714044020177774,0.07576548870470379,0.39714044020177774,Gm21985 (protein_coding)
chr16,96081652,96082726,0.3971356364615558,0.382830962403906,0.3971356364615558,Brwd1 (protein_coding)
chr6,100670591,100671381,0.3971176044262841,0.020495142367493,0.3971176044262841,Shq1 (protein_coding)
chr2,127269730,127270849,0.3970975530703685,0.5061229055380483,0.3970975530703685,Gm10766 (TEC)
chr16,32277383,32277883,0.3970825975051349,0.1690985708015671,0.3970825975051349,Rnf168 (protein_coding)
chr11,46056019,46056350,0.39695226120735083,0.164480891839488,0.39695226120735083,Adam19 (protein_coding)
chr11,30267515,30268545,0.3968495078197103,0.049709035256416,0.3968495078197103,Sptbn1 (protein_coding)
chr8,105264400,105264676,0.39665797705483236,0.16567650448815852,0.39665797705483236,Tradd (protein_coding)
chr8,31111750,31112293,0.39650940188841943,0.5944624343083623,0.39650940188841943,Rnf122 (protein_coding)
chr3,95014806,95016246,0.3963548285825822,0.368005295056716,0.3963548285825822,Zfp687 (protein_coding)
chr10,42579588,42579891,0.396324535182439,0.0714895884256764,0.396324535182439,Nr2e1 (protein_coding)
chr13,74808354,74808612,0.3962970146829633,0.0362931011510942,0.3962970146829633,"Near Cast (protein_coding), 433bp"
chr7,5080074,5080680,0.3962932056246732,0.3451982040039228,0.3962932056246732,Epn1 (protein_coding)
chr4,9859435,9860095,0.39619535339140566,0.0487938894286139,0.39619535339140566,Gdf6 (protein_coding)
chr6,52177163,52177666,0.3961047787232147,0.0426803525155204,0.3961047787232147,Gm28308 (protein_coding)
chr6,57691673,57692067,0.3960220351987912,0.15163569344121058,0.3960220351987912,Pyurf (protein_coding)
chr4,129223399,129223662,0.3960194956975082,0.0601429175277284,0.3960194956975082,C77080 (protein_coding)
chr7,28267751,28268511,0.3960106487538931,0.0734252311087483,0.3960106487538931,Eid2 (protein_coding)
chr5,72167822,72168213,0.39593134620336584,0.1589464034151937,0.39593134620336584,Commd8 (protein_coding)
chr4,149954151,149955085,0.3959188866444718,0.3445843630968243,0.3959188866444718,Spsb1 (protein_coding)
chr6,47953268,47953639,0.39590307879316045,0.399837414016187,0.39590307879316045,Zfp783 (transcribed_unprocessed_pseudogene)
chr4,155409101,155409339,0.39577719330960826,0.30687261164957985,0.39577719330960826,5830444B04Rik (processed_transcript)
chr4,40722233,40723250,0.3957145144259792,0.2725009491060389,0.3957145144259792,Gm6297 (lincRNA)
chr5,128599949,128602095,0.3956757225981171,0.19783816929930992,0.3956757225981171,5930412G12Rik (lincRNA)
chr1,180640767,180641881,0.3956053634267279,0.1221023598537222,0.3956053634267279,Lin9 (protein_coding)
chr19,43752729,43753397,0.3955943075590081,0.0588235570356143,0.3955943075590081,Cox15 (protein_coding)
chr2,128686924,128687499,0.3955079720886615,0.23570521759931812,0.3955079720886615,Anapc1 (protein_coding)
chr11,114064913,114065327,0.39545404469411366,0.134863559332734,0.39545404469411366,Sdk2 (protein_coding)
chr13,51848024,51848252,0.3953376483048142,0.1595690866965283,0.3953376483048142,Gadd45g (protein_coding)
chr11,68901414,68901898,0.39527516751954667,0.30726867558005105,0.39527516751954667,Rpl26 (protein_coding)
chr2,180041799,180043419,0.3951748008721796,0.2859287871362422,0.3951748008721796,Psma7 (protein_coding)
chr18,80150693,80150942,0.39506297866519613,0.5521094662563758,0.39506297866519613,Adnp2 (protein_coding)
chr2,3332259,3332755,0.3949415454801242,0.4979200332507649,0.3949415454801242,Rpp38 (protein_coding)
chrX,119927144,119927352,0.3949209996390204,0.2379625758988893,0.3949209996390204,Pabpc5 (protein_coding)
chr18,81916242,81916539,0.3949081197159427,0.3463257559003192,0.3949081197159427,Intergenic
chr11,77763052,77763636,0.3947504960177087,0.1324692729411571,0.3947504960177087,Myo18a (protein_coding)
chr15,59081277,59082537,0.3946504865908601,0.34921696771976624,0.3946504865908601,Mtss1 (protein_coding)
chr5,143235128,143235548,0.3943067292976872,0.3610289670976756,0.3943067292976872,Zfp12 (protein_coding)
chr11,62458276,62458613,0.3942444280512733,0.056288453326983,0.3942444280512733,Ncor1 (protein_coding)
chr4,14826344,14826743,0.3942091011458289,0.32347005469252066,0.3942091011458289,Otud6b (protein_coding)
chr13,12565826,12566382,0.39417314792406594,0.2000313955538941,0.39417314792406594,Ero1lb (protein_coding)
chr2,92375367,92375652,0.3941000623573916,0.5431775279609998,0.3941000623573916,Pex16 (protein_coding)
chr5,100415936,100416571,0.3940812416499916,0.2939922519232488,0.3940812416499916,Sec31a (protein_coding)
chr4,55651120,55651739,0.3940759123442381,0.2722568917386797,0.3940759123442381,Intergenic
chr19,7040435,7040678,0.39404322666306335,0.4664542604281423,0.39404322666306335,"Near Stip1 (protein_coding), 409bp"
chr15,25984005,25985277,0.3938535800774699,0.2844711997444873,0.3938535800774699,Zfp622 (protein_coding)
chr10,112270163,112270423,0.393438538164192,0.0,0.393438538164192,"Near Kcnc2 (protein_coding), 700bp"
chr19,46135817,46137182,0.39328738877753894,0.15305636757571328,0.39328738877753894,Pitx3 (protein_coding)
chr15,95790472,95791333,0.3932716124265425,0.21046805315535339,0.3932716124265425,A130051J06Rik (protein_coding)
chr14,118234464,118237221,0.3931841006567985,0.1383713855667304,0.3931841006567985,Sox21 (protein_coding)
chr11,4986840,4987274,0.3931703241333313,0.0896751990956694,0.3931703241333313,Ap1b1 (protein_coding)
chrX,102643877,102644382,0.3930293278712237,0.143956373707759,0.3930293278712237,Phka1 (protein_coding)
chr9,96630710,96631574,0.3929865530688867,0.32612381359675335,0.3929865530688867,Rasa2 (protein_coding)
chr4,133752369,133754678,0.39297530558542226,0.2841090331599879,0.39297530558542226,Arid1a (protein_coding)
chr15,54952361,54952693,0.3929424803863445,0.2019513534799327,0.3929424803863445,"Near Gm26684 (lincRNA), 255bp"
chr10,45577766,45578454,0.3929061703055777,0.1970772343701605,0.3929061703055777,Hace1 (protein_coding)
chr13,75943185,75943983,0.39271351797076415,0.24994133295462617,0.39271351797076415,Rhobtb3 (protein_coding)
chr17,29759953,29760211,0.39269033109217033,0.1746888465658156,0.39269033109217033,Intergenic
chr4,127235896,127236812,0.3926656598666834,0.30721815048433176,0.3926656598666834,Dlgap3 (protein_coding)
chr11,49901582,49902260,0.3925579842810397,0.1987788890267688,0.3925579842810397,Rasgef1c (protein_coding)
chr14,18893261,18894055,0.39243834687288437,0.3265781662225744,0.39243834687288437,Ube2e2 (protein_coding)
chr17,44105459,44106013,0.3924178773772018,0.3327151331537725,0.3924178773772018,Enpp4 (protein_coding)
chr17,7945547,7946285,0.39237199400828715,0.29800965256806583,0.39237199400828715,E430024P14Rik (antisense)
chr2,168050281,168050608,0.3923348319055946,0.12381825099531331,0.3923348319055946,Intergenic
chr3,144201950,144202443,0.3922901383945494,0.2596264331518868,0.3922901383945494,Lmo4 (protein_coding)
chr2,112492914,112493511,0.3922579640039032,0.29442325004902903,0.3922579640039032,Aven (protein_coding)
chr16,22656809,22657280,0.3922296196992557,0.0497734114259649,0.3922296196992557,Dgkg (protein_coding)
chr11,101301859,101302400,0.39217463564172117,0.43662376550687776,0.39217463564172117,Becn1 (protein_coding)
chr5,77015850,77016234,0.3921530570108458,0.2559804938266646,0.3921530570108458,1700112J05Rik (lincRNA)
chr4,132345093,132345800,0.39206707296913434,0.1812854504962739,0.39206707296913434,Rcc1 (protein_coding)
chr14,67933026,67933976,0.3920040794669619,0.08386949420727441,0.3920040794669619,Dock5 (protein_coding)
chr15,98993165,98993413,0.39196933378511833,0.33450497487653286,0.39196933378511833,"Near 4930578M01Rik (lincRNA), 3884bp"
chr8,105289380,105290588,0.3918989328161642,0.20498017418678607,0.3918989328161642,4931428F04Rik (protein_coding)
chr14,31001177,31001979,0.391679706456034,0.2964571664243446,0.391679706456034,Spcs1 (protein_coding)
chr11,51763603,51763846,0.39163027104505777,0.1739692274785281,0.39163027104505777,Sec24a (protein_coding)
chr2,20519515,20519995,0.3916238977963311,0.113412754501564,0.3916238977963311,Etl4 (protein_coding)
chr11,116827684,116828156,0.3915719147611307,0.14446442067355142,0.3915719147611307,Mxra7 (protein_coding)
chr8,4275696,4275947,0.3915404807785025,0.05942111183213,0.3915404807785025,Timm44 (protein_coding)
chr1,171345438,171345901,0.3915074477433219,0.0513514696621077,0.3915074477433219,Nit1 (protein_coding)
chr5,135934098,135934708,0.3914677016467142,0.6424424313457787,0.3914677016467142,Ywhag (protein_coding)
chr6,83710517,83710773,0.3914241310125765,0.0,0.3914241310125765,Vax2os (antisense)
chr4,123016524,123016892,0.39139157406247815,0.2896531813233644,0.39139157406247815,Trit1 (protein_coding)
chr8,70330649,70332330,0.3913785868933732,0.5099449076838077,0.3913785868933732,Cers1 (protein_coding)
chr5,43807962,43808306,0.3913688343731092,0.2262702831759869,0.3913688343731092,Fbxl5 (protein_coding)
chrX,42148875,42150543,0.3913486769682091,0.6396559859520636,0.3913486769682091,Gm37564 (TEC)
chr8,120228798,120230336,0.3913100846320293,0.0448376455175299,0.3913100846320293,Gm20388 (protein_coding)
chr5,112394577,112395032,0.3911063413807717,0.38624304886491223,0.3911063413807717,Asphd2 (protein_coding)
chr8,105297551,105297981,0.3910843206713899,0.2417143005407762,0.3910843206713899,E2f4 (protein_coding)
