"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chrX",139479867,139480867,1001,"+","Radx",34.5984699146662,266.756396484375,7.71006339708964,-0.67630199,0.00174268,TRUE,"peak_2338","Promoter (<=1kb)",20,139480367,139554582,74216,1,"102871","ENSMUST00000046763.12",0,"ENSMUSG00000042498","Radx","RPA1 related single stranded DNA binding protein, X-linked"
"chr7",97579389,97580389,1001,"+","Rsf1",6.29199754348497,741.583507781982,117.861379102071,-0.195439527,0.001733337,TRUE,"peak_2339","Promoter (<=1kb)",7,97579897,97686420,106524,1,"233532","ENSMUST00000156060.7",0,"ENSMUSG00000035623","Rsf1","remodeling and spacing factor 1"
"chr16",55934355,55935355,1001,"-","Cep97",22.0787934947524,1746.42241333008,79.0995401875178,-0.261067094,0.001732277,TRUE,"peak_2340","Promoter (<=1kb)",16,55899888,55934855,34968,2,"74201","ENSMUST00000023270.13",0,"ENSMUSG00000022604","Cep97","centrosomal protein 97"
"chr1",34439351,34440351,1001,"+","Imp4",8.57730383830751,1237.08318664551,144.227511344592,0.290265781,0.001726692,TRUE,"peak_2341","Promoter (<=1kb)",1,34439851,34449356,9506,1,"27993","ENSMUST00000027303.13",0,"ENSMUSG00000026127","Imp4","IMP4, U3 small nucleolar ribonucleoprotein"
"chr15",12204528,12205528,1001,"+","Mtmr12",7.72670648449053,1020.34423522949,132.054224821091,-0.255213962,0.001710766,TRUE,"peak_2342","Promoter (<=1kb)",15,12205028,12274496,69469,1,"268783","ENSMUST00000038172.15",0,"ENSMUSG00000039458","Mtmr12","myotubularin related protein 12"
"chr12",24707741,24708741,1001,"+","Rrm2",22.3700093392279,911.973383789062,40.7676800648371,-0.193192136,0.001700158,TRUE,"peak_2343","Promoter (<=1kb)",12,24708241,24714146,5906,1,"20135","ENSMUST00000020980.11",0,"ENSMUSG00000020649","Rrm2","ribonucleotide reductase M2"
"chr2",140066305,140067305,1001,"-","Tasp1",4.3467656370675,208.403530731201,47.9445058997472,-0.462415349,0.001699778,TRUE,"peak_2344","Promoter (<=1kb)",2,139833480,140066760,233281,2,"75812","ENSMUST00000046656.8",0,"ENSMUSG00000039033","Tasp1","taspase, threonine aspartase 1"
"chr17",7945114,7946114,1001,"+","Rsph3a",12.9310065023202,486.830085327148,37.6482747294108,-0.48095482,0.001690218,TRUE,"peak_2345","Promoter (<=1kb)",17,7945614,7979824,34211,1,"66832","ENSMUST00000232223.1",0,"ENSMUSG00000073471","Rsph3a","radial spoke 3A homolog (Chlamydomonas)"
"chr19",47090268,47091268,1001,"+","Pdcd11",3.16360423278896,214.072341247559,67.6672318960826,0.305029246,0.001686141,TRUE,"peak_2346","Promoter (<=1kb)",19,47090768,47131865,41098,1,"18572","ENSMUST00000072141.3",0,"ENSMUSG00000025047","Pdcd11","programmed cell death 11"
"chr11",116198545,116199545,1001,"-","Acox1",11.5169486193701,865.29184387207,75.132039958636,0.290475429,0.00168393,TRUE,"peak_2347","Promoter (<=1kb)",11,116171888,116198801,26914,2,"11430","ENSMUST00000072948.10",0,"ENSMUSG00000020777","Acox1","acyl-Coenzyme A oxidase 1, palmitoyl"
"chr12",111907610,111908610,1001,"-","Ppp1r13b",0,0,31.1485540390015,0.9144226,0.001680664,FALSE,"peak_2348","Promoter (<=1kb)",12,111828457,111908110,79654,2,"21981","ENSMUST00000054815.14",0,"ENSMUSG00000021285","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B"
"chr7",45366519,45367519,1001,"-","Ppfia3",16.416124692882,1541.51844824219,93.9027009773254,0.948793176,0.00167924,TRUE,"peak_2349","Promoter (<=1kb)",7,45339126,45366714,27589,2,"76787","ENSMUST00000211067.1",0,"ENSMUSG00000003863","Ppfia3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
"chr10",25359298,25360298,1001,"+","Epb41l2",3.9779546002154,240.081026611328,60.3528825085958,-0.212205915,0.001663934,TRUE,"peak_2350","Promoter (<=1kb)",10,25359798,25523515,163718,1,"13822","ENSMUST00000053748.15",0,"ENSMUSG00000019978","Epb41l2","erythrocyte membrane protein band 4.1 like 2"
"chr1",97769672,97770672,1001,"+","Gin1",14.3286131312398,854.288538269043,59.6211601530711,-0.442643915,0.001649096,TRUE,"peak_2351","Promoter (<=1kb)",1,97706048,97770411,64364,2,"227399","ENSMUST00000042509.12",0,"ENSMUSG00000040648","Ppip5k2","diphosphoinositol pentakisphosphate kinase 2"
"chr13",34001863,34002863,1001,"+","Ripk1",8.0124570392151,360.121522216797,44.9452047548294,0.268793962,0.001646886,TRUE,"peak_2352","Promoter (<=1kb)",13,34002363,34033677,31315,1,"19766","ENSMUST00000021844.14",0,"ENSMUSG00000021408","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1"
"chr17",46555675,46556675,1001,"-","Srf",1.93568681857174,260.087694091797,134.364552982648,0.29781809,0.001645388,TRUE,"peak_2353","Promoter (<=1kb)",17,46548329,46556175,7847,2,"20807","ENSMUST00000015749.6",0,"ENSMUSG00000015605","Srf","serum response factor"
"chr4",129513081,129514081,1001,"+","Marcksl1",5.08102888973572,413.471887207031,81.3756221780777,0.196733109,0.001643203,TRUE,"peak_2354","Promoter (<=1kb)",4,129513581,129515985,2405,1,"17357","ENSMUST00000062356.6",0,"ENSMUSG00000047945","Marcksl1","MARCKS-like 1"
"chr6",17280685,17281685,1001,"+","Cav2",12.1362491184873,645.216171875,53.1643809858958,-0.360737038,0.001643203,TRUE,"peak_2355","Promoter (<=1kb)",6,17281185,17289115,7931,1,"12390","ENSMUST00000000058.6",0,"ENSMUSG00000000058","Cav2","caveolin 2"
"chr9",27790275,27791275,1001,"+","Opcml",8.65379098314446,343.448860473633,39.687676897049,0.236921445,0.001639812,TRUE,"peak_2356","Promoter (<=1kb)",9,27790947,28925410,1134464,1,"330908","ENSMUST00000115243.8",0,"ENSMUSG00000062257","Opcml","opioid binding protein/cell adhesion molecule-like"
"chr2",30285834,30286834,1001,"-","Dolk",26.9243022302075,610.873186889648,22.6885429255168,0.422497704,0.001628549,TRUE,"peak_2357","Promoter (<=1kb)",2,30284231,30286334,2104,2,"227697","ENSMUST00000100219.4",0,"ENSMUSG00000075419","Dolk","dolichol kinase"
"chr8",72318533,72319533,1001,"+","Klf2",4.09609218768416,343.448941955566,83.8479521989822,0.982880569,0.001595596,TRUE,"peak_2358","Promoter (<=1kb)",8,72319033,72321656,2624,1,"16598","ENSMUST00000067912.7",0,"ENSMUSG00000055148","Klf2","Kruppel-like transcription factor 2 (lung)"
"chr4",41502576,41503576,1001,"-","Myorg",3.8376424632171,396.13326953125,103.223078577042,0.409340221,0.001564181,TRUE,"peak_2359","Promoter (<=1kb)",4,41495604,41503076,7473,2,"329828","ENSMUST00000054920.4",0,"ENSMUSG00000046312","Myorg","myogenesis regulating glycosidase (putative)"
"chr15",97767472,97768472,1001,"-","Rapgef3",8.56863155191649,1094.36728729248,127.717860274633,0.34026663,0.001556462,TRUE,"peak_2360","Promoter (<=1kb)",15,97744770,97767846,23077,2,"223864","ENSMUST00000126854.8",0,"ENSMUSG00000022469","Rapgef3","Rap guanine nucleotide exchange factor (GEF) 3"
"chr9",68653286,68654286,1001,"+","Rora",1.29342577321401,86.6959637451172,67.0281708780924,-0.278892539,0.001555235,TRUE,"peak_2361","Promoter (<=1kb)",9,68653786,68664967,11182,1,"19883","ENSMUST00000140351.7",0,"ENSMUSG00000032238","Rora","RAR-related orphan receptor alpha"
"chr10",59879056,59880056,1001,"+","Dnajb12",3.49358195232291,256.753887329102,73.4930197238922,0.268836996,0.001553027,TRUE,"peak_2362","Promoter (<=1kb)",10,59879556,59899302,19747,1,"56709","ENSMUST00000147914.7",0,"ENSMUSG00000020109","Dnajb12","DnaJ heat shock protein family (Hsp40) member B12"
"chr15",88733733,88734733,1001,"-","Brd1",13.966999769562,446.818521728516,31.991016617775,0.265097647,0.001531451,TRUE,"peak_2363","Promoter (<=1kb)",15,88687034,88734233,47200,2,"223770","ENSMUST00000109381.8",0,"ENSMUSG00000022387","Brd1","bromodomain containing 1"
"chr7",118129162,118130162,1001,"-","Arl6ip1",0,0,87.0169849529266,-0.198873674,0.001531236,FALSE,"peak_2364","Promoter (<=1kb)",7,118118891,118129662,10772,2,"54208","ENSMUST00000032888.9",0,"ENSMUSG00000030654","Arl6ip1","ADP-ribosylation factor-like 6 interacting protein 1"
"chr6",112273258,112274258,1001,"+","Lmcd1",18.216757175911,1437.15106549072,78.8917067737579,-0.701490395,0.001526596,TRUE,"peak_2365","Promoter (<=1kb)",6,112273758,112330425,56668,1,"30937","ENSMUST00000032376.5",0,"ENSMUSG00000057604","Lmcd1","LIM and cysteine-rich domains 1"
"chr11",70969713,70970713,1001,"+","Rpain",2.74944515312557,339.114236602783,123.339153071403,-0.38918664,0.001496743,TRUE,"peak_2366","Promoter (<=1kb)",11,70943058,70969959,26902,2,"19069","ENSMUST00000148168.7",0,"ENSMUSG00000040667","Nup88","nucleoporin 88"
"chr3",142881504,142882504,1001,"-","Pkn2",15.3409470746552,1011.00777307129,65.9025657380422,-0.197793279,0.001479945,TRUE,"peak_2367","Promoter (<=1kb)",3,142790902,142882004,91103,2,"109333","ENSMUST00000043812.14",0,"ENSMUSG00000004591","Pkn2","protein kinase N2"
"chr10",43174030,43175030,1001,"-","Sobp",6.6712228616122,296.767396850586,44.4847073777517,0.39262484,0.001473603,TRUE,"peak_2368","Promoter (<=1kb)",10,43002500,43174530,172031,2,"109205","ENSMUST00000040275.8",0,"ENSMUSG00000038248","Sobp","sine oculis binding protein"
"chr7",29783498,29784498,1001,"+","Zfp30",9.08408058801931,339.448063720703,37.3673549493154,-0.548582195,0.001459789,TRUE,"peak_2369","Promoter (<=1kb)",7,29783998,29794702,10705,1,"22693","ENSMUST00000032803.11",0,"ENSMUSG00000047473","Zfp30","zinc finger protein 30"
"chr3",127895824,127896824,1001,"-","Fam241a",1.51152717511268,72.0243391113281,47.6500457928975,-0.6416988,0.001459319,TRUE,"peak_2370","Promoter (<=1kb)",3,127869058,127896324,27267,2,"70617","ENSMUST00000199273.1",0,"ENSMUSG00000050549","Fam241a","family with sequence similarity 241, member A"
"chr6",92090890,92091890,1001,"+","Nr2c2",5.78066544013548,200.067608642578,34.6097885640462,0.239196064,0.001457612,TRUE,"peak_2371","Promoter (<=1kb)",6,92091390,92173057,81668,1,"22026","ENSMUST00000113460.7",0,"ENSMUSG00000005893","Nr2c2","nuclear receptor subfamily 2, group C, member 2"
"chr11",75587597,75588597,1001,"+","Pitpna",10.2937434440502,373.459411621094,36.2802330999374,0.232841441,0.001444797,TRUE,"peak_2372","Promoter (<=1kb)",11,75588097,75628804,40708,1,"18738","ENSMUST00000143219.7",0,"ENSMUSG00000017781","Pitpna","phosphatidylinositol transfer protein, alpha"
"chr8",105854632,105855632,1001,"+","Thap11",16.970351373257,1372.46348181152,80.8741935640971,-0.297898101,0.0014447,TRUE,"peak_2373","Promoter (<=1kb)",8,105855132,105856950,1819,1,"59016","ENSMUST00000040445.8",0,"ENSMUSG00000036442","Thap11","THAP domain containing 11"
"chr5",116024008,116025008,1001,"-","Prkab1",16.5253350111333,725.577519042969,43.9069778951009,0.377628129,0.001444662,TRUE,"peak_2374","Promoter (<=1kb)",5,116013586,116024462,10877,2,"19079","ENSMUST00000031486.13",0,"ENSMUSG00000029513","Prkab1","protein kinase, AMP-activated, beta 1 non-catalytic subunit"
"chr2",148680523,148681523,1001,"+","Gzf1",1.27360402380563,83.3615036010742,65.4532351051966,0.23691553,0.00143574,TRUE,"peak_2375","Promoter (<=1kb)",2,148681023,148692949,11927,1,"74533","ENSMUST00000028928.7",0,"ENSMUSG00000027439","Gzf1","GDNF-inducible zinc finger protein 1"
"chr11",3540112,3541112,1001,"-","Smtn",12.0294739936347,240.0808359375,19.9577168598175,0.33398048,0.001418927,TRUE,"peak_2376","Promoter (<=1kb)",11,3532460,3540612,8153,2,"29856","ENSMUST00000156201.7",0,"ENSMUSG00000020439","Smtn","smoothelin"
"chr4",55349543,55350543,1001,"+","Rad23b",2.64830652725299,170.057207946777,64.2135667441686,0.199638745,0.001414261,TRUE,"peak_2377","Promoter (<=1kb)",4,55350043,55392237,42195,1,"19359","ENSMUST00000030134.8",0,"ENSMUSG00000028426","Rad23b","RAD23 homolog B, nucleotide excision repair protein"
"chr6",29735003,29736003,1001,"+","Smo",15.3351990738709,356.78668548584,23.2658659184774,0.211594326,0.001413844,TRUE,"peak_2378","Promoter (<=1kb)",6,29735694,29761365,25672,1,"319757","ENSMUST00000001812.4",0,"ENSMUSG00000001761","Smo","smoothened, frizzled class receptor"
"chr11",82763845,82764845,1001,"+","Zfp830",16.8187523909329,1253.75688903809,74.5451778999964,-0.407677504,0.001410774,TRUE,"peak_2379","Promoter (<=1kb)",11,82719250,82764306,45057,2,"12467","ENSMUST00000021040.9",0,"ENSMUSG00000020698","Cct6b","chaperonin containing TCP1 subunit 6B"
"chr7",127875721,127876721,1001,"+","Zfp646",41.2941123937645,1730.25015640259,41.9006501436234,0.279349236,0.001385246,TRUE,"peak_2380","Promoter (<=1kb)",7,127873770,127876134,2365,2,"244219","ENSMUST00000150961.1",0,"ENSMUSG00000049728","Zfp668","zinc finger protein 668"
"chr15",78934433,78935433,1001,"+","Nol12",10.6284468447719,500.834726013184,47.1220991484324,-0.354588924,0.001368488,TRUE,"peak_2381","Promoter (<=1kb)",15,78934933,78943638,8706,1,"97961","ENSMUST00000138880.8",0,"ENSMUSG00000033099","Nol12","nucleolar protein 12"
"chr5",129941470,129942470,1001,"+","Vkorc1l1",31.9475843012433,2897.6425012207,90.6998937352498,-0.254671551,0.001352413,TRUE,"peak_2382","Promoter (<=1kb)",5,129941970,129984746,42777,1,"69568","ENSMUST00000051758.10",0,"ENSMUSG00000066735","Vkorc1l1","vitamin K epoxide reductase complex, subunit 1-like 1"
"chr4",120569776,120570776,1001,"-","Ctps",9.05015974156065,838.615383850098,92.6630477027893,-0.248102137,0.001338572,TRUE,"peak_2383","Promoter (<=1kb)",4,120539868,120570276,30409,2,"51797","ENSMUST00000030381.7",0,"ENSMUSG00000028633","Ctps1","cytidine 5'-triphosphate synthase 1"
"chr18",40218929,40219929,1001,"-","Yipf5",9.31688153806057,416.806737976074,44.7367218605677,-0.268349717,0.001325654,TRUE,"peak_2384","Promoter (<=1kb)",18,40203896,40219429,15534,2,"67180","ENSMUST00000025364.5",0,"ENSMUSG00000024487","Yipf5","Yip1 domain family, member 5"
"chr12",99883939,99884939,1001,"-","Efcab11",14.1718656182632,668.890684692383,47.1984919071198,-0.572281515,0.001313701,TRUE,"peak_2385","Promoter (<=1kb)",12,99884517,99937362,52846,1,"104884","ENSMUST00000151019.7",0,"ENSMUSG00000021177","Tdp1","tyrosyl-DNA phosphodiesterase 1"
"chr13",100730439,100731439,1001,"-","Cdk7",13.8565768832754,521.842368469238,37.660265797615,-0.338116394,0.001311029,TRUE,"peak_2386","Promoter (<=1kb)",13,100702631,100730939,28309,2,"12572","ENSMUST00000091299.7",0,"ENSMUSG00000069089","Cdk7","cyclin dependent kinase 7"
"chr15",34306177,34307177,1001,"+","Matn2",16.5446539138267,724.577920959473,43.7952902933757,-0.30212656,0.001308127,TRUE,"peak_2387","Promoter (<=1kb)",15,34306677,34308564,1888,1,"17181","ENSMUST00000227119.1",0,"ENSMUSG00000022324","Matn2","matrilin 2"
"chr7",44848579,44849579,1001,"-","Tbc1d17",16.8393141522037,2219.08113769531,131.779781387647,0.35931453,0.001299819,TRUE,"peak_2388","Promoter (<=1kb)",7,44834623,44849075,14453,2,"233204","ENSMUST00000047085.15",0,"ENSMUSG00000038520","Tbc1d17","TBC1 domain family, member 17"
"chr17",65885298,65886298,1001,"-","Ralbp1",8.71287843866711,456.15301171875,52.3538822364807,-0.244132527,0.0012823,TRUE,"peak_2389","Promoter (<=1kb)",17,65848766,65885798,37033,2,"19765","ENSMUST00000166543.9",0,"ENSMUSG00000024096","Ralbp1","ralA binding protein 1"
"chr15",76924948,76925948,1001,"-","Zfp647",11.9742099233824,1440.1526550293,120.271204884847,-0.639527088,0.001266128,TRUE,"peak_2390","Promoter (<=1kb)",15,76910371,76925448,15078,2,"239546","ENSMUST00000229055.1",0,"ENSMUSG00000054967","Zfp647","zinc finger protein 647"
"chr18",6135598,6136598,1001,"-","Arhgap12",10.130932078058,670.225646057129,66.1563655637105,-0.214382375,0.001257294,TRUE,"peak_2391","Promoter (<=1kb)",18,6024785,6135907,111123,2,"75415","ENSMUST00000077128.12",0,"ENSMUSG00000041225","Arhgap12","Rho GTPase activating protein 12"
"chr9",44378990,44379990,1001,"+","Hyou1",5.5752057104446,440.148106079102,78.947419869105,0.268340127,0.001253239,TRUE,"peak_2392","Promoter (<=1kb)",9,44379490,44392369,12880,1,"12282","ENSMUST00000066601.12",0,"ENSMUSG00000032115","Hyou1","hypoxia up-regulated 1"
"chr8",47674891,47675891,1001,"+","AA386476",6.79362715466587,609.871824066162,89.7711649729411,-0.643026569,0.001234135,TRUE,"peak_2393","Promoter (<=1kb)",8,47667178,47675158,7981,2,"69260","ENSMUST00000080353.2",0,"ENSMUSG00000063049","Ing2","inhibitor of growth family, member 2"
"chr1",51477925,51478925,1001,"-","Nabp1",6.7135495682107,553.520398864746,82.4482478666306,-0.612134231,0.001209389,TRUE,"peak_2394","Promoter (<=1kb)",1,51465862,51478399,12538,2,"109019","ENSMUST00000189542.6",0,"ENSMUSG00000026107","Nabp1","nucleic acid binding protein 1"
"chr16",17451487,17452487,1001,"+","Crkl",11.0353256832156,656.887178039551,59.5258533274333,0.250153913,0.001200556,TRUE,"peak_2395","Promoter (<=1kb)",16,17451987,17487434,35448,1,"12929","ENSMUST00000006293.4",0,"ENSMUSG00000006134","Crkl","v-crk avian sarcoma virus CT10 oncogene homolog-like"
"chrX",6778806,6779806,1001,"+","Dgkk",0,0,8.51707794443766,0.291727348,0.001197504,FALSE,"peak_2396","Promoter (<=1kb)",20,6779306,6948362,169057,1,"331374","ENSMUST00000067410.13",0,"ENSMUSG00000062393","Dgkk","diacylglycerol kinase kappa"
"chr4",83323755,83324755,1001,"-","Ttc39b",8.56722389640479,666.891277008057,77.8421674362818,0.295091354,0.001195729,TRUE,"peak_2397","Promoter (<=1kb)",4,83220300,83324255,103956,2,"69863","ENSMUST00000102823.9",0,"ENSMUSG00000038172","Ttc39b","tetratricopeptide repeat domain 39B"
"chr15",6707879,6708879,1001,"+","Rictor",14.1058238207327,486.164918395996,34.4655459032059,-0.244404547,0.001191332,TRUE,"peak_2398","Promoter (<=1kb)",15,6708379,6765417,57039,1,"78757","ENSMUST00000228918.1",0,"ENSMUSG00000050310","Rictor","RPTOR independent companion of MTOR, complex 2"
"chr10",85127527,85128527,1001,"-","Mterf2",11.8890054045667,1194.07118756104,100.434909980138,-0.45526625,0.00118564,TRUE,"peak_2399","Promoter (<=1kb)",10,85119433,85128027,8595,2,"74238","ENSMUST00000050813.3",0,"ENSMUSG00000049038","Mterf2","mitochondrial transcription termination factor 2"
"chr19",5366241,5367241,1001,"+","Eif1ad",4.14832286626698,252.752067749023,60.9287357559204,-0.287070991,0.001180269,TRUE,"peak_2400","Promoter (<=1kb)",19,5364638,5367168,2531,2,"23825","ENSMUST00000025762.15",0,"ENSMUSG00000024844","Banf1","BAF nuclear assembly factor 1"
"chr4",132308123,132309123,1001,"+","Snhg12",16.4377597737006,540.348807128906,32.87241172568,-0.482647526,0.001147293,TRUE,"peak_2401","Promoter (<=1kb)",4,132308623,132311024,2402,1,"100039864","ENSMUST00000232260.1",0,"ENSMUSG00000086290","Snhg12","small nucleolar RNA host gene 12"
"chr5",31494241,31495241,1001,"+","Gpn1",15.9731861652938,1047.01912322998,65.5485456937154,-0.32947202,0.00113796,TRUE,"peak_2402","Promoter (<=1kb)",5,31494741,31512904,18164,1,"74254","ENSMUST00000076949.12",0,"ENSMUSG00000064037","Gpn1","GPN-loop GTPase 1"
"chr15",79658699,79659699,1001,"+","Cby1",10.4096525141001,596.867683105469,57.3379065532684,-0.295850894,0.001137011,TRUE,"peak_2403","Promoter (<=1kb)",15,79659199,79667660,8462,1,"73739","ENSMUST00000023064.8",0,"ENSMUSG00000022428","Cby1","chibby family member 1, beta catenin antagonist"
"chr9",13297457,13298457,1001,"+","Maml2",14.2697331791962,1034.34773046875,72.4854289480845,0.239358232,0.001135023,TRUE,"peak_2404","Promoter (<=1kb)",9,13297957,13709388,411432,1,"270118","ENSMUST00000159294.8",0,"ENSMUSG00000031925","Maml2","mastermind like transcriptional coactivator 2"
"chr5",135186764,135187764,1001,"+","Baz1b",25.1985821388521,1955.32500439453,77.596628001531,0.21044337,0.001129625,TRUE,"peak_2405","Promoter (<=1kb)",5,135187264,135246129,58866,1,"22385","ENSMUST00000002825.5",0,"ENSMUSG00000002748","Baz1b","bromodomain adjacent to zinc finger domain, 1B"
"chr19",6084483,6085483,1001,"+","Cdca5",45.8949293278323,1218.40832867432,26.5477765522003,-0.372351414,0.001127016,TRUE,"peak_2406","Promoter (<=1kb)",19,6084983,6091777,6795,1,"67849","ENSMUST00000025704.2",0,"ENSMUSG00000024791","Cdca5","cell division cycle associated 5"
"chr1",98589017,98590017,1001,"+","Gm7967",18.459709722818,788.267242462158,42.7020388889313,-0.568931466,0.001123683,TRUE,"peak_2407","Exon (ENSMUST00000191042.1/ENSMUST00000191042.1, exon 1 of 1)",1,98499889,98509383,9495,1,"70866","ENSMUST00000162782.1",89128,"ENSMUSG00000026336","Slco6d1","solute carrier organic anion transporter family, member 6d1"
"chr15",96254184,96255184,1001,"-","4833422M21Rik",39.1174227413145,618.20709362793,15.8038809897105,0.856905714,0.00111186,TRUE,"peak_2408","Promoter (<=1kb)",15,96231870,96254684,22815,2,"75768","ENSMUST00000181747.7",0,"ENSMUSG00000097619","4833422M21Rik","RIKEN cDNA 4833422M21 gene"
"chr13",64312210,64313210,1001,"-","Prxl2c",13.6590473119983,1040.35006408691,76.165638812383,-0.438092722,0.001100816,TRUE,"peak_2409","Promoter (<=1kb)",13,64275572,64312593,37022,2,"66129","ENSMUST00000221118.1",0,"ENSMUSG00000021482","Prxl2c","peroxiredoxin like 2C"
"chr8",120113652,120114652,1001,"+","6430548M08Rik",19.9015055402776,1868.29654296875,93.8771460876465,0.407734522,0.00109769,TRUE,"peak_2410","Promoter (<=1kb)",8,120114152,120154574,40423,1,"234797","ENSMUST00000108948.7",0,"ENSMUSG00000031824","6430548M08Rik","RIKEN cDNA 6430548M08 gene"
"chr10",85102127,85103127,1001,"+","Tmem263",14.0093433899609,531.178824676514,37.9160400234858,-0.230998424,0.001096745,TRUE,"peak_2411","Promoter (<=1kb)",10,85102627,85117585,14959,1,"103266","ENSMUST00000095383.5",0,"ENSMUSG00000060935","Tmem263","transmembrane protein 263"
"chr7",5061643,5062643,1001,"+","U2af2",23.9242993745984,1069.69402713013,44.711613509814,0.233334492,0.001091293,TRUE,"peak_2412","Promoter (<=1kb)",7,5062143,5079938,17796,1,"22185","ENSMUST00000005041.14",0,"ENSMUSG00000030435","U2af2","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2"
"chr4",129189227,129190227,1001,"-","S100pbp",8.42504249281121,754.58781942749,89.5648680788676,0.283732908,0.001072335,TRUE,"peak_2413","Promoter (<=1kb)",4,129189760,129219607,29848,1,"107271","ENSMUST00000106054.2",0,"ENSMUSG00000028811","Yars1","tyrosyl-tRNA synthetase 1"
"chrX",95196356,95197356,1001,"-","Arhgef9",0,0,12.9558288879395,0.230068865,0.001071078,FALSE,"peak_2414","Promoter (<=1kb)",20,95048935,95196502,147568,2,"236915","ENSMUST00000197364.4",0,"ENSMUSG00000025656","Arhgef9","CDC42 guanine nucleotide exchange factor 9"
"chr2",172509191,172510191,1001,"-","Gm14303",0,0,4.54979400698344,-1.132443594,0.00107066,FALSE,"peak_2415","Exon (ENSMUST00000121320.1/ENSMUST00000121320.1, exon 1 of 1)",2,172472520,172474331,1812,1,"76426","ENSMUST00000029007.2",37671,"ENSMUSG00000027505","Fam209","family with sequence similarity 209"
"chr7",116333755,116334755,1001,"+","Gm44777",3.54443637720728,285.096342315674,80.4348878002167,-0.683705987,0.0010698,TRUE,"peak_2416","Promoter (<=1kb)",7,116331505,116334195,2691,2,"68052","ENSMUST00000170953.2",0,"ENSMUSG00000090862","Rps13","ribosomal protein S13"
"chr15",58134582,58135582,1001,"-","Atad2",15.4690144061372,722.243580078125,46.6896960023244,-0.19452878,0.001068206,TRUE,"peak_2417","Promoter (<=1kb)",15,58094046,58135082,41037,2,"70472","ENSMUST00000038194.4",0,"ENSMUSG00000022360","Atad2","ATPase family, AAA domain containing 2"
"chr10",128211307,128212307,1001,"-","Spryd4",7.0608074594182,315.439438842773,44.674697710673,-0.468089727,0.001059426,TRUE,"peak_2418","Promoter (<=1kb)",10,128209908,128211807,1900,2,"66701","ENSMUST00000061995.9",0,"ENSMUSG00000051346","Spryd4","SPRY domain containing 4"
"chr19",6235372,6236372,1001,"-","Ppp2r5b",7.04550509992522,698.569224853516,99.1510494912466,0.339190802,0.00105858,TRUE,"peak_2419","Promoter (<=1kb)",19,6227765,6235872,8108,2,"225849","ENSMUST00000025695.9",0,"ENSMUSG00000024777","Ppp2r5b","protein phosphatase 2, regulatory subunit B', beta"
"chr5",139251824,139252824,1001,"+","Get4",4.01924808555875,256.753226623535,63.8809103488922,-0.292925835,0.001045238,TRUE,"peak_2420","Promoter (<=1kb)",5,139252324,139270051,17728,1,"67604","ENSMUST00000026976.11",0,"ENSMUSG00000025858","Get4","golgi to ER traffic protein 4"
"chr15",55089991,55090991,1001,"-","Dscc1",43.4365201531789,1315.77651083374,30.2919411176046,-0.537690542,0.0010345,TRUE,"peak_2421","Promoter (<=1kb)",15,55076099,55090491,14393,2,"72107","ENSMUST00000023059.12",0,"ENSMUSG00000022422","Dscc1","DNA replication and sister chromatid cohesion 1"
"chr7",143784000,143785000,1001,"-","Mrgpre",6.7578333448219,546.850993652344,80.9210535017649,0.935061323,0.001027555,TRUE,"peak_2422","Promoter (<=1kb)",7,143778363,143784500,6138,2,"244238","ENSMUST00000054048.9",0,"ENSMUSG00000048965","Mrgpre","MAS-related GPR, member E"
"chr8",36155510,36156510,1001,"+","Gm38414",4.00355435200789,526.844635314941,131.59422577858,0.679154839,0.001020701,TRUE,"peak_2423","Promoter (<=1kb)",8,36156010,36161034,5025,1,"330738","ENSMUST00000209819.1",0,"ENSMUSG00000109704","Gm38414","predicted gene, 38414"
"chr19",7217116,7218116,1001,"-","Cox8a",4.74787669606528,434.146214111328,91.440077723821,-0.277744953,0.00101531,TRUE,"peak_2424","Promoter (<=1kb)",19,7215153,7217616,2464,2,"12868","ENSMUST00000039758.5",0,"ENSMUSG00000035885","Cox8a","cytochrome c oxidase subunit 8A"
"chr12",110485708,110486708,1001,"-","Gm19605",8.51768082733151,596.868535766602,70.0740668576558,-0.699829921,0.001014045,TRUE,"peak_2425","Promoter (<=1kb)",12,110485738,110571688,85951,1,"26931","ENSMUST00000221715.1",0,"ENSMUSG00000017843","Ppp2r5c","protein phosphatase 2, regulatory subunit B', gamma"
"chr8",31168264,31169264,1001,"-","Mak16",17.9775980779262,946.320307861328,52.6388621972402,-0.323805537,0.001011322,TRUE,"peak_2426","Promoter (<=1kb)",8,31159463,31168764,9302,2,"67920","ENSMUST00000033983.5",0,"ENSMUSG00000031578","Mak16","MAK16 homolog"
