"gene","chromosome","tss","strand","log2FoldChange","padj","bm3_signal","avg_bg_signal","fold_change","is_higher_than_bg"
"Chp1","chr2",119547697,"+",-0.215673349,0.002372661,1712.9109887085,84.3063374195099,20.3177013868485,TRUE
"Washc4","chr10",83543752,"+",-0.201180857,0.002362988,666.223474975586,29.1336941159566,22.8677994738296,TRUE
"Ccdc90b","chr7",92561149,"+",-0.411713981,0.002339772,865.623339416504,52.5161642131805,16.4829886642644,TRUE
"Osmr","chr15",6874969,"-",0.856967994,0.002323727,0,20.5105066884359,0,FALSE
"Stx17","chr4",48124915,"+",0.303741144,0.002308524,260.08825592041,55.4691333945592,4.68888262721482,TRUE
"Abcc5","chr16",20426394,"-",0.245285275,0.002305104,1107.04004547119,72.1508136609395,15.3434173407044,TRUE
"Rars2","chr4",34614957,"+",-0.320636352,0.002295603,1368.79479663086,44.5075902442932,30.7541879737326,TRUE
"Riok2","chr17",17374309,"+",-0.328433719,0.002271162,317.106977203369,63.7049043499629,4.97774826662233,TRUE
"Slc35f3","chr8",126138995,"+",-0.586177442,0.002266226,405.136045074463,36.6731739823024,11.0472042935245,TRUE
"Deaf1","chr7",141327690,"-",0.297298777,0.002259074,1403.80667877197,100.086683924993,14.025908579647,TRUE
"Ypel5","chr17",72836453,"+",-0.269900105,0.002238638,1189.06668737793,181.673318905195,6.54508154826212,TRUE
"Thyn1","chr9",26999710,"+",-0.279060048,0.002212512,683.564909667969,92.7378604348501,7.37093681547877,TRUE
"Tpd52l1","chr10",31445958,"-",-1.044467159,0.002212512,340.114405517578,43.4741842104594,7.82336487031194,TRUE
"Zfyve19","chr2",119208617,"+",-0.344759825,0.0022107,609.538062988281,140.130922002792,4.34977558326588,TRUE
"Tsen34","chr7",3692863,"+",-0.34527166,0.002210443,1020.67612722778,65.3426717294057,15.6203610935066,TRUE
"Wwp1","chr4",19708993,"-",-0.198765109,0.002200818,0,64.0929440975189,0,FALSE
"Stau1","chr2",166996299,"-",0.253789848,0.002190278,685.063369384766,73.3280951595306,9.34244054607392,TRUE
"Rasl11a","chr5",146845071,"+",0.482623743,0.002173639,570.193815307617,24.246418853124,23.5166198671088,TRUE
"Extl2","chr3",116007462,"+",-0.259866435,0.002172388,348.117437988281,66.6654283854167,5.22185856176743,TRUE
"Snx13","chr12",35047186,"+",-0.19616782,0.002164714,278.760868041992,55.1530525964101,5.05431440181312,TRUE
"Rab30","chr7",92741603,"+",0.383196513,0.002163952,1880.29976763916,113.777382619222,16.5261295729745,TRUE
"Ptdss1","chr13",66932830,"+",0.235099343,0.002138923,446.818020019531,51.81835105896,8.62277573269618,TRUE
"Prkar1a","chr11",109649405,"+",-0.218345822,0.002135062,176.726112670898,34.8888705857595,5.06540079124924,TRUE
"Osgin2","chr4",16013888,"-",-0.3547892,0.002113799,917.642040039063,65.6305860964457,13.9819266384512,TRUE
"Rnf40","chr7",127588767,"+",0.257204168,0.002087674,595.534110473633,67.4429040848414,8.83019672053959,TRUE
"Rexo2","chr9",48480623,"-",-0.309287288,0.002078995,778.59447857666,36.8497215089798,21.1289107948055,TRUE
"Mrps26","chr2",130563742,"+",-0.399965602,0.002073532,432.146702697754,67.9938795572917,6.35567062081855,TRUE
"Phf20","chr2",156196466,"+",-0.242740016,0.002007735,324.109042480469,70.255451306661,4.61329386478142,TRUE
"Cdh13","chr8",118283733,"+",-0.333748845,0.002007735,173.058824645996,24.4842975540161,7.06815559091298,TRUE
"Stt3a","chr9",36767679,"-",-0.182077286,0.002004716,447.150491607666,207.840653951327,2.15141014573781,TRUE
"Gm37805","chr9",95407461,"+",0.985855727,0.002004716,810.940788696289,88.16072423172,9.19843610364211,TRUE
"9330154K18Rik","chr15",57738666,"-",0.987736697,0.001988829,98.7000202636719,19.3354701105754,5.10460928538214,TRUE
"Ddx50","chr10",62651218,"-",-0.240186476,0.001965723,513.50654296875,103.116697975159,4.97985828728201,TRUE
"Ppp1r12a","chr10",108162193,"+",0.207139307,0.001941308,275.593049804687,44.5676994972229,6.18369475906784,TRUE
"Dcbld1","chr10",52233619,"+",0.280741549,0.001930368,300.101049804687,24.0781370337804,12.4636324389906,TRUE
"Vps36","chr8",22192809,"+",-0.220389765,0.001920444,612.205671264648,44.7126434981028,13.6920034998741,TRUE
"Mypop","chr7",18991245,"+",0.640531641,0.001920444,1044.51790267944,67.3032110627492,15.519584967582,TRUE
"Uba6","chr5",86172803,"-",-0.239991804,0.001912423,760.256330871582,57.4805534969966,13.2263223754675,TRUE
"Rwdd2a","chr9",86571991,"+",-0.891948614,0.001895534,492.665294616699,57.7187732988993,8.53561616885739,TRUE
"Mrps11","chr7",78783119,"+",-0.413421386,0.001893509,761.588689697266,50.8172462034225,14.9868154336543,TRUE
"Troap","chr15",99074575,"+",-0.412917415,0.001886096,1123.71196380615,130.019201307297,8.64266164157008,TRUE
"4833420G17Rik","chr13",119462768,"+",-0.34727675,0.001885382,318.773893798828,42.7183040002187,7.46223196963054,TRUE
"Aimp2","chr5",143909847,"-",-0.468231787,0.001879549,506.837760620117,83.5785026556651,6.06421202241726,TRUE
"Yars","chr4",129189760,"+",-0.226987714,0.001856256,743.584100952148,89.8692912769317,8.27406214499676,TRUE
"Top1","chr2",160645888,"+",-0.191428412,0.00185623,413.473068847656,77.7707928333282,5.31655977500161,TRUE
"Krit1","chr5",3803184,"+",0.244322692,0.001847283,77.3593549804688,24.5830718580882,3.14685469037574,TRUE
"Per1","chr11",69095217,"+",0.367361063,0.001840979,161.387739196777,245.236378081004,0.658090534771597,FALSE
"1810013L24Rik","chr16",8830100,"+",0.245070621,0.001824584,1147.05274932861,104.560589853923,10.9702207201692,TRUE
"Kif19a","chr11",114765388,"+",0.873632525,0.001802939,82.0278822021484,44.1170741380056,1.85932280879624,TRUE
"mt-Nd6","chrM",14070,"-",-0.585744974,0.001794221,14728.2954345703,23581.2983306885,0.624575255697565,FALSE
"Cep112","chr11",108425192,"+",-0.517778487,0.001781225,772.261801208496,60.7797141215006,12.7059136814089,TRUE
"Zfp655","chr5",145231715,"+",-0.240390678,0.001774242,270.090856628418,30.9680942169825,8.72158469733353,TRUE
"1700028E10Rik","chr5",151368675,"+",0.609640339,0.001748133,664.391187133789,181.551496880849,3.65951919179066,TRUE
"Miip","chr4",147868816,"-",-0.415391971,0.001742862,522.842692138672,117.423826681773,4.45261159437099,TRUE
"Radx","chrX",139480367,"+",-0.67630199,0.00174268,266.756396484375,7.71006339708964,34.5984699146662,TRUE
"Rsf1","chr7",97579889,"+",-0.195439527,0.001733337,741.583507781982,117.861379102071,6.29199754348497,TRUE
"Cep97","chr16",55934855,"-",-0.261067094,0.001732277,1746.42241333008,79.0995401875178,22.0787934947524,TRUE
"Imp4","chr1",34439851,"+",0.290265781,0.001726692,1237.08318664551,144.227511344592,8.57730383830751,TRUE
"Mtmr12","chr15",12205028,"+",-0.255213962,0.001710766,1020.34423522949,132.054224821091,7.72670648449053,TRUE
"Rrm2","chr12",24708241,"+",-0.193192136,0.001700158,911.973383789062,40.7676800648371,22.3700093392279,TRUE
"Tasp1","chr2",140066805,"-",-0.462415349,0.001699778,208.403530731201,47.9445058997472,4.3467656370675,TRUE
"Rsph3a","chr17",7945614,"+",-0.48095482,0.001690218,486.830085327148,37.6482747294108,12.9310065023202,TRUE
"Pdcd11","chr19",47090768,"+",0.305029246,0.001686141,214.072341247559,67.6672318960826,3.16360423278896,TRUE
"Acox1","chr11",116199045,"-",0.290475429,0.00168393,865.29184387207,75.132039958636,11.5169486193701,TRUE
"Ppp1r13b","chr12",111908110,"-",0.9144226,0.001680664,0,31.1485540390015,0,FALSE
"Ppfia3","chr7",45367019,"-",0.948793176,0.00167924,1541.51844824219,93.9027009773254,16.416124692882,TRUE
"Epb41l2","chr10",25359798,"+",-0.212205915,0.001663934,240.081026611328,60.3528825085958,3.9779546002154,TRUE
"Gin1","chr1",97770172,"+",-0.442643915,0.001649096,854.288538269043,59.6211601530711,14.3286131312398,TRUE
"Ripk1","chr13",34002363,"+",0.268793962,0.001646886,360.121522216797,44.9452047548294,8.0124570392151,TRUE
"Srf","chr17",46556175,"-",0.29781809,0.001645388,260.087694091797,134.364552982648,1.93568681857174,TRUE
"Marcksl1","chr4",129513581,"+",0.196733109,0.001643203,413.471887207031,81.3756221780777,5.08102888973572,TRUE
"Cav2","chr6",17281185,"+",-0.360737038,0.001643203,645.216171875,53.1643809858958,12.1362491184873,TRUE
"Opcml","chr9",27790775,"+",0.236921445,0.001639812,343.448860473633,39.687676897049,8.65379098314446,TRUE
"Dolk","chr2",30286334,"-",0.422497704,0.001628549,610.873186889648,22.6885429255168,26.9243022302075,TRUE
"Klf2","chr8",72319033,"+",0.982880569,0.001595596,343.448941955566,83.8479521989822,4.09609218768416,TRUE
"Myorg","chr4",41503076,"-",0.409340221,0.001564181,396.13326953125,103.223078577042,3.8376424632171,TRUE
"Rapgef3","chr15",97767972,"-",0.34026663,0.001556462,1094.36728729248,127.717860274633,8.56863155191649,TRUE
"Rora","chr9",68653786,"+",-0.278892539,0.001555235,86.6959637451172,67.0281708780924,1.29342577321401,TRUE
"Dnajb12","chr10",59879556,"+",0.268836996,0.001553027,256.753887329102,73.4930197238922,3.49358195232291,TRUE
"Brd1","chr15",88734233,"-",0.265097647,0.001531451,446.818521728516,31.991016617775,13.966999769562,TRUE
"Arl6ip1","chr7",118129662,"-",-0.198873674,0.001531236,0,87.0169849529266,0,FALSE
"Lmcd1","chr6",112273758,"+",-0.701490395,0.001526596,1437.15106549072,78.8917067737579,18.216757175911,TRUE
"Rpain","chr11",70970213,"+",-0.38918664,0.001496743,339.114236602783,123.339153071403,2.74944515312557,TRUE
"Pkn2","chr3",142882004,"-",-0.197793279,0.001479945,1011.00777307129,65.9025657380422,15.3409470746552,TRUE
"Sobp","chr10",43174530,"-",0.39262484,0.001473603,296.767396850586,44.4847073777517,6.6712228616122,TRUE
"Zfp30","chr7",29783998,"+",-0.548582195,0.001459789,339.448063720703,37.3673549493154,9.08408058801931,TRUE
"Fam241a","chr3",127896324,"-",-0.6416988,0.001459319,72.0243391113281,47.6500457928975,1.51152717511268,TRUE
"Nr2c2","chr6",92091390,"+",0.239196064,0.001457612,200.067608642578,34.6097885640462,5.78066544013548,TRUE
"Pitpna","chr11",75588097,"+",0.232841441,0.001444797,373.459411621094,36.2802330999374,10.2937434440502,TRUE
"Thap11","chr8",105855132,"+",-0.297898101,0.0014447,1372.46348181152,80.8741935640971,16.970351373257,TRUE
"Prkab1","chr5",116024508,"-",0.377628129,0.001444662,725.577519042969,43.9069778951009,16.5253350111333,TRUE
"Gzf1","chr2",148681023,"+",0.23691553,0.00143574,83.3615036010742,65.4532351051966,1.27360402380563,TRUE
"Smtn","chr11",3540612,"-",0.33398048,0.001418927,240.0808359375,19.9577168598175,12.0294739936347,TRUE
"Rad23b","chr4",55350043,"+",0.199638745,0.001414261,170.057207946777,64.2135667441686,2.64830652725299,TRUE
"Smo","chr6",29735503,"+",0.211594326,0.001413844,356.78668548584,23.2658659184774,15.3351990738709,TRUE
"Zfp830","chr11",82764345,"+",-0.407677504,0.001410774,1253.75688903809,74.5451778999964,16.8187523909329,TRUE
"Zfp646","chr7",127876221,"+",0.279349236,0.001385246,1730.25015640259,41.9006501436234,41.2941123937645,TRUE
"Nol12","chr15",78934933,"+",-0.354588924,0.001368488,500.834726013184,47.1220991484324,10.6284468447719,TRUE
"Vkorc1l1","chr5",129941970,"+",-0.254671551,0.001352413,2897.6425012207,90.6998937352498,31.9475843012433,TRUE
"Ctps","chr4",120570276,"-",-0.248102137,0.001338572,838.615383850098,92.6630477027893,9.05015974156065,TRUE
"Yipf5","chr18",40219429,"-",-0.268349717,0.001325654,416.806737976074,44.7367218605677,9.31688153806057,TRUE
"Efcab11","chr12",99884439,"-",-0.572281515,0.001313701,668.890684692383,47.1984919071198,14.1718656182632,TRUE
"Cdk7","chr13",100730939,"-",-0.338116394,0.001311029,521.842368469238,37.660265797615,13.8565768832754,TRUE
"Matn2","chr15",34306677,"+",-0.30212656,0.001308127,724.577920959473,43.7952902933757,16.5446539138267,TRUE
"Tbc1d17","chr7",44849079,"-",0.35931453,0.001299819,2219.08113769531,131.779781387647,16.8393141522037,TRUE
"Ralbp1","chr17",65885798,"-",-0.244132527,0.0012823,456.15301171875,52.3538822364807,8.71287843866711,TRUE
"Zfp647","chr15",76925448,"-",-0.639527088,0.001266128,1440.1526550293,120.271204884847,11.9742099233824,TRUE
"Arhgap12","chr18",6136098,"-",-0.214382375,0.001257294,670.225646057129,66.1563655637105,10.130932078058,TRUE
"Hyou1","chr9",44379490,"+",0.268340127,0.001253239,440.148106079102,78.947419869105,5.5752057104446,TRUE
"AA386476","chr8",47675391,"+",-0.643026569,0.001234135,609.871824066162,89.7711649729411,6.79362715466587,TRUE
"Nabp1","chr1",51478425,"-",-0.612134231,0.001209389,553.520398864746,82.4482478666306,6.7135495682107,TRUE
"Crkl","chr16",17451987,"+",0.250153913,0.001200556,656.887178039551,59.5258533274333,11.0353256832156,TRUE
"Dgkk","chrX",6779306,"+",0.291727348,0.001197504,0,8.51707794443766,0,FALSE
"Ttc39b","chr4",83324255,"-",0.295091354,0.001195729,666.891277008057,77.8421674362818,8.56722389640479,TRUE
"Rictor","chr15",6708379,"+",-0.244404547,0.001191332,486.164918395996,34.4655459032059,14.1058238207327,TRUE
"Mterf2","chr10",85128027,"-",-0.45526625,0.00118564,1194.07118756104,100.434909980138,11.8890054045667,TRUE
"Eif1ad","chr19",5366741,"+",-0.287070991,0.001180269,252.752067749023,60.9287357559204,4.14832286626698,TRUE
"Snhg12","chr4",132308623,"+",-0.482647526,0.001147293,540.348807128906,32.87241172568,16.4377597737006,TRUE
"Gpn1","chr5",31494741,"+",-0.32947202,0.00113796,1047.01912322998,65.5485456937154,15.9731861652938,TRUE
"Cby1","chr15",79659199,"+",-0.295850894,0.001137011,596.867683105469,57.3379065532684,10.4096525141001,TRUE
"Maml2","chr9",13297957,"+",0.239358232,0.001135023,1034.34773046875,72.4854289480845,14.2697331791962,TRUE
"Baz1b","chr5",135187264,"+",0.21044337,0.001129625,1955.32500439453,77.596628001531,25.1985821388521,TRUE
"Cdca5","chr19",6084983,"+",-0.372351414,0.001127016,1218.40832867432,26.5477765522003,45.8949293278323,TRUE
"Gm7967","chr1",98589517,"+",-0.568931466,0.001123683,788.267242462158,42.7020388889313,18.459709722818,TRUE
"4833422M21Rik","chr15",96254684,"-",0.856905714,0.00111186,618.20709362793,15.8038809897105,39.1174227413145,TRUE
"Prxl2c","chr13",64312710,"-",-0.438092722,0.001100816,1040.35006408691,76.165638812383,13.6590473119983,TRUE
"6430548M08Rik","chr8",120114152,"+",0.407734522,0.00109769,1868.29654296875,93.8771460876465,19.9015055402776,TRUE
"Tmem263","chr10",85102627,"+",-0.230998424,0.001096745,531.178824676514,37.9160400234858,14.0093433899609,TRUE
"U2af2","chr7",5062143,"+",0.233334492,0.001091293,1069.69402713013,44.711613509814,23.9242993745984,TRUE
"S100pbp","chr4",129189727,"-",0.283732908,0.001072335,754.58781942749,89.5648680788676,8.42504249281121,TRUE
"Arhgef9","chrX",95196856,"-",0.230068865,0.001071078,0,12.9558288879395,0,FALSE
"Gm14303","chr2",172509691,"-",-1.132443594,0.00107066,0,4.54979400698344,0,FALSE
"Gm44777","chr7",116334255,"+",-0.683705987,0.0010698,285.096342315674,80.4348878002167,3.54443637720728,TRUE
"Atad2","chr15",58135082,"-",-0.19452878,0.001068206,722.243580078125,46.6896960023244,15.4690144061372,TRUE
"Spryd4","chr10",128211807,"-",-0.468089727,0.001059426,315.439438842773,44.674697710673,7.0608074594182,TRUE
"Ppp2r5b","chr19",6235872,"-",0.339190802,0.00105858,698.569224853516,99.1510494912466,7.04550509992522,TRUE
"Get4","chr5",139252324,"+",-0.292925835,0.001045238,256.753226623535,63.8809103488922,4.01924808555875,TRUE
"Dscc1","chr15",55090491,"-",-0.537690542,0.0010345,1315.77651083374,30.2919411176046,43.4365201531789,TRUE
"Mrgpre","chr7",143784500,"-",0.935061323,0.001027555,546.850993652344,80.9210535017649,6.7578333448219,TRUE
"Gm38414","chr8",36156010,"+",0.679154839,0.001020701,526.844635314941,131.59422577858,4.00355435200789,TRUE
"Cox8a","chr19",7217616,"-",-0.277744953,0.00101531,434.146214111328,91.440077723821,4.74787669606528,TRUE
"Gm19605","chr12",110486208,"-",-0.699829921,0.001014045,596.868535766602,70.0740668576558,8.51768082733151,TRUE
"Mak16","chr8",31168764,"-",-0.323805537,0.001011322,946.320307861328,52.6388621972402,17.9775980779262,TRUE
"Erbin","chr13",103920514,"-",-0.189364488,0.001008306,328.109887207031,27.0353255996704,12.1363393977778,TRUE
"Gm32618","chr15",32778904,"+",0.992674491,0.000975818,1797.93937036133,87.0857476520538,20.6456213425978,TRUE
"Taf12","chr4",132274375,"+",-0.308296314,0.000973275,0,64.5669325431188,0,FALSE
"Atp6v1b2","chr8",69088646,"+",-0.259215347,0.000972001,358.120221862793,36.9813502616882,9.68380600839761,TRUE
"Acadm","chr3",153944632,"-",-0.274705388,0.000967074,380.128538513184,136.851112451553,2.77767956506567,TRUE
"Plscr3","chr11",69846376,"+",0.431009206,0.000954982,373.459200439453,43.8786745586395,8.51117779185335,TRUE
"Sardh","chr2",27248337,"-",0.367181188,0.000953431,111.037522796631,24.1279151563644,4.60203552926294,TRUE
"Gm22513","chr12",54696782,"+",-0.778280042,0.000921484,440.148565795898,66.0462678871155,6.66424583669419,TRUE
"Raver1","chr9",21092008,"-",0.437490028,0.000919692,293.432420043945,65.7684339504242,4.46159962186621,TRUE
"Arid4a","chr12",71015990,"+",-0.29676541,0.000911469,1287.10036590576,115.839851999283,11.1110325478811,TRUE
"Napa","chr7",16098458,"+",0.26282257,0.000910581,1113.04060919189,171.701423505783,6.4824192279012,TRUE
"Commd8","chr5",72168189,"-",-0.290152107,0.000910581,497.833727264404,41.1141854527791,12.1085635476393,TRUE
"Itm2a","chrX",107403376,"-",0.662032559,0.000909809,30.6769855957031,16.1299193579356,1.90186850380071,TRUE
"Mutyh","chr4",116807723,"+",-0.760244458,0.000909809,1338.7844317627,88.7523773476283,15.0844909372839,TRUE
"Sharpin","chr15",76351111,"-",0.399228279,0.000900424,2378.96767028809,188.51117645963,12.6197698988821,TRUE
"mt-Tc","chrM",5257,"-",-0.944720619,0.000898018,14493.0469589844,27451.2437173665,0.527955931913409,FALSE
"Nuak1","chr10",84440597,"-",0.834145839,0.00089169,1576.53118127441,36.3697641248703,43.347302882186,TRUE
"Dll1","chr17",15376872,"-",0.377237593,0.000891148,690.89881628418,67.5043635940552,10.2348763768662,TRUE
"Slx4","chr16",4003770,"-",0.349065852,0.000885327,440.148410644531,81.1673840713501,5.42272509679035,TRUE
"Slc35e1","chr8",72492614,"-",0.258260018,0.00088466,720.242905273437,88.2142825101217,8.1646971984474,TRUE
"Gulp1","chr1",44551511,"+",0.932447753,0.000880245,644.550394958496,19.2474827543894,33.4875164292071,TRUE
"2510009E07Rik","chr16",21694665,"-",-0.247036586,0.000877795,1003.67146514893,54.6276892153422,18.3729438232772,TRUE
"Mapk6","chr9",75410005,"-",-0.248391802,0.000871976,561.856453552246,55.0283526945114,10.2103084326616,TRUE
"Akap9","chr5",3928054,"+",-0.237017335,0.000871449,316.107448486328,17.1827656402588,18.3967735523143,TRUE
"Aasdhppt","chr9",4309471,"-",-0.286441455,0.000870396,850.619588897705,171.233797487259,4.96759168680469,TRUE
"Tax1bp1","chr6",52713729,"+",-0.208521989,0.000869354,360.621558105469,32.6017364622752,11.0614217903012,TRUE
"Irs1","chr1",82291416,"-",0.285199597,0.000869259,514.840729553223,72.970727036794,7.05544196227652,TRUE
"Stk11","chr10",80115803,"+",0.257522385,0.000867165,839.616222473144,129.36736440595,6.49017027075283,TRUE
"Lyrm4","chr13",36117526,"-",-0.38108334,0.000856769,802.603953674316,87.6776022777557,9.15403629688378,TRUE
"Zfhx4","chr3",5218526,"+",0.393652362,0.000856507,0,12.1042630634308,0,FALSE
"Emc2","chr15",43477229,"+",-0.355642701,0.000856387,280.094371948242,100.486424885432,2.78738518429318,TRUE
"Cdh20","chr1",104768529,"+",-0.236614826,0.000855183,909.306759185791,52.3109577029546,17.3827205448856,TRUE
"Scarna2","chr3",108554751,"-",-1.114406455,0.000852001,389.464891540527,45.8946869087219,8.48605618151657,TRUE
"Cyp2j6","chr4",96553661,"-",-0.305845943,0.000847375,560.189662780762,21.5369522864024,26.0106283995644,TRUE
"Rita1","chr5",120612589,"-",-0.586578989,0.000843331,879.963098907471,190.798732640584,4.61199656166005,TRUE
"Nsd3","chr8",25601601,"+",0.266216167,0.000830335,416.806871032715,57.6026983019511,7.2358914307769,TRUE
"G3bp1","chr11",55469685,"+",-0.201802749,0.000808424,1955.65872192383,300.726536687215,6.50311323858294,TRUE
"Atp8b1","chr18",64661267,"-",-1.108480757,0.000805539,243.581937011719,47.3975619306564,5.1391237669162,TRUE
"Zfp959","chr17",55892093,"+",-0.49729414,0.00079273,0,51.5257729622523,0,FALSE
"Fbxo2","chr4",148160621,"+",0.801971544,0.000791771,206.402792388916,53.7223960415522,3.84202506956822,TRUE
"Ttc26","chr6",38381469,"+",-0.416426387,0.000789589,1529.18070422363,42.0708397156397,36.3477580804065,TRUE
"Enox1","chr14",77156763,"+",1.045264806,0.000785643,253.418576660156,44.288779253006,5.72195894613546,TRUE
"Mfsd14b","chr13",65112975,"-",-0.245860585,0.000780348,437.647521972656,44.1412512000402,9.91470586072236,TRUE
"Mrps12","chr7",28741820,"-",-0.456240798,0.000776369,570.193427124023,129.974217208227,4.38697335034178,TRUE
"Arhgap5","chr12",52503972,"+",-0.185263941,0.000766119,1033.01589825439,116.022926183701,8.90354977445412,TRUE
"Slc35e4","chr11",3914664,"-",0.394740198,0.000765883,1039.68334387207,52.7178569876353,19.7216541657967,TRUE
"Ube4b","chr4",149426749,"-",0.259213729,0.000759443,547.852571166992,87.4321402028402,6.26603180359064,TRUE
"Actr1a","chr19",46395748,"-",-0.213718459,0.000748999,722.911250976563,73.3182164243062,9.8599132143769,TRUE
"Sdf2","chr11",78245746,"+",-0.352296712,0.000747096,657.554751098633,57.5188883628845,11.4319794734235,TRUE
"Wasf3","chr5",146384985,"+",-0.264873206,0.000744528,393.465167236328,15.9488173278173,24.6704918081958,TRUE
"Rab11fip5","chr6",85374634,"-",0.673619356,0.000732998,1245.08543719482,75.7664953022003,16.433192959879,TRUE
"Bcl2","chr1",106714274,"-",0.310340492,0.000726065,150.050522460937,49.0442345619202,3.05949361431043,TRUE
"Fbxw11","chr11",32642724,"+",0.236898613,0.000722563,608.872038391113,74.5937178668976,8.16251094331514,TRUE
"Calr","chr8",84846934,"-",0.208152817,0.000716782,783.598036499023,134.303242493312,5.83454294886475,TRUE
"Zfp825","chr13",74493992,"-",-0.537410733,0.000711198,0,72.7006109822591,0,FALSE
"Ndufaf2","chr13",108158623,"-",-0.849143746,0.000702225,296.766732177734,64.243649889946,4.61939402082723,TRUE
"Dip2b","chr15",100038664,"+",0.254417283,0.000696281,627.545703369141,54.5602261886597,11.5018896952369,TRUE
"Rpp40","chr13",35906359,"-",-0.573844222,0.00069425,327.110381744385,68.1932870349884,4.79681206123048,TRUE
"Fmc1","chr6",38533502,"+",-0.597073767,0.000692396,782.26347442627,96.0047343470255,8.14817602222245,TRUE
"Asap3","chr4",136206365,"+",1.034104092,0.00068601,686.898738098145,61.9598152685165,11.0861973219468,TRUE
"Arhgap17","chr7",123369915,"-",0.385697073,0.000679467,350.117455444336,84.7666512711843,4.13036790051131,TRUE
"Zhx1","chr15",58076541,"-",0.225232049,0.000676512,1573.52937850952,190.437735116323,8.26269739843514,TRUE
"Cep170","chr1",176814067,"-",-0.222101465,0.00067554,2423.81743450928,78.3487050244013,30.9362794669598,TRUE
"Echdc2","chr4",108165437,"+",-0.908702154,0.000665622,893.632840881348,24.248759660085,36.8527237437353,TRUE
"Mettl15","chr2",109280748,"-",-0.428804625,0.000660417,1113.04079742432,33.9149494673411,32.8185892919031,TRUE
"Ncapd3","chr9",27030175,"+",-0.246885477,0.000652685,523.509064636231,84.6148459116618,6.18696469863901,TRUE
"Ahcyl2","chr6",29768011,"+",0.257169902,0.000648369,734.913761627197,106.283301558812,6.91466816375222,TRUE
"Atg3","chr16",45158785,"+",-0.276559051,0.000638876,643.551632995605,76.0182500012716,8.46575175020262,TRUE
"Fam102a","chr2",32535332,"+",0.49517538,0.000633676,0,93.8825744895935,0,FALSE
"Pkn3","chr2",30077684,"+",-0.842747259,0.000631686,437.481376586914,25.6475039405823,17.0574640557783,TRUE
"Wdr26","chr1",181212001,"-",0.222174928,0.00063143,27.009127166748,30.9310619869232,0.873204003734717,FALSE
"Eif5","chr12",111538016,"+",0.197618107,0.000630632,723.576780395508,103.204766438166,7.01107909419115,TRUE
"Ndufa10","chr1",92473860,"-",-0.231794473,0.000609042,103.368264465332,49.3334332466126,2.09529841453777,TRUE
"Igf2r","chr17",12769664,"-",0.2732177,0.000607519,4.00134594726562,20.2905434029897,0.197202503047604,FALSE
"Plcb4","chr2",135659011,"+",-0.336022522,0.000601683,1341.11665112305,55.8585480486552,24.009157022035,TRUE
"Tmbim4","chr10",120201590,"+",-0.343912143,0.000599737,523.509708251953,19.7109293174744,26.5593620584822,TRUE
"Nudt13","chr14",20294697,"+",-0.556520541,0.000597326,1121.38102502441,39.6809631061554,28.2599245896444,TRUE
"Mrps15","chr4",126046925,"+",-0.373020904,0.000589755,66.6892028808594,41.4923938528697,1.60726332438992,TRUE
"Gsap","chr5",21186255,"+",0.375151374,0.000587957,106.702724609375,49.2055873346329,2.16850830137888,TRUE
"Fam117a","chr11",95337018,"+",0.866739918,0.000585408,888.966527770996,50.2020193977356,17.707784237283,TRUE
"Pnp","chr14",50931082,"+",-0.450479663,0.000581798,1069.69357489014,111.198556413015,9.61967141836869,TRUE
"Qsox2","chr2",26237525,"-",0.320210926,0.000563983,1047.01739135742,29.7210208463669,35.2281772813133,TRUE
"Rab5if","chr2",156863128,"+",-0.408443014,0.000563218,143.381786193848,48.7998560091654,2.93816002585987,TRUE
"Ergic3","chr2",156008045,"+",0.297120064,0.000562013,916.973799438477,43.9061567322413,20.8848568785143,TRUE
"Tmem64","chr4",15265831,"+",0.275437522,0.000560213,337.7809140625,56.2635392433802,6.00354898758421,TRUE
"Med14","chrX",12762073,"-",0.220213295,0.000559221,436.815052490234,44.0238506526947,9.92223637900918,TRUE
"Jup","chr11",100397763,"-",0.374079012,0.000558306,857.622302612305,98.1072547651926,8.74168077238442,TRUE
"Ubald2","chr11",116434094,"+",-0.445985193,0.000556007,431.478874389648,98.6678597335816,4.37304382151096,TRUE
"A930007I19Rik","chr19",29523159,"-",1.028072463,0.000551483,0,30.2133061831792,0,FALSE
"Cant1","chr11",118419086,"-",0.384693485,0.000551318,135.379081848145,68.7785727666219,1.96833223491726,TRUE
"Pik3ca","chr3",32397671,"+",-0.233744227,0.000550787,116.706105041504,37.0456717945735,3.15033037296949,TRUE
"Nprl2","chr9",107542226,"+",-0.566434631,0.000547183,0,64.7474904772441,0,FALSE
"Pum3","chr19",27429825,"-",-0.251001357,0.000544386,1150.38689361572,78.3515700356165,14.682371943444,TRUE
"Hspb11","chr4",107253593,"+",-0.602565627,0.000543959,401.468460632324,75.8198972848256,5.2950277566872,TRUE
"Snx2","chr18",53176316,"+",-0.298516769,0.00054302,591.866171691895,47.3056033229828,12.5115447244353,TRUE
"Fxn","chr19",24280605,"-",-0.447233196,0.000542517,438.48140045166,18.9914961830775,23.0883020602859,TRUE
"Bivm","chr1",44118957,"+",-0.352977545,0.000538899,771.259308654785,75.8572994715373,10.1672391981759,TRUE
