chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,cpg_score,cpg_name,cpg_length,region_start,region_end,region_length,distanceToTSS,tss_position,strand,geneId,SYMBOL
chr2,104493271,104494692,19.2447412893125,9.72933537427502,1.97801191437976,0.2,both,both,False,CpG:,1382,1421,104492994,104494934,1940,0,104494692,*,15259,Hipk3
chr2,104590228,104591119,19.7094988320721,31.9502626062685,0.616880652123502,0.4,both,both,False,CpG:,1382,891,104589442,104593588,4146,0,104591119,*,228410,Cstf3
chr2,104711648,104712465,31.4688764936313,12.5084643373416,2.51580654866537,0.4,both,exo_only,False,CpG:,1383,817,104710672,104714031,3359,0,104712465,*,320554,Tcp11l1
chr2,104742453,104742951,10.5375015406406,9.05117404314604,1.1642137793848,1,both,both,False,CpG:,1384,498,104739872,104744951,5079,0,104742951,*,211896,Depdc7
chr2,104816114,104817238,22.5545633839962,9.62171300098316,2.34413179666568,0.1,both,both,False,CpG:,1384,1124,104815615,104818454,2839,0,104817238,*,99003,Qser1
chr2,104849274,104849927,8.39588032428168,9.70164183653996,0.86540819231851,0.4,both,both,False,CpG:,1384,653,104847389,104851082,3693,0,104849927,*,228413,Prrg4
chr2,105016629,105017140,31.0089931285209,16.4917138702031,1.88027717268047,0.4,both,exo_only,False,CpG:,1386,511,105016451,105017697,1246,0,105017140,*,98221,Eif3m
chr2,105128045,105128457,8.7493170513811,4.76207003184112,1.83729281444406,0.7,both,both,False,CpG:,1387,412,105124477,105128760,4283,835,105129292,*,22431,Wt1
chr2,105398700,105399448,23.8263511506263,15.0429754490185,1.5838855305837,0.2,both,both,False,CpG:,1389,748,105397212,105400224,3012,0,105399448,*,19672,Rcn1
chr2,105674671,105674893,44.9974762323027,27.435198663301,1.64013670119671,0.1,both,both,False,CpG:,1391,222,105671757,105677728,5971,-298,105674595,*,18508,Pax6
chr2,105675188,105675605,44.962031852487,27.4281843762198,1.63926387673947,0.1,both,both,False,CpG:,1391,417,105671757,105677734,5977,0,105675605,*,18508,Pax6
chr2,105676053,105676670,44.962031852487,27.4281843762198,1.63926387673947,0.1,both,both,False,CpG:,1391,617,105671757,105677734,5977,0,105676670,*,18508,Pax6
chr2,105681377,105681589,15.9290970552762,13.0174185213645,1.22367557201399,1,both,exo_only,False,CpG:,1391,212,105678764,105682764,4000,-123,105681466,*,18508,Pax6
chr2,105904321,105904844,62.0751961346026,34.4141699807438,1.80376851074242,0.4,both,both,False,CpG:,1392,523,105903877,105905227,1350,0,105904844,*,66541,Immp1l
chr2,106003104,106003389,21.863609443691,13.8650077715577,1.57689125054379,0.4,both,both,False,CpG:,1393,285,106001525,106004457,2932,0,106003389,*,99349,Dnajc24
chr2,106693293,106694592,22.8843951970924,14.5553348431198,1.57223419754645,0.2,both,both,False,CpG:,1399,1299,106691600,106697121,5521,24,106694616,*,77015,Mpped2
chr2,106695096,106695358,22.8843951970924,14.5553348431198,1.57223419754645,0.2,both,both,False,CpG:,1399,262,106691600,106697121,5521,0,106695358,*,77015,Mpped2
chr2,106974187,106974428,25.5701061293258,17.4511419021544,1.46523971168724,0.7,both,both,False,CpG:,1401,241,106973426,106975856,2430,0,106974428,*,212772,Arl14ep
chr2,109280614,109281111,22.4734384372178,20.557530255743,1.0931973908169,1,both,both,False,CpG:,1418,497,109279894,109282185,2291,0,109281111,*,228421,Kif18a
chr2,109693466,109694207,17.034467368966,17.7073034684231,0.962002339844858,1,both,both,False,CpG:,1421,741,109692005,109695250,3245,0,109694207,*,12064,Bdnf
chr2,109890585,109891268,17.1897707070782,14.5449863863989,1.18183477456895,0.7,both,both,False,CpG:,1423,683,109888676,109892421,3745,0,109891268,*,22343,Lin7c
chr2,109917558,109918372,28.7684856610953,20.6713054747894,1.39171111839943,0.2,both,both,False,CpG:,1423,814,109916506,109921828,5322,0,109918372,*,107515,Lgr4
chr2,110017740,110018038,29.7143840898156,9.4646175300465,3.13952296492531,0.1,both,exo_only,False,CpG:,1424,298,110015254,110018635,3381,0,110018038,*,68201,Ccdc34
chr2,112239250,112239885,26.5568123037895,14.7250516638586,1.80351233462705,0.1,both,both,False,CpG:,1441,635,112238410,112241792,3382,0,112239885,*,99010,Lpcat4
chr2,112265478,112266086,30.2674074350263,11.0316241222194,2.7436945910859,0.1,both,both,False,CpG:,1441,608,112264150,112267642,3492,0,112266086,*,107723,Slc12a6
chr2,112367726,112368064,25.7095890685439,10.6769600889973,2.40795028306211,0.4,both,exo_only,False,CpG:,1442,338,112365771,112368709,2938,0,112368064,*,68032,Emc4
chr2,112379093,112379539,48.9076206855646,16.8436650216086,2.90362107194731,0.4,both,exo_only,False,CpG:,1442,446,112378805,112379449,644,0,112379539,*,72425,Katnbl1
chr2,112454873,112455342,63.2578397039708,23.5101562768073,2.69066011128027,0.1,both,both,False,CpG:,1442,469,112454575,112456451,1876,0,112455342,*,73024,Emc7
chr2,112492914,112493511,23.9828192454358,28.352524899368,0.845879488001804,0.4,both,both,False,CpG:,1443,597,112492114,112494911,2797,0,112493511,*,74268,Aven
chr2,113216965,113217421,23.8875840749848,16.3037938986436,1.46515493409004,1,both,exo_only,False,CpG:,1448,456,113215747,113218181,2434,0,113217421,*,20192,Ryr3
chr2,113327376,113327814,84.3112289864248,71.6815695040475,1.17619116838205,0.7,both,both,False,CpG:,1449,438,113326888,113328235,1347,0,113327814,*,14260,Fmn1
chr2,113848497,113848746,28.9532462427015,24.8250300680199,1.16629249444494,0.7,both,both,False,CpG:,1453,249,113847223,113850000,2777,0,113848746,*,228482,Arhgap11a
chr2,114013363,114013823,17.6310345129848,11.4316813363572,1.54229583507644,1,both,exo_only,False,CpG:,1454,460,114012917,114015026,2109,0,114013823,*,100303644,C130080G10Rik
chr2,114175072,114175328,14.4527359724076,12.6173671986653,1.14546368864785,1,both,both,False,CpG:,1456,256,114173463,114175999,2536,0,114175328,*,11834,Aqr
chr2,114201165,114201500,33.2802524492181,3.88499009172878,8.56636739436541,0.2,both,exo_only,False,CpG:,1456,335,114200670,114202036,1366,0,114201500,*,228491,Zfp770
chr2,114654665,114654980,37.5295099767431,34.7495566000615,1.07999967909451,0.7,both,both,False,CpG:,1459,315,114652490,114655573,3083,0,114654980,*,66632,Dph6
chr2,115581352,115581741,42.1220756295599,12.2343259045125,3.44294209246328,0.1,both,both,False,CpG:,1466,389,115580273,115582421,2148,0,115581741,*,399568,Cdin1
chr2,116062235,116062438,33.972224335179,19.3170938993764,1.75866124128929,0.4,both,both,False,CpG:,1470,203,116059625,116064538,4913,0,116062438,*,17536,Meis2
chr2,117120043,117120273,22.5920995699404,17.380382244671,1.29986206585688,0.4,both,both,False,CpG:,1478,230,117117448,117123299,5851,-1101,117119172,*,114715,Spred1
chr2,117120513,117121957,22.5920995699404,17.380382244671,1.29986206585688,0.4,both,both,False,CpG:,1478,1444,117117448,117123299,5851,0,117121957,*,114715,Spred1
chr2,117249674,117250186,28.8228369519576,23.129257795053,1.24616350456876,1,both,both,False,CpG:,1479,512,117249124,117252425,3301,0,117250186,*,68215,Fam98b
chr2,117342646,117343063,29.0038268326786,7.18731099218647,4.03542115600806,0.1,both,exo_only,False,CpG:,1480,417,117341938,117345109,3171,0,117343063,*,19419,Rasgrp1
chr2,118256769,118257007,29.9092235807081,6.87264700831023,4.35192198064917,0.2,both,exo_only,False,CpG:,1487,238,118256381,118258004,1623,0,118257007,*,71313,Fsip1
chr2,118372949,118374134,12.0742775601658,7.0230995425846,1.71922346920378,0.7,both,both,False,CpG:,1488,1185,118372297,118374844,2547,0,118374134,*,381413,Gpr176
chr2,118388342,118388877,49.9610491724283,29.430410472811,1.6975994683657,0.2,both,both,False,CpG:,1488,535,118386795,118390446,3651,0,118388877,*,27103,Eif2ak4
chr2,118479158,118479840,26.4897645621566,15.3726585322697,1.72317393940354,0.7,both,both,False,CpG:,1488,682,118478683,118481098,2415,0,118479840,*,20813,Srp14
chr2,118549448,118549699,27.5836912057189,19.1553788810631,1.43999716095347,0.7,both,both,False,CpG:,1489,251,118543329,118550679,7350,0,118549699,*,171543,Bmf
chr2,118598146,118598527,12.4241132605605,10.6613606489303,1.16534030408276,1,both,both,False,CpG:,1489,381,118597013,118600086,3073,0,118598527,*,12236,Bub1b
chr2,118676925,118677681,11.7972436911588,6.47556800530518,1.82180832345422,0.333333333333333,both,exo_only,False,CpG:,1490,756,118677024,118677595,571,0,118677681,*,214230,Pak6
chr2,118702419,118704307,23.2296111655658,11.2864456000485,2.05818660619479,0.4,both,both,False,CpG:,1490,1888,118699712,118705014,5302,0,118704307,*,383787,Ankrd63
chr2,118711070,118711517,11.4564500977011,11.8336341125017,0.968126104693221,1,both,exo_only,False,CpG:,1490,447,118710896,118712392,1496,0,118711517,*,18796,Plcb2
chr2,118745610,118746808,39.0914044949844,27.1789874715239,1.43829509969573,0.4,both,both,False,CpG:,1490,1198,118744869,118747120,2251,0,118746808,*,100043272,Inafm2
chr2,118814083,118814582,38.4562210844228,14.9795445800927,2.56724901607021,0.2,both,both,False,CpG:,1491,499,118813145,118814772,1627,0,118814582,*,51944,Knstrn
chr2,118901219,118902963,14.0286416469487,12.3209817522127,1.13859771315944,0.4,both,both,False,CpG:,1492,1744,118898632,118905661,7029,0,118902963,*,228536,Bahd1
chr2,118926382,118927094,28.9483519656635,19.7835755813603,1.46325176895415,0.2,both,both,False,CpG:,1492,712,118925468,118928219,2751,0,118927094,*,72136,Chst14
chr2,119034782,119035433,33.6218731545963,26.945555083347,1.24777066386639,0.7,both,both,False,CpG:,1493,651,119034058,119036014,1956,0,119035433,*,271842,Rpusd2
chr2,119047071,119047638,27.652609565505,37.6045400698308,0.735352952440177,0.7,both,both,False,CpG:,1493,567,119046133,119048501,2368,0,119047638,*,76464,Knl1
chr2,119112699,119113180,18.3078618977137,15.4393323214043,1.18579362867477,0.7,both,both,False,CpG:,1493,481,119111843,119115039,3196,0,119113180,*,19361,Rad51
chr2,119156416,119157188,26.6656976335616,26.0595036353174,1.02326191652486,0.7,both,both,False,CpG:,1494,772,119155853,119157452,1599,0,119157188,*,67809,Rmdn3
chr2,119167445,119168086,11.3697739300459,11.4122013576576,0.996282274884401,1,both,exo_only,False,CpG:,1494,641,119165710,119168766,3056,0,119168086,*,320415,Gchfr
chr2,119208582,119209036,113.276299179077,61.5433490115173,1.84059367906479,0.2,both,both,False,CpG:,1494,454,119207464,119209757,2293,0,119209036,*,69408,Dnajc17
chr2,119288522,119288755,15.2938233957898,25.1414205772688,0.608311823462254,0.1,both,both,False,CpG:,1495,233,119287899,119290710,2811,0,119288755,*,228545,Vps18
chr2,119322133,119322944,19.9222969522466,8.59549061953125,2.31776146750457,0.1,both,both,False,CpG:,1495,811,119320484,119324363,3879,2599,119325543,*,100043609,Gm14207
chr2,119325901,119327393,20.8049145403103,17.7345774626952,1.17312716268959,0.7,both,exo_only,False,CpG:,1495,1492,119324631,119329839,5208,0,119327393,*,100043609,Gm14207
chr2,119350935,119351593,34.2717360799022,49.5140479192154,0.692161871633243,0.4,both,both,False,CpG:,1495,658,119349398,119355925,6527,0,119351593,*,69065,Chac1
chr2,119476896,119478266,28.7630363324881,23.270161241436,1.23604800302248,1,both,both,False,CpG:,1496,1370,119475929,119479888,3959,0,119478266,*,68142,Ino80
chr2,119546916,119547155,26.3398682265456,22.3729725898577,1.17730749102541,0.7,both,both,False,CpG:,1497,239,119544250,119549402,5152,39,119547194,*,241624,Exd1
chr2,119547471,119547988,26.3398682265456,22.3729725898577,1.17730749102541,0.7,both,both,False,CpG:,1497,517,119544250,119549402,5152,0,119547988,*,241624,Exd1
chr2,119594231,119594717,34.1790531249367,20.7117789999329,1.65022295405177,0.7,both,both,False,CpG:,1497,486,119593737,119596160,2423,0,119594717,*,66602,Oip5os1
chr2,119618172,119618652,18.3698099795808,16.8280673857464,1.09161732945878,1,both,both,False,CpG:,1497,480,119617414,119619529,2115,0,119618652,*,108907,Nusap1
chr2,119662621,119662879,8.83991788514023,8.15687680051369,1.08373806560172,1,both,exo_only,False,CpG:,1497,258,119660104,119663932,3828,0,119662879,*,69702,Ndufaf1
chr2,119674933,119675628,41.670049854985,7.07700808634612,5.88808848973625,0.1,both,exo_only,False,CpG:,1498,695,119674055,119675676,1621,0,119675628,*,76246,Rtf1
chr2,119742275,119743425,18.6902791634069,8.33192639178738,2.24321222782639,0.2,both,exo_only,False,CpG:,1498,1150,119742068,119744487,2419,0,119743425,*,228550,Itpka
chr2,119743825,119744442,20.5674416345289,10.090979748717,2.03820066501906,0.1,both,exo_only,False,CpG:,1498,617,119743306,119744487,1181,1488,119745930,*,228550,Itpka
chr2,119787486,119787689,28.9884886547354,17.9817473716295,1.61210632402008,0.4,both,both,False,CpG:,1498,203,119786140,119788218,2078,0,119787689,*,68925,Rpap1
chr2,119799325,119800040,29.4811485019337,17.8691968545866,1.64983064106581,0.2,both,both,False,CpG:,187,715,119797174,119804876,7702,0,119800040,*,22174,Tyro3
chr2,119897055,119897698,17.7415407195289,17.6491903338965,1.00523255650176,1,both,both,False,CpG:,1499,643,119896708,119899689,2981,0,119897698,*,29808,Mga
chr2,119972306,119972644,30.1161327658018,25.9222294643638,1.16178790899153,1,both,both,False,CpG:,1500,338,119970533,119974236,3703,-55,119972589,*,26390,Mapkbp1
chr2,120027420,120027622,28.4217316729329,13.6612052442011,2.08047029269232,0.2,both,both,False,CpG:,1500,202,120026726,120029748,3022,0,120027622,*,102238433,Gm28042
chr2,120154097,120154849,19.8902815766913,17.3018449261771,1.14960466132707,0.7,both,both,False,CpG:,1501,752,120151731,120156462,4731,0,120154849,*,98878,Ehd4
chr2,120352722,120353179,28.4954672452786,8.36724434958564,3.40559759638068,0.1,both,exo_only,False,CpG:,1503,457,120351696,120353682,1986,0,120353179,*,269338,Vps39
chr2,120403888,120404259,59.6403638487868,38.0996246840539,1.56537930080315,0.4,both,both,False,CpG:,1503,371,120403580,120405335,1755,0,120404259,*,211499,Tmem87a
chr2,120563473,120563870,25.4385331441386,24.215396707525,1.05051069166393,0.7,both,both,False,CpG:,1504,397,120563172,120568614,5442,0,120563870,*,20402,Zfp106
chr2,120567562,120568044,27.0607352607221,22.6970226434307,1.19225925293573,0.7,both,both,False,CpG:,1504,482,120563507,120568614,5107,0,120568044,*,20619,Snap23
chr2,120609236,120609581,43.6169763424824,47.1209178252007,0.925639362634731,0.7,both,both,False,CpG:,1505,345,120608483,120609970,1487,0,120609581,*,66296,Haus2
chr2,120629064,120629270,40.2265921734676,35.7977610900337,1.12371810271305,0.7,both,both,False,CpG:,1505,206,120627900,120631204,3304,0,120629270,*,668880,Stard9
chr2,120730818,120731678,30.3243847719779,18.6061903318258,1.62980084752268,0.1,both,both,False,CpG:,1506,860,120729495,120732750,3255,0,120731678,*,68968,Cdan1
chr2,120849915,120850874,43.3472689113767,35.8756759800733,1.20826347454619,1,both,both,False,CpG:,1507,959,120848898,120851776,2878,0,120850874,*,100502700,AV039307
chr2,120970521,120970792,29.5730230073674,13.3080540998787,2.22218986978997,0.4,both,exo_only,False,CpG:,1507,271,120969533,120971079,1546,0,120970792,*,22222,Ubr1
chr2,120977183,120977649,16.3238016271607,15.8025346576612,1.03298628864242,1,both,both,False,CpG:,1507,466,120975937,120979050,3113,0,120977649,*,96957,Tmem62
chr2,121008340,121008641,38.1789241969636,17.5241801148074,2.17864253544755,0.4,both,both,False,CpG:,1508,301,121006925,121009694,2769,0,121008641,*,17151,Ccndbp1
chr2,121139733,121140708,20.1555641011618,23.9622759667188,0.84113729969373,0.7,both,both,False,CpG:,1509,975,121138359,121144289,5930,0,121140708,*,329504,Lcmt2
chr2,121170468,121171636,31.9525079471902,11.8370932427873,2.69935424954602,0.1,both,both,False,CpG:,1509,1168,121170243,121171837,1594,0,121171636,*,51885,Tubgcp4
chr2,121271026,121271551,23.0940811255802,4.40514604346737,5.24252338008809,0.1,both,both,False,CpG:,1510,525,121270591,121273732,3141,0,121271551,*,27223,Trp53bp1
chr2,121289113,121289394,34.742179580613,25.4689587335013,1.36409893879619,1,both,both,False,CpG:,1510,281,121288716,121290334,1618,-206,121289188,*,17754,Map1a
chr2,121289477,121289855,34.742179580613,25.4689587335013,1.36409893879619,1,both,both,False,CpG:,1510,378,121288716,121290334,1618,0,121289855,*,17754,Map1a
chr2,121355040,121355434,29.3274886808366,14.0072065495662,2.09374285851056,0.1,both,both,False,CpG:,1510,394,121353117,121355919,2802,0,121355434,*,327655,Ppip5k1
chr2,121413518,121414456,44.2270656130952,19.6229954721791,2.25383864944569,0.2,both,both,False,CpG:,1511,938,121412027,121414926,2899,0,121414456,*,14827,Pdia3
chr2,121449023,121450074,35.3687158256649,37.2151135184245,0.950385810543196,1,both,both,False,CpG:,1511,1051,121447700,121450846,3146,0,121450074,*,378702,Serf2
chr2,121506440,121506792,23.869177348646,28.7467957411012,0.830324797365804,0.8,both,endo_only,False,CpG:,1512,352,121506410,121506952,542,0,121506792,*,241627,Wdr76
chr2,121806320,121807266,42.6988965799807,15.8589949575092,2.69240873676946,0.1,both,both,False,CpG:,1514,946,121805817,121807952,2135,0,121807266,*,228564,Frmd5
chr2,121866748,121867632,24.3182473728707,13.119453183477,1.8536022067976,0.1,both,both,False,CpG:,1514,884,121864712,121870154,5442,0,121867632,*,319996,Golm2
chr2,121955799,121956772,49.2602902645445,35.2628843058637,1.39694444269703,0.4,both,both,False,CpG:,1515,973,121955051,121957411,2360,0,121956772,*,17147,Mageb3
chr2,122028148,122029310,27.988549980811,24.3590815978499,1.14899857239616,0.7,both,both,False,CpG:,1516,1162,122026912,122031074,4162,0,122029310,*,100042807,Eif3j2
chr2,122118167,122118471,22.7049280453258,27.3857455531618,0.829078324752945,1,both,both,False,CpG:,1516,304,122115664,122119686,4022,0,122118471,*,214585,Spg11
chr2,122234509,122234877,30.9561280052828,9.60787956870581,3.22195212626428,0.1,both,both,False,CpG:,1517,368,122233843,122238725,4882,0,122234877,*,20322,Sord
chr2,122301684,122301888,17.7984857710336,23.7943874711428,0.74801193317622,0.7,both,exo_only,False,CpG:,1518,204,122300465,122303089,2624,2784,122304672,*,66811,Duoxa2
chr2,122368627,122369001,17.9502385244657,16.4498102752392,1.091212495714,0.7,both,both,False,CpG:,1518,374,122364228,122371017,6789,0,122369001,*,435684,Shf
chr2,122467534,122468124,24.46424426253,15.2717044247711,1.60193280213362,0.4,both,both,False,CpG:,1519,590,122466199,122469272,3073,-8,122468116,*,81913,Bambi-ps1
chr2,122611032,122611442,30.9010400095849,17.7392429504664,1.7419593438046,0.4,both,both,False,CpG:,1520,410,122610770,122612467,1697,0,122611442,*,67092,Gatm
chr2,122630580,122631741,11.1097549658218,3.42765661143665,3.24121002341752,0.1,both,exo_only,False,CpG:,1520,1161,122630465,122631916,1451,0,122631741,*,214616,Afg2b
chr2,122637738,122638007,13.1374889205157,12.4014422357114,1.05935170045664,0.8,both,both,False,CpG:,1520,269,122637134,122639023,1889,0,122638007,*,433470,AA467197
chr2,122702203,122702926,12.131349503176,14.7039495166123,0.825040203618094,0.7,both,both,False,CpG:,1521,723,122700034,122704139,4105,0,122702926,*,22785,Slc30a4
chr2,122738328,122738840,18.9083541847039,19.0138410169039,0.994452102965088,1,both,both,False,CpG:,1521,512,122737199,122740622,3423,0,122738840,*,18457,Bloc1s6
chr2,122765088,122765522,19.4070971680831,8.13526126319309,2.38555303145431,0.2,both,exo_only,False,CpG:,1521,434,122764383,122766912,2529,0,122765522,*,59010,Sqor
chr2,124089901,124090365,28.1132818744324,8.51653198140406,3.30102463488872,0.1,both,both,False,CpG:,1531,464,124088503,124092557,4054,0,124090365,*,214968,Sema6d
chr2,124090511,124090722,28.1132818744324,8.51653198140406,3.30102463488872,0.1,both,both,False,CpG:,1531,211,124088503,124092557,4054,542,124091264,*,214968,Sema6d
chr2,124609840,124610930,32.0136412014604,19.895928955579,1.60905486106912,0.4,both,both,False,CpG:,1535,1090,124606938,124611412,4474,0,124610930,*,214968,Sema6d
chr2,125123148,125123831,13.0777219503468,9.69574419590543,1.34881053853191,0.7,both,both,False,CpG:,1539,683,125122384,125125594,3210,0,125123831,*,17876,Myef2
chr2,125247190,125247958,44.693289710847,20.0347624834873,2.23078710055501,0.1,both,both,False,CpG:,1540,768,125246835,125248908,2073,0,125247958,*,110074,Dut
chr2,125505447,125506493,31.4356097584372,19.6985017770731,1.59583759791442,0.2,both,both,False,CpG:,1542,1046,125504787,125508265,3478,0,125506493,*,14118,Fbn1
chr2,125624845,125625295,38.0876256945461,23.6908816206494,1.60769136009477,0.4,both,both,False,CpG:,1543,450,125623888,125627346,3458,0,125625295,*,99100,Cep152
chr2,125673359,125673642,11.5757417989745,8.59570826224621,1.34668853872311,0.7,both,exo_only,False,CpG:,1543,283,125672486,125674991,2505,0,125673642,*,271849,Shc4
chr2,125723206,125723658,40.3348128273811,24.1945599930903,1.66710255689297,0.2,both,both,False,CpG:,1544,452,125721465,125725667,4202,0,125723658,*,271849,Shc4
chr2,125782498,125782912,10.4073447138241,11.9630156330417,0.869959969380891,1,both,both,False,CpG:,1544,414,125781896,125787756,5860,0,125782912,*,70354,Secisbp2l
chr2,125858656,125859247,37.8680807208038,19.2304505899372,1.96917282534291,0.7,both,both,False,CpG:,1545,591,125858277,125859513,1236,0,125859247,*,12848,Cops2
chr2,126151922,126152502,48.7659956621709,6.40363374573736,7.61536302644299,0.1,both,exo_only,False,CpG:,1547,580,126151806,126153494,1688,0,126152502,*,69185,Dtwd1
chr2,126674608,126675949,12.654784656683,16.2831740061349,0.777169405173411,0.2,both,both,False,CpG:,1551,1341,126674220,126677629,3409,0,126675949,*,14391,Gabpb1
chr2,126707136,126707658,39.4622471728466,33.5323147106849,1.17684232398881,0.7,both,both,False,CpG:,1551,522,126705891,126707812,1921,0,126707658,*,84092,Usp8
chr2,126875631,126876523,25.4030906858634,21.7996199216961,1.16529970600914,1,both,both,False,CpG:,1552,892,126874472,126877135,2663,0,126876523,*,58800,Trpm7
chr2,126932979,126933301,30.12622950555,21.0296288833469,1.43256115800534,0.4,both,both,False,CpG:,1553,322,126931384,126934540,3156,0,126933301,*,66552,Sppl2a
chr2,127008611,127009056,25.4872665762004,22.6187203267656,1.12682177452985,0.7,both,both,False,CpG:,194,445,127006240,127010005,3765,0,127009056,*,108011,Ap4e1
chr2,127070588,127070883,14.7833923864097,9.36023765832791,1.57938216165449,1,both,both,False,CpG:,1554,295,127068771,127072626,3855,0,127070883,*,109778,Blvra
chr2,127133630,127134104,26.2630295892634,19.0540711641105,1.37834215916708,0.2,both,both,False,CpG:,1554,474,127127222,127134932,7710,0,127134104,*,215387,Ncaph
chr2,127143234,127143506,17.3874672491163,10.1316627631275,1.71615140136672,0.4,both,exo_only,False,CpG:,1555,272,127140785,127143609,2824,0,127143506,*,73338,Itpripl1
chr2,127208233,127208604,38.0469815153388,21.7774798267516,1.74707917619566,0.7,both,both,False,CpG:,1555,371,127207288,127208628,1340,0,127208604,*,320632,Snrnp200
chr2,127247484,127248719,31.9517271978744,12.9471095940183,2.46786566266779,0.1,both,both,False,CpG:,1555,1235,127244089,127248933,4844,0,127248719,*,26371,Ciao1
chr2,127269730,127270849,30.437223343216,18.0149213686222,1.68955626951725,0.1,both,both,False,CpG:,1555,1119,127268970,127272045,3075,0,127270849,*,99138,Stard7
chr2,127335968,127336736,18.887878838443,11.0638940758195,1.70716374442911,0.7,both,both,False,CpG:,1556,768,127335378,127338136,2758,0,127336736,*,13537,Dusp2
chr2,127362915,127363630,16.9486655293946,10.0725127720885,1.68266508198037,0.4,both,both,False,CpG:,1556,715,127362243,127364232,1989,0,127363630,*,11552,Adra2b
chr2,127444312,127444599,24.9786356872791,15.2424041194627,1.63875957437609,0.2,both,both,False,CpG:,1557,287,127442247,127445574,3327,0,127444599,*,68126,Fahd2a
chr2,127482109,127482724,22.9061684116222,16.9282916450223,1.35312935835186,0.2,both,both,False,CpG:,1557,615,127480260,127485307,5047,0,127482724,*,56461,Kcnip3
chr2,127541035,127541535,2.43956040532054,13.4595782046895,0.181250880838938,0.333333333333333,both,endo_only,False,CpG:,1558,500,127540803,127542602,1799,0,127541535,*,192212,Prom2
chr2,127584568,127584792,61.7108490633507,57.64507336267,1.07053119136654,1,both,both,False,CpG:,1558,224,127584076,127585222,1146,0,127584792,*,72180,Zfp661
chr2,127587174,127587659,37.6322470199613,6.33807835114006,5.9374852968159,0.1,both,exo_only,False,CpG:,1558,485,127586842,127588948,2106,0,127587659,*,77721,Mrps5
chr2,127656112,127656491,13.9787058867294,6.22086956342506,2.24706622510071,0.2,both,exo_only,False,CpG:,1558,379,127656061,127658207,2146,0,127656491,*,17153,Mal
chr2,127788653,127788974,21.5871272740849,16.6451384178692,1.29690283926448,0.7,both,exo_only,False,CpG:,1559,321,127787868,127789531,1663,0,127788974,*,53885,Nphp1
chr2,127792199,127792560,45.985970120571,18.0857212189211,2.54266719938495,0.4,both,both,False,CpG:,1559,361,127792010,127792923,913,0,127792560,*,67885,Mtln
chr2,127831452,127831991,41.1497370762367,6.81547777152356,6.03768927956431,0.1,both,both,False,CpG:,1560,539,127831593,127834266,2673,0,127831991,*,12235,Bub1
chr2,128125625,128128313,37.2161041664897,28.275879629142,1.31617847630578,0.2,both,both,False,CpG:,1562,2688,128122153,128131301,9148,0,128128313,*,12125,Bcl2l11
chr2,128686924,128687499,32.6486547239943,22.3013572681507,1.4639761307542,1,both,both,False,CpG:,1566,575,128687149,128689177,2028,0,128687499,*,17222,Anapc1
chr2,128818186,128818534,69.856631877404,51.9403729731867,1.34493897287696,0.2,both,both,False,CpG:,1567,348,128816444,128819904,3460,0,128818534,*,72477,Tmem87b
chr2,128863830,128864202,31.601743039499,19.1492083422683,1.65028979134056,0.1,both,both,False,CpG:,1568,372,128862516,128864757,2241,0,128864202,*,70370,Fbln7
chr2,128943561,128944174,54.2022392602211,33.2692336543208,1.62920011393715,0.1,both,both,False,CpG:,1568,613,128943079,128944393,1314,0,128944174,*,57432,Zc3h8
chr2,128967018,128967731,27.0512453568695,37.6596794922647,0.718307901755398,0.4,both,both,False,CpG:,1568,713,128965072,128968255,3183,0,128967731,*,78751,Zc3h6
chr2,129065868,129066352,15.8442455878831,10.4471600812219,1.51660790728785,1,both,both,False,CpG:,1569,484,129063401,129067187,3786,0,129066352,*,69737,Ttl
chr2,129101040,129101282,32.6382631634772,18.4843637754321,1.76572283255197,0.1,both,both,False,CpG:,1569,242,129099503,129102258,2755,13,129101295,*,20017,Polr1b
chr2,129129397,129129848,44.4517016949177,23.0396878538029,1.92935346941258,0.2,both,both,False,CpG:,1570,451,129128149,129131441,3292,0,129129848,*,66170,Chchd5
chr2,129198171,129199236,23.0580529640549,30.9499931147427,0.745009954560263,1,both,both,False,CpG:,1570,1065,129196807,129200311,3504,0,129199236,*,20515,Slc20a1
chr2,129296978,129297296,68.501787142511,33.9715666894037,2.01644474536048,0.2,both,both,False,CpG:,1571,318,129296247,129298442,2195,0,129297296,*,70466,Ckap2l
chr2,129593195,129593678,26.7412680514228,14.0786593413155,1.89941864513671,0.4,both,both,False,CpG:,1573,483,129592247,129594376,2129,0,129593678,*,19261,Sirpa
chr2,129800323,129801953,19.5904627542781,9.90335860498574,1.97816352367726,0.7,both,both,False,CpG:,1575,1630,129799514,129803194,3680,0,129801953,*,67333,Stk35
chr2,130178748,130179429,23.3117577510708,14.5663763007918,1.60038140369913,0.1,both,both,False,CpG:,1578,681,130175901,130180448,4547,0,130179429,*,20638,Snrpb
chr2,130274053,130274815,18.7461972387458,10.9777013765759,1.70766143072048,0.1,both,both,False,CpG:,1578,762,130271920,130276715,4795,0,130274815,*,67134,Nop56
